Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,451,549,82.1,6644,1432,227,272,83.5,165,195,84.6,26,33,78.8,0,1.5,1.6,-1.5,15,38,11,1,48
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,203,271,74.9,2726,533,124,154,80.5,55,68,80.9,8,11,72.7,3,2.6,2.1,+0.4,16,9,10,1,20
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,1285,1582,81.2,25047,7547,497,549,90.5,590,664,88.9,175,316,55.4,1,3.9,4.4,-2.9,48,151,28,11,143
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,1,1,100.0,22,22,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,588,751,78.3,8318,2305,355,412,86.2,168,196,85.7,32,77,41.6,4,3.7,3.3,+0.3,42,51,26,4,81
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,386,456,84.6,8976,5956,89,90,98.9,225,226,99.6,72,139,51.8,0,0.0,0.0,0.0,0,2,0,0,0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,88,109,80.7,1360,367,53,58,91.4,28,39,71.8,6,8,75.0,2,0.3,0.4,+1.7,5,2,6,5,7
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,262,397,66.0,3476,855,171,217,78.8,67,96,69.8,11,26,42.3,1,1.3,0.9,-0.3,21,17,13,1,32
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,545,656,83.1,8033,2110,304,334,91.0,185,208,88.9,27,68,39.7,5,5.8,4.3,-0.8,33,49,22,5,71
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,662,744,89.0,12108,3064,296,306,96.7,284,302,94.0,78,120,65.0,2,1.1,0.8,+0.9,8,47,4,1,32
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,94,147,63.9,1492,451,47,64,73.4,29,40,72.5,11,23,47.8,1,0.3,0.3,+0.7,8,9,6,3,16
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,949,1305,72.7,15355,4670,475,583,81.5,320,408,78.4,98,202,48.5,10,10.1,9.3,-0.1,90,99,55,6,161
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,352,485,72.6,5411,1984,182,225,80.9,152,194,78.4,10,31,32.3,2,2.6,1.6,-0.6,13,16,10,5,34
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,516,600,86.0,8700,2414,220,236,93.2,247,284,87.0,34,47,72.3,1,1.8,1.3,-0.8,20,32,12,5,51
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,214,238,89.9,3127,832,125,132,94.7,67,73,91.8,14,19,73.7,0,0.8,0.4,-0.8,4,8,3,1,15
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,155,179,86.6,2784,585,50,60,83.3,90,97,92.8,10,12,83.3,0,0.1,0.3,-0.1,2,14,1,1,21
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,301,401,75.1,5603,1409,121,154,78.6,131,157,83.4,39,65,60.0,2,1.3,0.5,+0.7,12,37,12,4,48
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,982,1392,70.5,28328,20599,171,173,98.8,468,474,98.7,343,741,46.3,0,0.0,0.2,0.0,0,33,2,0,1
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,444,660,67.3,6310,1446,261,357,73.1,141,204,69.1,16,39,41.0,8,5.6,4.4,+2.4,27,29,27,5,58
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,166,197,84.3,3484,2227,44,45,97.8,96,100,96.0,25,49,51.0,0,0.0,0.0,0.0,0,1,0,0,0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,919,1329,69.1,16120,7212,418,481,86.9,403,550,73.3,90,233,38.6,1,2.0,2.4,-1.0,27,68,31,20,96
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,921,1099,83.8,14740,4852,466,509,91.6,369,422,87.4,61,95,64.2,3,2.8,2.1,+0.2,19,45,15,9,54
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,590,641,92.0,10225,2915,238,253,94.1,296,313,94.6,47,55,85.5,0,0.5,0.4,-0.5,1,27,4,1,30
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,348,448,77.7,5238,2147,191,225,84.9,130,156,83.3,17,45,37.8,2,0.5,0.5,+1.5,4,31,9,4,47
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,232,371,62.5,5068,1419,94,122,77.0,75,118,63.6,59,109,54.1,3,2.3,2.7,+0.7,21,25,18,7,39
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,55,91,60.4,914,180,26,30,86.7,18,30,60.0,6,17,35.3,0,0.1,0.1,-0.1,2,2,2,0,6
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,127,175,72.6,1594,312,88,111,79.3,34,47,72.3,3,5,60.0,3,1.7,0.9,+1.3,10,6,3,0,14
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,197,266,74.1,2678,655,127,157,80.9,55,72,76.4,5,9,55.6,0,0.8,0.5,-0.8,8,26,4,1,23
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,681,920,74.0,9753,1856,417,478,87.2,213,285,74.7,24,74,32.4,7,4.2,2.7,+2.8,25,43,26,10,63
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,576,670,86.0,8486,2193,302,344,87.8,209,230,90.9,25,43,58.1,2,0.8,0.9,+1.2,16,66,10,1,59
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,108,156,69.2,1497,361,69,90,76.7,34,42,81.0,2,5,40.0,0,1.4,0.5,-1.4,8,9,4,1,14
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,867,1035,83.8,13049,5238,490,522,93.9,300,353,85.0,51,111,45.9,2,2.4,1.9,-0.4,15,74,15,2,77
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,322,487,66.1,5033,2123,175,216,81.0,119,181,65.7,19,59,32.2,0,0.7,0.4,-0.7,9,24,10,6,35
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,352,390,90.3,6100,1161,159,174,91.4,138,147,93.9,42,50,84.0,2,0.6,0.2,+1.4,6,21,0,0,19
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,3,4,75.0,40,0,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,543,654,83.0,10011,2718,207,245,84.5,272,308,88.3,52,67,77.6,0,0.6,0.4,-0.6,6,51,3,2,60
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,58,62,93.5,1267,388,13,13,100.0,37,41,90.2,8,8,100.0,0,0.0,0.0,0.0,0,2,0,0,6
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,77,127,60.6,1188,236,41,58,70.7,27,45,60.0,5,6,83.3,0,0.1,0.4,-0.1,2,3,7,3,8
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,15,30,50.0,183,33,12,17,70.6,2,9,22.2,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,1113,1346,82.7,21547,8244,373,411,90.8,623,701,88.9,106,199,53.3,1,0.5,0.5,+0.5,9,79,1,0,76
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,1136,1407,80.7,19451,6788,504,579,87.0,474,547,86.7,110,189,58.2,3,1.1,1.4,+1.9,18,140,23,4,151
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,687,912,75.3,12501,4100,280,323,86.7,330,394,83.8,67,137,48.9,2,2.3,3.5,-0.3,18,38,22,6,67
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,1065,1173,90.8,18737,7087,442,463,95.5,543,584,93.0,71,106,67.0,1,1.5,0.9,-0.5,6,48,4,0,46
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,893,1255,71.2,16899,5861,394,460,85.7,351,467,75.2,129,244,52.9,14,9.2,9.5,+4.8,83,95,59,15,165
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,141,202,69.8,2309,920,68,87,78.2,50,64,78.1,16,33,48.5,0,0.5,0.8,-0.5,8,12,9,0,29
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,2,3,66.7,106,82,1,1,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,573,790,72.5,8993,2559,327,391,83.6,184,242,76.0,48,82,58.5,9,9.2,7.3,-0.2,52,38,51,7,82
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,337,385,87.5,6283,2551,112,123,91.1,191,210,91.0,29,41,70.7,0,0.0,0.0,0.0,0,12,1,0,18
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,7,10,70.0,101,44,3,3,100.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,330,460,71.7,5347,1538,154,186,82.8,134,174,77.0,25,63,39.7,2,2.2,1.6,-0.2,22,16,15,2,49
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,26,39,66.7,277,58,14,20,70.0,7,12,58.3,0,0,,0,0.3,0.4,-0.3,3,1,0,0,4
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,550,637,86.3,9243,2584,251,282,89.0,240,270,88.9,42,50,84.0,1,0.5,0.3,+0.5,4,55,2,0,54
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,167,212,78.8,2347,433,105,117,89.7,51,62,82.3,6,16,37.5,0,0.1,0.1,-0.1,3,9,0,0,10
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,789,1048,75.3,12508,3955,408,475,85.9,306,403,75.9,58,115,50.4,0,3.0,3.5,-3.0,29,46,26,10,85
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,587,862,68.1,10108,3121,282,345,81.7,214,299,71.6,64,153,41.8,6,6.2,4.6,-0.2,49,50,36,10,92
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,201,257,78.2,3075,751,102,119,85.7,70,86,81.4,15,22,68.2,0,1.0,0.8,-1.0,13,12,11,3,30
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,175,205,85.4,2356,434,111,124,89.5,57,66,86.4,3,7,42.9,0,0.7,0.7,-0.7,4,16,6,3,14
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,694,817,84.9,9879,2231,430,473,90.9,229,264,86.7,22,42,52.4,1,1.2,1.5,-0.2,13,26,20,7,41
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,291,397,73.3,4602,1810,169,191,88.5,100,124,80.6,18,52,34.6,1,0.8,0.6,+0.2,7,18,11,4,31
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,713,775,92.0,10618,2185,402,429,93.7,267,278,96.0,24,30,80.0,0,0.3,0.3,-0.3,8,38,3,0,50
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,39,45,86.7,627,100,20,22,90.9,12,13,92.3,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,3
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,1402,1628,86.1,26569,9543,520,562,92.5,678,753,90.0,169,260,65.0,0,0.2,0.5,-0.2,5,115,3,0,122
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,1116,1487,75.1,18841,8333,553,626,88.3,443,566,78.3,97,206,47.1,1,2.6,2.3,-1.6,24,77,18,10,98
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,56,78,71.8,1002,224,23,30,76.7,26,33,78.8,6,8,75.0,0,0.0,0.0,0.0,0,3,0,0,0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,263,365,72.1,3304,588,150,187,80.2,73,98,74.5,5,16,31.3,5,3.3,1.9,+1.7,26,20,11,0,30
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,590,769,76.7,7575,2148,397,455,87.3,138,190,72.6,20,36,55.6,2,4.7,3.7,-2.7,38,38,33,10,80
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,185,256,72.3,2456,373,96,129,74.4,69,88,78.4,3,4,75.0,3,2.1,1.2,+0.9,14,8,10,0,16
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,14,20,70.0,207,42,11,12,91.7,1,2,50.0,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,2
Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,15.0,250,342,73.1,3877,745,137,160,85.6,88,113,77.9,15,41,36.6,4,1.9,1.2,+2.1,24,12,17,9,22
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,5.0,187,233,80.3,3306,1112,82,93,88.2,77,91,84.6,22,36,61.1,0,0.2,0.3,-0.2,3,30,5,0,34
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,59,74,79.7,791,234,27,32,84.4,21,26,80.8,2,4,50.0,1,0.7,0.6,+0.3,6,2,5,2,9
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,25.6,962,1152,83.5,18643,6794,325,356,91.3,533,586,91.0,95,181,52.5,0,0.1,0.1,-0.1,2,36,1,0,37
Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,20.4,366,568,64.4,5127,1333,217,297,73.1,104,157,66.2,23,49,46.9,0,1.8,1.0,-1.8,19,21,8,2,45
Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,2.5,66,90,73.3,1144,351,33,39,84.6,25,28,89.3,7,15,46.7,1,0.2,0.4,+0.8,4,7,3,2,5
Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,9.0,338,392,86.2,5238,1035,191,208,91.8,115,133,86.5,22,25,88.0,3,2.2,1.5,+0.8,14,30,9,3,33
Valentín Barco,ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,179,233,76.8,2509,864,120,131,91.6,47,64,73.4,7,23,30.4,0,0.2,0.4,-0.2,4,10,3,0,14
Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3.0,70,90,77.8,946,275,50,60,83.3,18,21,85.7,2,4,50.0,0,0.3,0.4,-0.3,4,5,3,0,9
Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,436,562,77.6,6173,1516,281,339,82.9,135,170,79.4,10,23,43.5,7,5.2,4.2,+1.8,29,26,19,1,56
Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,29.5,1457,1784,81.7,23609,6956,719,805,89.3,607,702,86.5,86,192,44.8,2,2.8,2.3,-0.8,18,77,26,14,111
Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,31.6,1835,2168,84.6,30143,9590,958,1045,91.7,678,762,89.0,155,246,63.0,3,3.4,4.5,-0.4,42,212,78,11,278
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,83,114,72.8,1232,240,44,50,88.0,24,34,70.6,8,17,47.1,0,0.5,0.4,-0.5,5,0,6,3,8
Ross Barkley,ENG,MF,Luton Town,Premier League,29,1993,29.1,1218,1474,82.6,21602,6544,550,611,90.0,473,533,88.7,147,226,65.0,4,3.7,2.7,+0.3,44,138,27,1,163
Aymen Barkok,MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,118,184,64.1,1842,639,64,90,71.1,39,59,66.1,9,20,45.0,0,0.3,0.6,-0.3,5,11,4,1,16
Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,208,272,76.5,2981,750,128,147,87.1,68,84,81.0,7,16,43.8,3,3.2,1.9,-0.2,13,11,17,3,34
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,29.0,679,925,73.4,10846,3124,338,425,79.5,267,344,77.6,54,92,58.7,1,1.1,1.1,-0.1,20,74,12,2,93
Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,2001,31.2,1624,1903,85.3,26904,7782,779,857,90.9,679,775,87.6,126,193,65.3,1,1.7,1.1,-0.7,25,160,8,0,155
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,372,555,67.0,5706,1226,228,280,81.4,104,163,63.8,26,47,55.3,1,1.3,1.1,-0.3,13,15,15,4,39
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,728,873,83.4,11531,3536,381,431,88.4,286,327,87.5,46,71,64.8,1,1.9,1.0,-0.9,16,75,16,0,98
Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,2005,0.9,28,35,80.0,493,221,10,11,90.9,15,16,93.8,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,3
Marc Bartra,ESP,DF,Betis,La Liga,32,1991,2.5,101,118,85.6,1910,620,39,42,92.9,48,52,92.3,13,21,61.9,0,0.0,0.0,0.0,0,5,0,0,5
Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,36.6,1516,1808,83.8,30369,9843,431,494,87.2,867,944,91.8,191,318,60.1,1,0.7,0.3,+0.3,2,71,1,0,96
Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,11,12,91.7,203,78,3,3,100.0,8,8,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,103,138,74.6,1506,484,62,70,88.6,31,45,68.9,6,14,42.9,0,0.3,0.1,-0.3,2,7,2,0,7
Toma Bašić,CRO,MF,Salernitana,Serie A,26,1996,12.9,442,540,81.9,7981,2047,192,208,92.3,179,214,83.6,57,89,64.0,0,0.5,0.7,-0.5,16,43,6,4,53
Calvin Bassey,NGA,DF,Fulham,Premier League,23,1999,25.6,1440,1674,86.0,27276,9421,483,514,94.0,787,855,92.0,141,246,57.3,0,0.0,0.2,0.0,1,80,2,0,62
Alessandro Bastoni,ITA,DF,Inter,Serie A,24,1999,25.2,1671,1935,86.4,32047,10473,671,716,93.7,765,834,91.7,211,312,67.6,3,3.4,3.1,-0.4,22,135,35,14,142
Simone Bastoni,ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,246,360,68.3,4104,1653,116,141,82.3,93,121,76.9,28,69,40.6,0,0.5,1.0,-0.5,12,25,6,2,31
Augusto Batalla,ARG,GK,Granada,La Liga,27,1996,17.0,445,689,64.6,14317,11262,73,73,100.0,196,198,99.0,176,416,42.3,0,0.0,0.1,0.0,1,26,0,0,1
Daniel Batz,GER,GK,Mainz 05,Bundesliga,32,1991,4.0,104,153,68.0,2854,2094,18,19,94.7,53,55,96.4,33,79,41.8,0,0.0,0.0,0.0,0,5,0,0,0
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,2000,9.0,423,491,86.2,7834,2619,146,159,91.8,240,265,90.6,30,55,54.5,0,0.0,0.1,0.0,0,28,0,0,25
Elias Baum,GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,13,17,76.5,193,76,7,9,77.8,6,8,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33,1990,34.0,1055,1412,74.7,29010,21712,217,219,99.1,508,513,99.0,318,664,47.9,1,0.2,0.1,+0.8,2,24,2,0,1
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,340,456,74.6,4651,1244,189,236,80.1,112,137,81.8,14,26,53.8,1,1.6,1.6,-0.6,16,31,12,1,47
Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,63,104,60.6,1125,323,32,43,74.4,21,30,70.0,9,27,33.3,0,0.2,0.5,-0.2,3,5,4,3,6
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,360,514,70.0,5117,1476,208,262,79.4,106,158,67.1,20,34,58.8,5,2.6,3.0,+2.4,15,9,15,4,38
Mohamed Bechikh,FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,5,5,100.0,83,0,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,+0.2,11,25,5,0,29
Owen Beck,WAL,DF,Liverpool,Premier League,20,2002,0.1,3,4,75.0,31,1,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,154,243,63.4,2212,363,97,119,81.5,41,69,59.4,10,24,41.7,2,1.8,1.8,+0.2,8,1,10,3,13
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,183,280,65.4,3161,770,92,117,78.6,70,108,64.8,18,36,50.0,1,1.8,1.6,-0.8,12,15,12,7,20
Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,14,20,70.0,140,19,10,13,76.9,3,5,60.0,0,0,,0,0.2,0.2,-0.2,3,0,0,0,1
Donny van de Beek,NED,DF,Manchester Utd,Premier League,26,1997,0.0,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
Donny van de Beek,NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4.0,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50.0,0,0.4,0.6,-0.4,3,8,2,0,10
Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,70,97,72.2,881,201,37,45,82.2,26,36,72.2,0,2,0.0,0,0.1,0.1,-0.1,2,8,1,0,8
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,112,175,64.0,1539,251,63,93,67.7,36,48,75.0,3,9,33.3,1,0.9,0.9,+0.1,8,9,8,1,17
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,1991,14.0,215,336,64.0,3380,842,116,162,71.6,67,97,69.1,22,34,64.7,0,0.9,1.2,-0.9,16,24,7,0,45
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,384,550,69.8,4753,790,241,299,80.6,101,152,66.4,7,17,41.2,1,2.4,3.0,-1.4,24,7,27,9,30
Jérémie Bela,ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,70,100,70.0,1031,311,37,46,80.4,26,38,68.4,4,8,50.0,0,0.1,0.2,-0.1,3,7,3,1,10
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,19,2004,1.0,23,25,92.0,298,88,14,14,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4
Reda Belahyane,MAR,MF,Nice,Ligue 1,19,2004,0.3,13,15,86.7,183,17,9,10,90.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
Amari'i Bell,JAM,DF,Luton Town,Premier League,29,1994,19.1,645,835,77.2,10680,4470,324,372,87.1,270,315,85.7,44,108,40.7,0,0.5,0.4,-0.5,8,63,8,0,76
Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,1991,7.4,297,370,80.3,5526,2509,122,137,89.1,141,163,86.5,31,60,51.7,0,0.1,0.3,-0.1,1,16,3,1,23
Alaa Bellaarouch,MAR,GK,Strasbourg,Ligue 1,21,2002,15.0,352,504,69.8,9261,5681,63,63,100.0,189,196,96.4,97,238,40.8,0,0.0,0.0,0.0,1,11,1,0,0
Raoul Bellanova,ITA,DF,Torino,Serie A,23,2000,33.8,1232,1579,78.0,20583,5976,601,675,89.0,488,607,80.4,109,190,57.4,7,5.0,4.5,+2.0,52,61,47,37,98
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,25,1998,10.6,241,314,76.8,3452,786,144,161,89.4,76,98,77.6,14,29,48.3,1,1.0,0.8,0.0,12,17,7,0,39
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,3.0,67,96,69.8,1138,298,30,38,78.9,32,43,74.4,5,10,50.0,2,1.5,1.1,+0.5,3,10,1,0,11
Héctor Bellerín,ESP,DF,Betis,La Liga,28,1995,19.0,756,979,77.2,11447,4836,407,469,86.8,297,381,78.0,31,73,42.5,1,1.6,1.2,-0.6,15,56,15,4,81
Jude Bellingham,ENG,MF,Real Madrid,La Liga,20,2003,25.7,1363,1543,88.3,19609,4025,856,930,92.0,387,428,90.4,76,90,84.4,6,5.3,4.3,+0.7,48,137,45,3,196
Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,18,2005,16.1,759,862,88.1,14203,4121,239,273,87.5,415,452,91.8,74,94,78.7,1,0.4,0.3,+0.6,6,57,3,1,60
Andrea Belotti,ITA,FW,Fiorentina,Serie A,29,1993,10.5,133,201,66.2,1754,337,82,114,71.9,37,53,69.8,3,8,37.5,0,0.7,0.6,-0.7,5,7,4,1,15
Andrea Belotti,ITA,FW,Roma,Serie A,29,1993,7.5,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,+0.8,8,2,1,0,8
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24,1999,27.0,1180,1364,86.5,18451,5360,602,662,90.9,473,525,90.1,64,104,61.5,0,1.1,1.7,-1.1,18,120,15,2,134
Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,22,2001,18.8,360,459,78.4,5213,1095,201,246,81.7,118,137,86.1,21,28,75.0,2,1.5,1.9,+0.5,25,25,19,0,49
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,18,2005,4.8,174,215,80.9,2671,572,90,104,86.5,63,75,84.0,9,18,50.0,1,0.5,0.6,+0.5,5,14,6,1,21
Anis Ben Slimane,TUN,MF,Sheffield Utd,Premier League,22,2001,4.7,92,139,66.2,1322,373,47,70,67.1,35,43,81.4,4,5,80.0,0,0.3,0.1,-0.3,3,6,2,0,12
