Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26,1997,17.0,7,38,16,42.1,2.24,0.94,0.18,0.44,12.8,0,0,0,5.2,5.2,0.14,+1.8,+1.8
Kenny Tete,NED,DF,Fulham,Premier League,27,1995,9.6,1,4,1,25.0,0.42,0.10,0.25,1.00,7.9,0,0,0,0.9,0.9,0.21,+0.1,+0.1
Benjamin Tetteh,GHA,"FW,MF",Metz,Ligue 1,26,1997,3.1,0,3,1,33.3,0.97,0.32,0.00,0.00,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Teddy Teuma,MLT,MF,Reims,Ligue 1,29,1993,23.5,6,43,14,32.6,1.83,0.60,0.12,0.36,23.3,8,1,1,3.1,2.3,0.05,+2.9,+2.7
Florian Thauvin,FRA,FW,Udinese,Serie A,30,1993,19.0,5,47,14,29.8,2.47,0.74,0.09,0.29,18.2,4,1,1,4.7,3.9,0.08,+0.3,+0.1
Arthur Theate,BEL,DF,Rennes,Ligue 1,23,2000,25.5,2,22,5,22.7,0.86,0.20,0.09,0.40,18.7,1,0,0,1.9,1.9,0.09,+0.1,+0.1
Norman Theuerkauf,GER,"MF,DF",Heidenheim,Bundesliga,36,1987,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Malick Thiaw,GER,DF,Milan,Serie A,21,2001,18.0,0,5,1,20.0,0.28,0.06,0.00,0.00,12.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Jan Thielmann,GER,"FW,DF",Köln,Bundesliga,21,2002,17.5,1,37,12,32.4,2.11,0.68,0.03,0.08,18.8,0,0,0,2.3,2.3,0.06,-1.3,-1.3
Denis Thomalla,GER,"MF,FW",Heidenheim,Bundesliga,30,1992,5.0,0,3,0,0.0,0.61,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Luke Thomas,ENG,DF,Sheffield Utd,Premier League,22,2001,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,15.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Adrien Thomasson,FRA,MF,Lens,Ligue 1,29,1993,13.3,1,31,6,19.4,2.34,0.45,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8
Morten Thorsby,NOR,MF,Genoa,Serie A,27,1996,12.9,2,13,6,46.2,1.01,0.47,0.15,0.33,12.2,0,0,0,1.8,1.8,0.14,+0.2,+0.2
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,24,1999,26.6,6,42,15,35.7,1.58,0.56,0.14,0.40,15.8,0,0,0,4.4,4.4,0.10,+1.6,+1.6
Khéphren Thuram,FRA,MF,Nice,Ligue 1,22,2001,23.4,1,39,11,28.2,1.67,0.47,0.03,0.09,18.3,0,0,0,3.4,3.4,0.09,-2.4,-2.4
Marcus Thuram,FRA,FW,Inter,Serie A,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3
Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,Ligue 1,24,1999,15.3,3,21,9,42.9,1.37,0.59,0.14,0.33,17.6,0,0,0,2.7,2.7,0.13,+0.3,+0.3
Youri Tielemans,BEL,"MF,FW",Aston Villa,Premier League,26,1997,18.0,2,14,5,35.7,0.78,0.28,0.14,0.40,20.0,0,0,0,1.3,1.3,0.09,+0.7,+0.7
Kieran Tierney,SCO,DF,Real Sociedad,La Liga,26,1997,13.8,0,2,0,0.0,0.15,0.00,0.00,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Phillip Tietz,GER,FW,Augsburg,Bundesliga,26,1997,26.5,8,52,18,34.6,1.96,0.68,0.15,0.44,15.1,1,0,0,8.2,8.2,0.16,-0.2,-0.2
Steffen Tigges,GER,FW,Köln,Bundesliga,25,1998,8.1,3,22,9,40.9,2.72,1.11,0.14,0.33,13.0,0,0,0,2.6,2.6,0.16,+0.4,+0.4
Antonio Tikvić,CRO,DF,Udinese,Serie A,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jurriën Timber,NED,DF,Arsenal,Premier League,22,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,1999,29.5,0,9,1,11.1,0.31,0.03,0.00,0.00,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,16.2,1,8,5,62.5,0.49,0.31,0.13,0.20,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,18,2004,11.2,0,15,3,20.0,1.34,0.27,0.00,0.00,23.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28,1994,19.3,2,38,13,34.2,1.96,0.67,0.03,0.08,18.9,1,1,1,3.2,2.4,0.06,-1.2,-1.4
Jeremy Toljan,GER,DF,Sassuolo,Serie A,28,1994,23.1,0,12,3,25.0,0.52,0.13,0.00,0.00,18.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Rafael Tolói,ITA,DF,Atalanta,Serie A,32,1990,10.7,0,3,0,0.0,0.28,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28,1994,14.1,1,38,11,28.9,2.69,0.78,0.00,0.00,18.5,3,1,1,3.4,2.6,0.07,-2.4,-2.6
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,21,2002,11.5,1,27,10,37.0,2.35,0.87,0.04,0.10,13.5,0,0,0,2.7,2.7,0.10,-1.7,-1.7
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,1998,12.8,2,17,3,17.6,1.33,0.23,0.12,0.67,14.9,0,0,0,1.5,1.5,0.09,+0.5,+0.5
James Tomkins,ENG,DF,Crystal Palace,Premier League,34,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fikayo Tomori,ENG,DF,Milan,Serie A,25,1997,23.6,4,17,7,41.2,0.72,0.30,0.24,0.57,9.9,0,0,0,3.7,3.7,0.22,+0.3,+0.3
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,23,2000,4.9,1,3,2,66.7,0.62,0.41,0.33,0.50,15.8,0,0,0,0.7,0.7,0.22,+0.3,+0.3
Ivan Toney,ENG,FW,Brentford,Premier League,27,1996,16.1,4,51,21,41.2,3.17,1.30,0.08,0.19,17.4,8,0,0,6.0,6.0,0.12,-2.0,-2.0
Pablo Torre,ESP,"MF,FW",Girona,La Liga,20,2003,7.8,0,13,1,7.7,1.67,0.13,0.00,0.00,19.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Raúl Torrente,ESP,DF,Granada,La Liga,21,2001,13.9,0,3,0,0.0,0.22,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ferrán Torres,ESP,FW,Barcelona,La Liga,23,2000,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,16.6,2,0,0,5.5,5.5,0.15,+1.5,+1.5
Óliver Torres,ESP,MF,Sevilla,La Liga,28,1994,18.0,0,9,3,33.3,0.50,0.17,0.00,0.00,20.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Pau Torres,ESP,DF,Aston Villa,Premier League,26,1997,27.4,2,12,5,41.7,0.44,0.18,0.17,0.40,15.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0
Lucas Torró,ESP,MF,Osasuna,La Liga,29,1994,19.9,1,30,7,23.3,1.51,0.35,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5
Fabio Torsiello,ITA,"FW,DF",Darmstadt 98,Bundesliga,18,2005,1.7,0,4,0,0.0,2.31,0.00,0.00,,16.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Ahmed Touba,ALG,DF,Lecce,Serie A,25,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,7.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,29,1994,25.4,2,31,8,25.8,1.22,0.32,0.00,0.00,27.4,0,2,2,3.0,1.4,0.04,-1.0,-1.4
Souleymane Touré,FRA,DF,Lorient,Ligue 1,20,2003,22.8,1,18,9,50.0,0.79,0.39,0.06,0.11,11.4,0,0,0,1.7,1.7,0.10,-0.7,-0.7
Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,26,1997,17.5,0,25,6,24.0,1.43,0.34,0.00,0.00,18.0,0,0,0,1.5,1.5,0.06,-1.5,-1.5
Andros Townsend,ENG,"MF,FW",Luton Town,Premier League,32,1991,13.4,1,20,7,35.0,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2
James Trafford,ENG,GK,Burnley,Premier League,20,2002,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adama Traoré,ESP,"FW,MF",Fulham,Premier League,27,1996,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,16.0,0,0,0,1.5,1.5,0.14,+0.5,+0.5
Bénie Traoré,CIV,"FW,MF",Sheffield Utd,Premier League,20,2002,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Bénie Traoré,CIV,"FW,MF",Nantes,Ligue 1,20,2002,5.6,0,7,4,57.1,1.25,0.71,0.00,0.00,18.7,1,0,0,0.7,0.7,0.10,-0.7,-0.7
Bertrand Traoré,BFA,"DF,FW",Aston Villa,Premier League,27,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bertrand Traoré,BFA,MF,Villarreal,La Liga,27,1995,6.3,1,20,7,35.0,3.17,1.11,0.05,0.14,19.4,0,0,0,0.9,0.9,0.05,+0.1,+0.1
Boubacar Traoré,MLI,MF,Wolves,Premier League,21,2001,9.1,0,11,1,9.1,1.21,0.11,0.00,0.00,27.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Chaka Traorè,CIV,FW,Milan,Serie A,18,2004,0.2,1,1,1,100.0,4.50,4.50,1.00,1.00,17.3,0,0,0,0.1,0.1,0.08,+0.9,+0.9
Daouda Traoré,FRA,MF,Nice,Ligue 1,17,2006,0.2,0,1,0,0.0,5.63,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,31,1992,25.5,0,18,2,11.1,0.71,0.08,0.00,0.00,24.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Ismaël Traoré,CIV,DF,Metz,Ligue 1,36,1986,24.7,2,10,4,40.0,0.41,0.16,0.20,0.50,11.9,0,0,0,0.8,0.8,0.08,+1.2,+1.2
Omar Traoré,GER,DF,Heidenheim,Bundesliga,25,1998,27.5,0,11,1,9.1,0.40,0.04,0.00,0.00,28.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,33,1990,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mark Travers,IRL,GK,Bournemouth,Premier League,24,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,La Liga,35,1988,15.3,0,18,3,16.7,1.17,0.20,0.00,0.00,19.6,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Mike Trésor,BEL,"FW,MF",Burnley,Premier League,24,1999,4.7,0,5,0,0.0,1.07,0.00,0.00,,19.7,1,0,0,0.5,0.5,0.09,-0.5,-0.5
Manu Trigueros,ESP,MF,Villarreal,La Liga,31,1991,3.4,0,6,3,50.0,1.75,0.87,0.00,0.00,20.5,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36,1987,18.3,0,6,4,66.7,0.33,0.22,0.00,0.00,20.5,0,0,0,0.6,0.5,0.08,-0.6,-0.5
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32,1990,24.8,1,8,2,25.0,0.32,0.08,0.13,0.50,23.8,4,0,0,0.7,0.7,0.08,+0.3,+0.3
Leandro Trossard,BEL,"FW,MF",Arsenal,Premier League,28,1994,18.3,12,60,22,36.7,3.27,1.20,0.20,0.55,16.1,0,0,0,7.9,7.9,0.13,+4.1,+4.1
Adrien Truffert,FRA,DF,Rennes,Ligue 1,21,2001,23.8,1,20,7,35.0,0.84,0.29,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7
Auston Trusty,USA,DF,Sheffield Utd,Premier League,24,1998,28.6,0,8,2,25.0,0.28,0.07,0.00,0.00,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,27,1996,7.5,0,3,0,0.0,0.40,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Viktor Tsyhankov,UKR,"MF,FW",Girona,La Liga,25,1997,22.8,8,44,15,34.1,1.93,0.66,0.18,0.53,17.0,3,0,0,6.2,6.2,0.14,+1.8,+1.8
Stefano Turati,ITA,GK,Frosinone,Serie A,21,2001,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matt Turner,USA,GK,Nott'ham Forest,Premier League,29,1994,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,21,2002,18.7,0,23,10,43.5,1.23,0.53,0.00,0.00,24.6,1,0,0,1.2,1.2,0.05,-1.2,-1.2
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,24,1999,28.9,1,18,7,38.9,0.62,0.24,0.06,0.14,12.7,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Destiny Udogie,ITA,DF,Tottenham,Premier League,20,2002,26.6,2,9,5,55.6,0.34,0.19,0.22,0.40,10.1,0,0,0,2.4,2.4,0.27,-0.4,-0.4
Matthieu Udol,FRA,DF,Metz,Ligue 1,27,1996,30.0,3,19,7,36.8,0.63,0.23,0.16,0.43,12.3,0,0,0,1.4,1.4,0.07,+1.6,+1.6
Manuel Ugarte Ribeiro,URU,MF,Paris S-G,Ligue 1,22,2001,21.5,0,10,1,10.0,0.47,0.05,0.00,0.00,23.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Lesley Ugochukwu,FRA,MF,Chelsea,Premier League,19,2004,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lukas Ullrich,GER,"DF,FW",Gladbach,Bundesliga,19,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34,1988,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samuel Umtiti,FRA,DF,Lille,Ligue 1,29,1993,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Enes Ünal,TUR,"FW,MF",Bournemouth,Premier League,26,1997,3.6,2,23,8,34.8,6.31,2.20,0.09,0.25,12.5,2,0,0,2.9,2.9,0.13,-0.9,-0.9
Enes Ünal,TUR,"FW,MF",Getafe,La Liga,26,1997,1.6,0,1,0,0.0,0.64,0.00,0.00,,18.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Deniz Undav,GER,"FW,MF",Stuttgart,Bundesliga,27,1996,23.2,18,106,51,48.1,4.57,2.20,0.17,0.35,17.4,0,0,1,15.0,14.3,0.13,+3.0,+3.7
Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,24,1998,19.6,1,11,4,36.4,0.56,0.20,0.09,0.25,10.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7
Kacper Urbanski,POL,"MF,FW",Bologna,Serie A,18,2004,10.3,0,17,6,35.3,1.65,0.58,0.00,0.00,17.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Mark Uth,GER,"MF,FW",Köln,Bundesliga,31,1991,4.1,0,12,5,41.7,2.90,1.21,0.00,0.00,14.9,1,0,0,2.0,2.0,0.17,-2.0,-2.0
Myrto Uzuni,ALB,FW,Granada,La Liga,28,1995,27.2,11,58,24,41.4,2.13,0.88,0.12,0.29,17.9,2,4,5,12.9,9.0,0.16,-1.9,-2.0
Josha Vagnoman,GER,DF,Stuttgart,Bundesliga,22,2000,13.1,2,17,6,35.3,1.29,0.46,0.12,0.33,17.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7
Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,28,1994,29.9,1,15,7,46.7,0.50,0.23,0.07,0.14,12.7,0,0,0,1.7,1.7,0.11,-0.7,-0.7
Emanuele Valeri,ITA,DF,Frosinone,Serie A,24,1998,13.1,0,19,3,15.8,1.45,0.23,0.00,0.00,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Martin Valjent,SVK,DF,Mallorca,La Liga,27,1995,26.1,0,9,0,0.0,0.34,0.00,0.00,,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Jesús Vallejo,ESP,DF,Granada,La Liga,26,1997,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Vallés,ESP,GK,Las Palmas,La Liga,26,1997,36.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Valverde,URU,MF,Real Madrid,La Liga,25,1998,32.3,2,56,18,32.1,1.74,0.56,0.04,0.11,23.0,1,0,0,3.5,3.5,0.06,-1.5,-1.5
Kévin Van Den Kerkhof,ALG,"FW,MF",Metz,Ligue 1,27,1996,21.3,1,21,7,33.3,0.99,0.33,0.05,0.14,19.3,0,0,0,1.5,1.5,0.07,-0.5,-0.5
Siebe Van Der Heyden,BEL,DF,Mallorca,La Liga,25,1998,3.2,0,2,0,0.0,0.63,0.00,0.00,,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Virgil van Dijk,NED,DF,Liverpool,Premier League,32,1991,35.3,2,45,14,31.1,1.27,0.40,0.04,0.14,12.6,1,0,0,2.8,2.8,0.06,-0.8,-0.8
Vanderson,BRA,DF,Monaco,Ligue 1,22,2001,18.2,3,30,10,33.3,1.65,0.55,0.10,0.30,21.6,0,0,0,2.1,2.1,0.07,+0.9,+0.9
Raphaël Varane,FRA,DF,Manchester Utd,Premier League,30,1993,15.3,1,8,2,25.0,0.52,0.13,0.13,0.50,9.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3
Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,24,1998,21.8,4,49,17,34.7,2.25,0.78,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,+0.1,+0.1
Johan Vásquez,MEX,DF,Genoa,Serie A,24,1998,31.7,1,34,10,29.4,1.07,0.32,0.03,0.10,13.6,0,0,0,1.9,1.9,0.05,-0.9,-0.9
José Luis García Vayá,ESP,MF,Valencia,La Liga,24,1998,36.7,7,27,5,18.5,0.74,0.14,0.00,0.00,33.8,12,7,8,7.3,1.0,0.04,-0.3,-1.0
Borja Vázquez,ESP,FW,Cádiz,La Liga,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesus Vazquez,ESP,"DF,MF",Valencia,La Liga,20,2003,8.0,1,7,2,28.6,0.88,0.25,0.14,0.50,14.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2
Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,30,1993,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,20.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Lucas Vázquez,ESP,DF,Real Madrid,La Liga,32,1991,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,13.4,0,0,0,1.2,1.1,0.09,+1.8,+1.9
Matías Vecino,URU,MF,Lazio,Serie A,31,1991,12.8,6,33,11,33.3,2.58,0.86,0.18,0.55,15.7,0,0,0,3.7,3.7,0.11,+2.3,+2.3
Gabriel Veiga,ESP,FW,Celta Vigo,La Liga,21,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alejo Véliz,ARG,FW,Tottenham,Premier League,19,2003,0.6,1,2,1,50.0,3.60,1.80,0.50,1.00,8.9,0,0,0,0.2,0.2,0.12,+0.8,+0.8
Alejo Véliz,ARG,FW,Sevilla,La Liga,19,2003,0.4,0,2,2,100.0,5.14,5.14,0.00,0.00,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,27,1995,21.3,2,6,3,50.0,0.28,0.14,0.33,0.67,16.1,0,0,0,1.7,1.7,0.29,+0.3,+0.3
Joël Veltman,NED,DF,Brighton,Premier League,31,1992,17.6,1,5,3,60.0,0.28,0.17,0.20,0.33,14.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6
Micky van de Ven,NED,DF,Tottenham,Premier League,22,2001,26.0,3,8,3,37.5,0.31,0.12,0.38,1.00,16.0,0,0,0,0.6,0.6,0.08,+2.4,+2.4
Lorenzo Venuti,ITA,DF,Lecce,Serie A,28,1995,4.0,0,3,1,33.3,0.74,0.25,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bart Verbruggen,NED,GK,Brighton,Premier League,20,2002,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simone Verdi,ITA,FW,Torino,Serie A,31,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Veretout,FRA,MF,Marseille,Ligue 1,30,1993,24.3,1,36,8,22.2,1.48,0.33,0.03,0.13,22.9,6,0,0,2.9,2.9,0.08,-1.9,-1.9
Arthur Vermeeren,BEL,MF,Atlético Madrid,La Liga,18,2005,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yorbe Vertessen,BEL,"FW,MF",Union Berlin,Bundesliga,22,2001,6.6,3,24,9,37.5,3.64,1.37,0.13,0.33,16.8,0,0,0,2.7,2.7,0.11,+0.3,+0.3
Mikel Vesga,ESP,MF,Athletic Club,La Liga,30,1993,17.0,3,17,5,29.4,1.00,0.29,0.06,0.20,20.7,0,2,2,2.7,1.1,0.07,+0.3,-0.1
Guglielmo Vicario,ITA,GK,Tottenham,Premier League,26,1996,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Vicente,ESP,FW,Alavés,La Liga,24,1999,12.4,2,15,8,53.3,1.21,0.65,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3
Nacho Vidal,ESP,"DF,FW",Osasuna,La Liga,28,1995,1.1,1,3,1,33.3,2.81,0.94,0.33,1.00,12.4,0,0,0,0.3,0.3,0.10,+0.7,+0.7
Nacho Vidal,ESP,DF,Mallorca,La Liga,28,1995,4.6,0,8,3,37.5,1.73,0.65,0.00,0.00,12.3,0,0,0,1.0,1.0,0.13,-1.0,-1.0
Fabio Vieira,POR,"MF,FW",Arsenal,Premier League,23,2000,3.3,1,6,1,16.7,1.82,0.30,0.00,0.00,18.0,0,1,1,1.3,0.5,0.08,-0.3,-0.5
Fran Vieites,ESP,GK,Betis,La Liga,24,1999,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonathan Viera,ESP,"MF,FW",Las Palmas,La Liga,33,1989,6.9,2,12,4,33.3,1.75,0.58,0.00,0.00,24.0,2,2,2,2.3,0.7,0.06,-0.3,-0.7
Jonathan Viera,ESP,MF,Almería,La Liga,33,1989,10.1,0,12,5,41.7,1.18,0.49,0.00,0.00,18.7,1,0,0,1.3,1.3,0.11,-1.3,-1.3
Emanuel Vignato,ITA,"MF,FW",Salernitana,Serie A,22,2000,3.5,0,1,0,0.0,0.29,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Samuele Vignato,ITA,"MF,FW",Monza,Serie A,19,2004,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7
Oscar Vilhelmsson,SWE,"FW,MF",Darmstadt 98,Bundesliga,19,2003,15.3,4,28,10,35.7,1.83,0.66,0.14,0.40,14.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1
Toni Villa,ESP,FW,Girona,La Liga,28,1995,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,18.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Asier Villalibre,ESP,FW,Athletic Club,La Liga,25,1997,5.7,2,12,6,50.0,2.11,1.05,0.17,0.33,11.5,0,0,0,1.7,1.7,0.14,+0.3,+0.3
Gonzalo Villar,ESP,MF,Granada,La Liga,25,1998,20.0,1,22,4,18.2,1.10,0.20,0.05,0.25,22.5,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Iván Villar,ESP,GK,Celta Vigo,La Liga,26,1997,11.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matías Viña,URU,DF,Sassuolo,Serie A,25,1997,11.3,0,8,2,25.0,0.71,0.18,0.00,0.00,22.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rúben Vinagre,POR,"DF,FW",Hellas Verona,Serie A,24,1999,3.1,0,2,0,0.0,0.64,0.00,0.00,,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Carlos Vinícius,BRA,FW,Fulham,Premier League,28,1995,3.5,2,9,5,55.6,2.57,1.43,0.22,0.40,10.9,0,0,0,1.6,1.6,0.18,+0.4,+0.4
Nicolas Viola,ITA,"MF,FW",Cagliari,Serie A,33,1989,13.4,5,37,11,29.7,2.76,0.82,0.14,0.45,22.3,6,0,1,3.4,2.6,0.07,+1.6,+2.4
Alan Virginius,FRA,FW,Lille,Ligue 1,20,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alan Virginius,FRA,FW,Clermont Foot,Ligue 1,20,2003,10.4,0,10,6,60.0,0.96,0.58,0.00,0.00,15.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3
Ricardo Visus,ESP,DF,Betis,La Liga,22,2001,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mattia Viti,ITA,DF,Sassuolo,Serie A,21,2002,10.9,1,4,1,25.0,0.37,0.09,0.25,1.00,6.3,0,0,0,1.0,1.0,0.24,0.0,0.0
Vitinha,POR,"FW,MF",Genoa,Serie A,23,2000,3.2,2,14,5,35.7,4.42,1.58,0.14,0.40,14.4,0,0,0,1.1,1.1,0.08,+0.9,+0.9
Vitinha,POR,FW,Marseille,Ligue 1,23,2000,10.3,3,37,9,24.3,3.61,0.88,0.08,0.33,12.1,0,0,0,5.1,5.1,0.14,-2.1,-2.1
Vitinha,POR,MF,Paris S-G,Ligue 1,23,2000,23.6,7,45,19,42.2,1.90,0.80,0.16,0.37,21.5,1,0,0,3.1,3.1,0.07,+3.9,+3.9
Vitinho,BRA,"DF,MF",Burnley,Premier League,24,1999,25.7,0,25,4,16.0,0.97,0.16,0.00,0.00,18.0,0,0,0,1.6,1.6,0.06,-1.6,-1.6
