Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Hauke Wahl,GER,DF,St. Pauli,30-182,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,22,3,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06,https://fbref.com/fr/joueurs/f3db5b34/Hauke-Wahl
Paul Wanner,GER,MT,Heidenheim,18-296,2005,6,6,437,4.9,2,1,3,1,1,1,1,0,1.3,0.5,0.5,1.0,7,13,14,0.41,0.21,0.62,0.21,0.41,0.26,0.11,0.37,0.10,0.21,https://fbref.com/fr/joueurs/cb64672e/Paul-Wanner
Julian Weigl,GER,MT,Gladbach,29-036,1995,6,6,505,5.6,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,2,24,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,https://fbref.com/fr/joueurs/346d51d9/Julian-Weigl
Timon Weiner,GER,GB,Holstein Kiel,25-270,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1fb2d1b0/Timon-Weiner
Nelson Weiper,GER,"AT,MT",Mainz 05,19-211,2005,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.92,0.00,0.92,https://fbref.com/fr/joueurs/231c67ff/Nelson-Weiper
Mitchell Weiser,GER,"DF,MT",Werder Bremen,30-176,1994,6,6,540,6.0,0,3,3,0,0,0,1,0,1.0,1.0,0.7,1.7,12,18,31,0.00,0.50,0.50,0.00,0.50,0.17,0.11,0.28,0.17,0.28,https://fbref.com/fr/joueurs/30c220c3/Mitchell-Weiser
Noah Weißhaupt,GER,AT,Freiburg,23-024,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/dd676a97/Noah-Weisshaupt
Silvan Widmer,SUI,DF,Mainz 05,31-223,1993,4,1,107,1.2,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,4,8,0.00,0.84,0.84,0.00,0.84,0.00,0.31,0.31,0.00,0.31,https://fbref.com/fr/joueurs/f68b64fc/Silvan-Widmer
Patrick Wimmer,AUT,"AT,MT",Wolfsburg,23-137,2001,5,4,319,3.5,0,1,1,0,0,0,1,0,0.9,0.9,0.6,1.4,3,11,12,0.00,0.28,0.28,0.00,0.28,0.25,0.16,0.41,0.25,0.41,https://fbref.com/fr/joueurs/cb11b429/Patrick-Wimmer
Jonas Wind,DEN,"MT,AT",Wolfsburg,25-250,1999,5,2,223,2.5,3,1,4,3,0,1,1,0,1.9,1.0,1.1,2.0,3,11,8,1.21,0.40,1.61,1.21,1.61,0.77,0.42,1.20,0.39,0.81,https://fbref.com/fr/joueurs/2077ae86/Jonas-Wind
Florian Wirtz,GER,MT,Leverkusen,21-164,2003,6,6,539,6.0,4,1,5,3,1,2,1,0,2.6,0.9,1.5,2.4,38,46,90,0.67,0.17,0.83,0.50,0.67,0.43,0.25,0.68,0.14,0.39,https://fbref.com/fr/joueurs/e7fcf289/Florian-Wirtz
Dani de Wit,NED,MT,Bochum,26-260,1998,5,5,415,4.6,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,2,10,9,0.22,0.00,0.22,0.22,0.22,0.15,0.04,0.19,0.15,0.19,https://fbref.com/fr/joueurs/48a2b92a/Dani-de-Wit
Maximilian Wittek,GER,DF,Bochum,29-054,1995,6,6,540,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.6,1.0,11,27,16,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,https://fbref.com/fr/joueurs/edb2712b/Maximilian-Wittek
Marius Wolf,GER,DF,Augsburg,29-140,1995,6,4,318,3.5,1,0,1,1,0,0,0,0,0.2,0.2,0.7,0.9,7,14,12,0.28,0.00,0.28,0.28,0.28,0.06,0.19,0.25,0.06,0.25,https://fbref.com/fr/joueurs/fa661778/Marius-Wolf
Nick Woltemade,GER,MT,Stuttgart,22-243,2002,3,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,7,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27,https://fbref.com/fr/joueurs/7ca196eb/Nick-Woltemade
Jeong Woo-yeong,KOR,"MT,AT",Union Berlin,25-024,1999,5,3,220,2.4,1,0,1,1,0,0,2,0,1.1,1.1,0.1,1.3,2,14,16,0.41,0.00,0.41,0.41,0.41,0.47,0.05,0.52,0.47,0.52,https://fbref.com/fr/joueurs/6190474d/Jeong-Woo-yeong
Granit Xhaka,SUI,MT,Leverkusen,32-017,1992,6,6,540,6.0,1,3,4,1,0,0,0,0,0.2,0.2,1.2,1.3,5,72,11,0.17,0.50,0.67,0.17,0.67,0.03,0.19,0.22,0.03,0.22,https://fbref.com/fr/joueurs/e61b8aee/Granit-Xhaka
Dan-Axel Zagadou,FRA,"DF,MT",Stuttgart,25-133,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a4effc55/Dan-Axel-Zagadou
Robin Zentner,GER,GB,Mainz 05,29-352,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5c4bf6ba/Robin-Zentner
Cedric Zesiger,SUI,DF,Wolfsburg,26-112,1998,5,5,450,5.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/2bab583c/Cedric-Zesiger
Michael Zetterer,GER,GB,Werder Bremen,29-094,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/9b688ae1/Michael-Zetterer
