Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-132,1998,5.0,3,0,0,9,5,0,1,8,7,0,0,0,24,7,5,58.3
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-220,2005,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-256,1999,7.0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-012,2004,9.4,1,1,0,10,29,3,12,12,10,0,0,0,47,15,12,55.6
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-297,1998,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-297,1998,2.9,0,1,0,1,6,0,4,2,2,0,0,0,19,2,1,66.7
Alberto Dossena,ITA,DF,Como,Serie A,26-025,1998,9.6,0,0,0,10,6,0,1,11,8,0,2,0,34,33,18,64.7
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-311,1993,6.3,0,0,0,12,2,5,6,3,6,0,0,0,38,12,4,75.0
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-304,2000,1.2,0,0,0,2,2,0,0,2,3,0,0,0,5,1,2,33.3
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-157,2005,3.1,0,0,0,7,8,1,13,0,2,0,0,0,14,0,0,
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-021,2002,9.0,3,0,0,13,5,0,10,14,14,0,0,0,58,14,6,70.0
Douglas,BRA,MF,Nantes,Ligue 1,27-299,1997,7.4,3,0,0,12,14,0,5,4,11,0,0,0,27,4,11,26.7
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-106,2003,8.5,3,0,0,4,7,0,0,8,6,0,0,0,27,4,4,50.0
Issa Doumbia,CIV,MF,Venezia,Serie A,21-022,2003,1.6,0,0,0,1,1,0,1,1,1,0,0,0,7,5,5,50.0
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-263,2003,3.4,0,0,0,8,1,0,7,6,7,0,0,0,22,3,6,33.3
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-097,1999,5.1,2,0,0,8,21,6,1,3,1,0,0,0,11,12,14,46.2
Artem Dovbyk,UKR,FW,Roma,Serie A,27-139,1997,9.6,0,0,0,8,6,9,0,1,1,0,0,0,12,15,19,44.1
Flynn Downes,ENG,MF,Southampton,Premier League,25-292,1999,10.0,4,0,0,18,17,0,1,15,12,0,0,0,32,8,5,61.5
Tommy Doyle,ENG,MF,Wolves,Premier League,23-021,2001,3.0,0,0,0,2,2,0,4,2,1,0,0,0,20,1,1,50.0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-278,2002,2.1,0,0,0,1,3,0,0,2,0,0,0,0,5,6,4,60.0
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-277,1993,9.0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,0,100.0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-246,2005,3.8,2,0,0,7,2,0,1,1,7,0,0,0,10,2,10,16.7
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-245,1994,8.1,0,0,0,1,4,4,53,2,3,0,0,0,15,7,9,43.8
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-338,1994,6.9,5,0,0,8,17,0,22,7,5,0,0,0,59,5,5,50.0
Denzel Dumfries,NED,DF,Inter,Serie A,28-203,1996,4.3,2,0,0,13,5,0,12,2,4,1,0,0,14,12,5,70.6
Alfred Duncan,GHA,MF,Venezia,Serie A,31-242,1993,6.6,1,0,0,13,9,0,11,7,5,0,0,0,32,5,6,45.5
Lewis Dunk,ENG,DF,Brighton,Premier League,32-352,1991,7.8,2,0,0,1,4,1,2,7,1,0,0,0,41,16,12,57.1
Jhon Durán,COL,FW,Aston Villa,Premier League,20-330,2003,2.9,1,0,0,4,8,1,2,0,4,0,0,0,5,13,12,52.0
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-166,2001,2.1,0,0,0,3,4,1,3,2,2,0,0,0,8,1,4,20.0
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-186,2006,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Hugo Duro,ESP,FW,Valencia,La Liga,24-363,1999,7.8,2,0,0,18,17,3,2,6,5,0,1,0,20,17,34,33.3
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-118,1997,3.6,1,0,0,6,3,0,6,4,9,0,0,0,10,4,2,66.7
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-358,1993,5.9,0,0,0,2,18,1,28,1,4,1,0,0,20,1,5,16.7
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-237,2005,1.9,2,1,0,3,2,0,0,4,2,0,0,0,8,0,4,0.0
Adam Dźwigała,POL,"MF,DF",St. Pauli,Bundesliga,29-043,1995,1.1,0,0,0,1,1,0,2,0,3,0,0,0,2,3,1,75.0
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26-201,1998,7.1,3,0,0,14,13,0,25,4,4,0,0,0,39,4,7,36.4
Enzo Ebosse,CMR,DF,Udinese,Serie A,25-241,1999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Ederson,BRA,GK,Manchester City,Premier League,31-082,1993,10.0,3,0,0,1,0,0,0,1,0,0,1,0,19,0,1,0.0
Éderson,BRA,MF,Atalanta,Serie A,25-123,1999,10.0,3,0,0,14,19,0,6,11,8,0,0,0,62,14,9,60.9
George Edmundson,ENG,DF,Ipswich Town,Premier League,27-068,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26-296,1998,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26-296,1998,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21-284,2003,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26-183,1998,8.2,1,0,0,7,8,5,15,0,0,0,0,0,24,7,47,13.0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-335,1996,7.4,1,0,0,3,5,1,4,13,6,0,0,0,40,12,10,54.5
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29-166,1995,10.2,3,0,0,17,16,3,29,9,11,0,0,0,41,9,9,50.0
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,26-310,1998,6.0,0,0,0,2,7,2,14,1,3,0,0,0,33,3,3,50.0
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17-362,2006,3.2,1,0,0,4,5,2,3,0,0,0,0,0,10,5,12,29.4
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22-140,2002,6.7,0,0,0,4,4,5,5,4,1,0,0,0,23,14,16,46.7
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24-216,2000,3.5,0,0,0,3,3,1,3,3,4,0,0,0,18,1,3,25.0
Jacques Ekomie,GAB,DF,Angers,Ligue 1,21-080,2003,2.5,0,0,0,3,5,0,11,2,5,0,0,0,6,3,3,50.0
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22-135,2002,1.1,0,0,0,0,3,0,0,1,2,0,0,0,5,2,2,50.0
Caleb Ekuban,GHA,FW,Genoa,Serie A,30-229,1994,2.3,0,0,0,3,5,3,1,0,1,0,0,0,9,4,6,40.0
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22-297,2002,7.0,2,0,0,6,5,0,1,10,8,0,0,0,36,4,3,57.1
Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22-194,2002,6.2,1,0,0,2,9,2,49,3,2,0,0,0,22,5,10,33.3
Mikael Ellertsson,ISL,"MF,DF",Venezia,Serie A,22-241,2002,7.4,0,0,0,5,12,1,4,2,5,0,0,0,14,3,5,37.5
Harvey Elliott,ENG,FW,Liverpool,Premier League,21-217,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,25-044,1999,0.5,1,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30-224,1994,2.7,0,0,0,2,5,0,1,1,2,0,0,0,14,3,3,50.0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28-038,1996,5.5,0,0,0,3,3,0,1,8,5,0,0,0,22,10,11,47.6
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32-184,1992,6.4,2,0,0,11,8,6,58,4,5,0,0,0,21,5,10,33.3
Breel Embolo,SUI,FW,Monaco,Ligue 1,27-267,1997,6.0,1,0,0,8,14,3,2,1,2,0,0,0,13,10,11,47.6
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21-278,2003,7.1,1,0,0,15,14,6,0,0,4,0,0,0,14,10,9,52.6
Emerson,BRA,DF,Milan,Serie A,25-298,1999,6.7,2,0,0,11,14,0,19,5,10,0,0,0,20,11,5,68.8
Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,18-302,2006,0.2,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,50.0
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20-289,2004,1.0,0,0,0,1,3,0,13,0,0,0,0,0,6,2,1,66.7
Wataru Endo,JPN,MF,Liverpool,Premier League,31-272,1993,0.2,0,0,0,1,1,0,0,0,2,0,0,0,3,0,1,0.0
Endrick,BRA,FW,Real Madrid,La Liga,18-109,2006,0.5,1,0,0,2,3,0,0,1,0,1,0,0,2,1,2,33.3
Yannik Engelhardt,GER,MF,Como,Serie A,23-274,2001,2.1,1,0,0,2,5,0,1,2,2,0,0,0,16,2,0,100.0
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21-060,2003,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100.0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32-267,1992,4.8,2,0,0,3,2,0,37,2,2,0,0,0,21,1,4,20.0
Martin Erlic,CRO,DF,Bologna,Serie A,26-288,1998,2.5,0,0,0,3,6,0,0,1,0,1,0,0,7,7,5,58.3
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29-291,1995,6.2,0,0,0,6,0,0,0,5,4,0,0,0,13,17,12,58.6
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32-307,1992,3.4,1,0,0,9,8,0,10,7,9,0,0,0,15,6,3,66.7
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22-128,2002,6.0,0,0,0,8,16,5,7,5,9,1,0,0,28,6,12,33.3
Samuel Essende,COD,FW,Augsburg,Bundesliga,26-289,1998,4.7,3,1,0,16,7,3,1,0,0,0,0,0,14,14,20,41.2
Dario Essugo,POR,MF,Las Palmas,La Liga,19-238,2005,6.6,2,0,0,6,8,0,0,16,13,0,0,0,34,10,3,76.9
Nahuel Estévez,ARG,MF,Parma,Serie A,28-359,1995,2.3,1,0,0,2,0,0,6,2,1,0,0,0,9,4,1,80.0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26-291,1998,4.8,2,0,0,10,2,0,34,9,9,0,0,0,33,8,3,72.7
Evanilson,BRA,FW,Bournemouth,Premier League,25-032,1999,6.9,0,0,0,10,12,7,0,0,2,2,0,0,15,9,16,36.0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36-309,1988,2.2,1,0,0,2,2,0,0,1,5,0,0,0,10,8,3,72.7
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26-131,1998,9.0,0,0,0,4,17,1,30,3,8,0,0,0,46,1,20,4.8
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22-326,2001,9.4,1,0,0,11,20,2,19,4,11,1,0,0,42,12,15,44.4
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21-298,2003,3.9,2,0,0,6,5,0,2,1,5,0,0,0,13,4,8,33.3
Łukasz Fabiański,POL,GK,West Ham,Premier League,39-203,1985,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Alieu Fadera,GAM,FW,Como,Serie A,23-004,2001,6.6,0,0,0,9,15,5,9,2,21,0,0,0,31,3,3,50.0
Wout Faes,BEL,DF,Leicester City,Premier League,26-218,1998,10.0,1,0,0,6,2,0,2,5,10,0,0,0,26,20,15,57.1
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23-269,2001,4.9,3,0,0,8,3,0,11,2,7,0,0,0,23,1,0,100.0
Romain Faivre,FRA,"FW,MF",Brest,Ligue 1,26-116,1998,3.8,1,0,0,2,11,0,8,3,6,0,0,0,14,3,6,33.3
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29-209,1995,11.0,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0,
Davide Faraoni,ITA,"DF,MF",Hellas Verona,Serie A,33-013,1991,0.5,0,0,0,1,0,0,4,0,1,0,0,0,2,0,4,0.0
Abdul Fatawu Issahaku,GHA,"FW,DF",Leicester City,Premier League,20-244,2004,5.4,0,0,0,9,15,1,27,4,15,0,0,0,31,12,13,48.0
Ansu Fati,ESP,FW,Barcelona,La Liga,22-007,2002,1.2,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1,50.0
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20-151,2004,2.8,0,0,0,8,12,0,2,1,7,0,0,0,16,1,1,50.0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21-236,2003,6.1,1,0,0,11,15,2,11,2,9,0,0,0,29,6,6,50.0
Peter Federico,DOM,"MF,FW",Getafe,La Liga,22-105,2002,2.6,0,0,0,5,5,1,4,0,2,0,0,0,9,6,5,54.5
Nabil Fekir,FRA,MF,Betis,La Liga,31-112,1993,2.0,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0
Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,23-204,2001,0.8,0,0,0,4,4,0,2,4,0,0,0,0,6,3,2,60.0
João Félix,POR,"MF,FW",Chelsea,Premier League,24-363,1999,1.4,1,0,0,1,7,0,0,1,0,0,0,0,8,1,1,50.0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33-279,1991,11.0,4,0,0,7,5,0,19,17,13,0,0,0,47,1,6,14.3
Evan Ferguson,IRL,FW,Brighton,Premier League,20-019,2004,1.2,0,0,0,2,1,0,0,0,1,0,0,0,4,3,5,37.5
Lewis Ferguson,SCO,MF,Bologna,Serie A,25-075,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31-251,1993,2.3,0,0,0,3,7,0,19,2,0,0,0,0,14,4,3,57.1
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,30-060,1994,9.3,1,1,0,6,13,1,43,7,15,0,0,0,44,5,7,41.7
Edimilson Fernandes,SUI,MF,Brest,Ligue 1,28-206,1996,2.2,0,0,0,3,2,0,1,5,2,0,1,0,9,2,3,40.0
Mateus Fernandes,POR,MF,Southampton,Premier League,20-120,2004,6.9,3,0,0,10,12,0,11,5,13,0,0,0,29,3,4,42.9
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26-208,1998,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Enzo Fernández,ARG,MF,Chelsea,Premier League,23-295,2001,6.5,1,0,0,6,11,0,15,2,7,0,0,0,34,3,9,25.0
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24-350,1999,1.4,1,0,0,2,0,0,2,0,3,0,0,0,7,0,2,0.0
Matias Fernandez-Pardo,BEL,FW,Lille,Ligue 1,19-278,2005,1.2,0,0,0,2,2,0,1,1,3,0,0,0,6,0,3,0.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32-240,1992,5.5,3,0,0,8,10,0,7,2,7,0,0,0,45,4,3,57.1
Karol Fila,POL,MF,Strasbourg,Ligue 1,26-147,1998,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,24-026,2000,6.8,1,0,0,7,0,0,8,7,13,0,0,0,21,6,2,75.0
Mark Flekken,NED,GK,Brentford,Premier League,31-147,1993,10.0,0,0,0,0,1,0,0,0,1,0,0,0,19,3,0,100.0
Mateo Flores,ESP,MF,Betis,La Liga,20-214,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24-163,2000,4.1,0,0,0,1,10,1,29,3,0,0,0,0,10,1,2,33.3
Malick Fofana,BEL,FW,Lyon,Ligue 1,19-221,2005,5.7,0,0,0,2,11,2,23,2,4,1,0,0,23,1,5,16.7
Wesley Fofana,FRA,DF,Chelsea,Premier League,23-326,2000,8.6,6,0,0,17,11,0,1,12,9,0,0,0,34,20,8,71.4
Yahia Fofana,CIV,GK,Angers,Ligue 1,24-078,2000,10.0,2,0,0,0,4,0,0,0,0,0,0,0,12,3,0,100.0
Youssouf Fofana,FRA,MF,Milan,Serie A,25-302,1999,7.8,2,0,0,6,6,0,1,8,7,0,0,0,32,1,8,11.1
Jonas Föhrenbach,GER,"DF,FW",Heidenheim,Bundesliga,28-286,1996,9.0,1,0,0,6,3,0,25,8,10,0,0,0,22,11,9,55.0
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26-274,1998,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,1,1,50.0
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26-286,1998,0.8,1,0,0,6,0,0,0,2,1,0,1,0,4,2,4,33.3
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20-233,2004,2.0,2,0,0,2,1,0,7,0,5,0,0,0,9,1,2,33.3
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28-259,1996,9.8,2,0,0,7,5,1,43,12,7,0,0,0,44,13,8,61.9
Omari Forson,ENG,"MF,DF",Monza,Serie A,20-110,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Héctor Fort,ESP,DF,Barcelona,La Liga,18-097,2006,2.1,0,0,0,3,0,0,4,1,2,0,0,0,5,2,3,40.0
Dimitri Foulquier,FRA,DF,Valencia,La Liga,31-229,1993,5.4,2,0,0,6,9,0,20,1,12,0,0,0,22,3,1,75.0
Alejandro Francés,ESP,DF,Girona,La Liga,22-098,2002,6.2,1,0,0,12,8,1,11,9,13,0,0,0,18,1,4,20.0
Przemysław Frankowski,POL,DF,Lens,Ligue 1,29-209,1995,5.5,1,0,0,6,4,1,24,0,7,0,0,0,20,5,2,71.4
Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27-255,1997,6.1,1,0,0,7,6,0,14,4,9,0,0,0,28,5,3,62.5
Ryan Fraser,SCO,FW,Southampton,Premier League,30-257,1994,1.6,0,1,0,1,3,1,6,0,2,0,1,0,5,2,2,50.0
Davide Frattesi,ITA,MF,Inter,Serie A,25-016,1999,6.1,1,0,0,5,9,1,2,2,3,0,0,0,20,6,7,46.2
Morten Frendrup,DEN,MF,Genoa,Serie A,23-214,2001,9.7,2,0,0,12,7,0,0,12,20,0,0,0,44,10,12,45.5
Martin Frese,DEN,DF,Hellas Verona,Serie A,26-308,1998,3.7,0,0,0,7,7,0,7,6,7,0,0,0,7,7,7,50.0
Remo Freuler,SUI,MF,Bologna,Serie A,32-206,1992,9.9,1,0,0,9,6,1,4,6,15,0,0,0,37,8,10,44.4
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26-236,1998,6.7,1,1,0,4,5,1,1,12,11,0,0,1,34,12,8,60.0
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,28-330,1995,3.5,0,0,0,2,1,0,0,2,0,0,0,0,12,13,6,68.4
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,23-333,2000,7.4,3,0,0,5,6,2,22,5,8,0,1,0,28,3,5,37.5
Jorge de Frutos,ESP,"MF,FW",Rayo Vallecano,La Liga,27-261,1997,8.7,0,0,0,15,11,1,14,5,10,0,0,0,45,2,3,40.0
Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,26-303,1998,3.1,0,0,0,0,0,1,10,0,2,0,0,0,9,0,2,0.0
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,28-079,1996,3.7,0,0,0,4,11,1,14,0,3,0,0,0,18,1,6,14.3
Niclas Füllkrug,GER,FW,West Ham,Premier League,31-272,1993,0.7,0,0,0,3,0,1,0,0,0,0,0,0,2,8,3,72.7
Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,27-016,1997,2.3,0,0,0,5,8,0,18,1,0,0,0,0,9,1,1,50.0
Matteo Gabbia,ITA,DF,Milan,Serie A,25-017,1999,4.0,1,0,0,2,1,0,1,2,0,1,0,0,9,13,6,68.4
Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30-120,1994,0.9,0,0,0,3,3,0,1,0,0,0,0,0,5,1,7,12.5
Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24-186,2000,3.8,0,0,0,7,5,1,5,2,3,0,0,0,11,2,5,28.6
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30-214,1994,1.1,1,0,0,4,4,0,1,1,0,0,0,0,2,4,4,50.0
Cody Gakpo,NED,FW,Liverpool,Premier League,25-184,1999,4.4,2,0,0,5,6,3,17,4,5,0,0,0,18,4,4,50.0
Javi Galán,ESP,DF,Atlético Madrid,La Liga,29-354,1994,3.5,2,0,0,9,4,0,8,3,5,0,0,0,14,5,4,55.6
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,31-093,1993,4.8,1,0,0,7,6,0,9,3,7,0,0,0,29,1,1,50.0
Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24-275,2000,6.6,1,0,0,10,15,0,5,7,13,0,0,0,29,5,11,31.3
Antonino Gallo,ITA,DF,Lecce,Serie A,24-307,2000,9.4,1,1,0,5,9,2,42,8,14,0,0,0,42,4,5,44.4
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,35-014,1989,1.0,0,0,0,0,2,0,7,0,1,0,0,0,4,0,0,
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,35-042,1989,7.2,0,0,0,15,8,0,1,11,16,0,0,0,41,7,1,87.5
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25-265,1999,1.1,1,0,0,1,2,2,2,2,1,0,0,0,3,4,2,66.7
Aleix García,ESP,MF,Leverkusen,Bundesliga,27-132,1997,2.7,0,0,0,1,1,1,27,2,0,0,0,0,10,0,2,0.0
Álvaro García,ESP,"MF,FW",Rayo Vallecano,La Liga,32-011,1992,6.0,1,0,0,4,4,3,27,10,9,0,0,0,27,2,4,33.3
Eric García,ESP,MF,Barcelona,La Liga,23-303,2001,4.9,0,0,0,6,3,0,1,4,4,0,0,0,11,11,11,50.0
Fran Garcia,ESP,DF,Real Madrid,La Liga,25-085,1999,3.6,0,0,0,1,5,1,12,3,5,0,0,0,22,1,2,33.3
Joan García,ESP,GK,Espanyol,La Liga,23-187,2001,12.0,1,0,0,0,1,0,0,0,0,0,0,0,15,7,1,87.5
Rubén García,ESP,"FW,MF",Osasuna,La Liga,31-116,1993,6.8,1,0,0,10,8,4,35,7,10,0,0,0,34,6,10,37.5
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,28-301,1996,2.2,0,0,0,2,2,0,11,0,4,0,0,0,10,6,2,75.0
Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,20-129,2004,7.6,1,0,0,4,9,3,18,5,9,0,0,0,40,1,9,10.0
James Garner,ENG,"DF,MF",Everton,Premier League,23-239,2001,2.8,1,0,0,4,0,0,6,4,8,0,0,0,14,1,2,33.3
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,19-300,2005,3.2,0,0,0,0,1,0,1,3,5,0,0,0,13,7,4,63.6
Federico Gatti,ITA,DF,Juventus,Serie A,26-136,1998,7.9,1,0,0,6,9,0,0,8,6,0,0,0,40,17,10,63.0
Gavi,ESP,MF,Barcelona,La Liga,20-094,2004,0.2,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,
Paulo Gazzaniga,ARG,GK,Girona,La Liga,32-310,1992,12.0,3,0,0,1,0,0,0,0,1,0,0,0,14,0,0,
Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,29-043,1995,2.0,1,0,0,1,5,0,0,3,1,0,0,0,10,6,1,85.7
Yann Gboho,FRA,"FW,MF",Toulouse,Ligue 1,23-298,2001,9.5,0,0,0,7,23,0,17,1,4,1,0,0,35,2,14,12.5
David de Gea,ESP,GK,Fiorentina,Serie A,34-000,1990,8.0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,100.0
Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24-112,2000,6.1,1,0,0,9,4,0,5,5,8,0,1,0,29,7,2,77.8
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,26-150,1998,1.9,0,0,0,5,3,0,1,1,5,0,1,0,6,0,2,0.0
Valentin Gendrey,FRA,DF,Lecce,Serie A,24-139,2000,2.0,0,0,0,1,2,0,3,2,2,0,0,0,3,1,3,25.0
Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24-139,2000,4.9,0,0,0,2,9,2,19,5,5,0,0,0,22,9,10,47.4
Denis Genreau,AUS,"MF,FW",Toulouse,Ligue 1,25-170,1999,0.4,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,30-239,1994,2.4,0,1,0,2,2,0,4,4,4,0,0,0,9,10,6,62.5
Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23-123,2001,5.7,2,0,0,5,3,0,3,10,8,0,0,0,20,7,10,41.2
Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,21-306,2003,4.0,1,0,0,8,7,0,0,4,3,0,0,0,7,9,13,40.9
Lautaro Gianetti,ARG,DF,Udinese,Serie A,30-360,1993,5.1,4,0,0,4,0,0,0,10,5,0,1,0,16,10,4,71.4
Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,29-021,1995,8.8,2,0,0,3,7,0,31,14,11,1,0,0,37,4,8,33.3
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,24-285,2000,6.3,3,1,1,14,10,2,3,4,3,0,0,0,27,9,8,52.9
Samuel Gigot,FRA,DF,Lazio,Serie A,31-026,1993,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
Armin Gigovic,BIH,MF,Holstein Kiel,Bundesliga,22-215,2002,5.2,2,0,0,4,8,0,5,6,5,1,0,0,28,4,2,66.7
Bryan Gil,ESP,"FW,MF",Girona,La Liga,23-270,2001,6.8,1,0,0,9,12,2,24,3,10,0,0,0,24,0,2,0.0
Mario Gila,ESP,DF,Lazio,Serie A,24-070,2000,7.9,3,0,0,10,9,0,0,6,11,0,0,1,25,17,23,42.5
Billy Gilmour,SCO,MF,Brighton,Premier League,23-149,2001,1.1,0,0,0,2,3,0,1,0,3,0,0,0,5,0,0,
