Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Diego Demme,GER,MF,Napoli,Serie A,31,1991,0.8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,31.5,38,23,20,15,3,15,26,57.7,11,66,36,30,43,81,159,2
Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,1.3,6,4,3,2,1,4,5,80.0,1,5,2,3,2,8,3,1
Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,17.2,18,12,8,7,3,9,17,52.9,8,32,13,19,19,37,38,0
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,1
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,4.1,2,1,0,2,0,1,1,100.0,0,4,0,4,2,4,3,0
Samuele Di Benedetto,GER,MF,Stuttgart,Bundesliga,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29,1994,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,10,2
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,35.9,58,36,26,26,6,32,68,47.1,36,43,16,27,24,82,45,0
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,24,1999,4.0,4,1,3,0,1,0,3,0.0,3,9,2,7,5,9,7,0
Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,12.7,4,2,2,2,0,1,3,33.3,2,5,0,5,3,7,7,0
Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24,1999,24.2,12,5,5,4,3,4,22,18.2,18,8,1,7,9,21,6,0
Lamine Diack,SEN,MF,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26,1996,11.9,18,11,9,9,0,11,13,84.6,2,17,7,10,11,29,62,0
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,2.3,5,3,2,1,2,3,9,33.3,6,1,0,1,1,6,1,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,18.8,29,20,12,15,2,24,32,75.0,8,16,8,8,21,50,49,1
Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,1.2,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,5,0
Moussa Diakité,MLI,MF,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,17.6,25,12,10,9,6,7,21,33.3,14,13,0,13,7,32,7,0
Amad Diallo,CIV,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0
Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Assane Diao,ESP,FW,Betis,La Liga,17,2005,11.6,20,12,5,9,6,6,17,35.3,11,22,4,18,7,27,7,0
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,30,23,8,20,2,9,33,27.3,24,23,4,19,17,47,15,0
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,15.5,32,12,16,15,1,13,27,48.1,14,30,14,16,20,52,43,0
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,28.4,39,20,14,21,4,19,26,73.1,7,32,17,15,30,69,77,0
Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,24,1999,13.4,37,20,17,16,4,27,49,55.1,22,17,2,15,16,53,22,0
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,13,5
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18,2005,4.0,9,6,4,5,0,3,11,27.3,8,4,1,3,4,13,4,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,17.2,29,19,4,16,9,6,13,46.2,7,16,1,15,5,34,2,0
Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,29.2,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8,0
Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8,0
Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,30,1992,1.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
Justin Diehl,GER,"FW,MF",Köln,Bundesliga,18,2004,1.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1
Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0
Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,2.2,2,1,2,0,0,2,2,100.0,0,3,3,0,2,4,12,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,13.0,11,8,5,5,1,5,6,83.3,1,20,12,8,10,21,48,1
Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,26.8,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0
Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,23.1,42,25,19,14,9,17,35,48.6,18,18,3,15,9,51,34,1
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,17,3
Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,44,29,15,17,12,18,41,43.9,23,28,7,21,9,53,39,1
Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,32,18,16,13,3,19,48,39.6,29,40,4,36,12,44,21,0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1
Edan Diop,FRA,"MF,DF",Monaco,Ligue 1,18,2004,1.8,10,8,6,3,1,7,9,77.8,2,3,0,3,1,11,5,0
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15.8,30,16,23,5,2,15,20,75.0,5,28,19,9,17,47,80,1
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0
Andy Diouf,FRA,MF,Lens,Ligue 1,20,2003,14.6,28,19,12,11,5,14,22,63.6,8,13,3,10,3,31,5,1
Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,3
Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,28.7,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102,2
Tiago Djaló,POR,DF,Juventus,Serie A,23,2000,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Chaim El Djebali,TUN,MF,Lyon,Ligue 1,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Djené,TOG,"DF,MF",Getafe,La Liga,31,1991,27.6,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70,0
Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,8.4,14,9,9,5,0,3,4,75.0,1,10,5,5,10,24,20,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,31.5,42,24,29,12,1,19,31,61.3,12,53,33,20,57,99,100,0
Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,5,0
Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ritsu Doan,JPN,"DF,MF",Freiburg,Bundesliga,25,1998,25.0,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29,0
Lewis Dobbin,ENG,MF,Everton,Premier League,20,2003,2.6,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0,0
Dodô,BRA,DF,Fiorentina,Serie A,24,1998,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,10,11,0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,1998,24.0,34,23,18,16,0,15,21,71.4,6,46,25,21,38,72,111,1
Matt Doherty,IRL,"DF,MF",Wolves,Premier League,31,1992,12.8,31,18,17,10,4,12,23,52.2,11,15,5,10,7,38,47,0
Josh Doig,SCO,DF,Hellas Verona,Serie A,21,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17,1
Josh Doig,SCO,DF,Sassuolo,Serie A,21,2002,14.9,25,17,16,9,0,15,27,55.6,12,31,10,21,16,41,38,0
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,21,2002,17.7,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5,0
Jeremy Doku,BEL,FW,Rennes,Ligue 1,21,2002,1.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,2001,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0
Mario Dominguez,ESP,FW,Valencia,La Liga,19,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,25,1998,16.6,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,25,1998,1.1,1,0,1,0,0,0,2,0.0,2,3,0,3,0,1,2,0
Giulio Donati,ITA,DF,Monza,Serie A,33,1990,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Jamie Donley,ENG,FW,Tottenham,Premier League,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,24.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,4
Patrick Dorgu,DEN,"DF,MF",Lecce,Serie A,18,2004,17.4,43,22,22,17,4,22,34,64.7,12,16,5,11,9,52,45,2
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,15.4,35,24,13,21,1,13,33,39.4,20,15,9,6,16,51,27,0
Alberto Dossena,ITA,DF,Cagliari,Serie A,24,1998,33.1,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172,2
Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,2001,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0
Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30,1993,29.2,43,27,20,14,9,18,46,39.1,28,23,3,20,15,58,19,0
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,10.2,34,17,15,13,6,18,30,60.0,12,13,2,11,20,54,12,0
Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0
Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18,2005,18.1,32,18,11,14,7,10,33,30.3,23,30,1,29,14,46,8,0
Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,13.7,28,21,14,12,2,22,32,68.8,10,12,1,11,15,43,65,1
Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,32.5,63,40,29,18,16,37,82,45.1,45,51,9,42,31,94,43,4
Douglas,BRA,MF,Nantes,Ligue 1,26,1997,19.7,70,42,34,30,6,30,59,50.8,29,22,8,14,26,96,30,0
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20,2003,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29,2
Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,2003,9.8,28,18,8,10,10,10,29,34.5,19,14,0,14,9,37,6,0
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,1999,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0
Artem Dovbyk,UKR,FW,Girona,La Liga,26,1997,28.7,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17,0
Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29,1994,7.3,14,9,2,10,2,5,25,20.0,20,9,0,9,1,15,3,0
Damion Downs,USA,"FW,MF",Köln,Bundesliga,19,2004,2.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,1,0
Tommy Doyle,ENG,MF,Wolves,Premier League,21,2001,13.6,26,13,11,10,5,14,23,60.9,9,22,9,13,12,38,18,0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,21,2002,4.8,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0
Radu Drăgușin,ROU,DF,Genoa,Serie A,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3
Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21,2002,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4,0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,6.4,16,9,12,4,0,8,17,47.1,9,12,8,4,8,24,14,0
Domingos Duarte,POR,DF,Getafe,La Liga,28,1995,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0
Rubén Duarte,ESP,DF,Alavés,La Liga,27,1995,20.9,39,20,21,16,2,21,31,67.7,10,21,6,15,23,62,69,0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,22.1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,1
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,1994,30.0,8,3,4,3,1,6,14,42.9,8,2,0,2,4,12,25,0
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,1994,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21,0
Denzel Dumfries,NED,DF,Inter,Serie A,27,1996,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33,1
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,31,1991,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0
Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,31.9,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1
Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,19,2003,5.3,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0
Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,17,2006,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Hugo Duro,ESP,FW,Valencia,La Liga,23,1999,33.1,16,8,5,8,3,9,29,31.0,20,24,5,19,5,21,27,0
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26,1997,15.0,37,19,16,17,4,18,44,40.9,26,17,5,12,18,55,34,0
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,29,1993,21.8,22,13,3,10,9,2,18,11.1,16,12,0,12,3,25,6,1
Aron Dønnum,NOR,"FW,MF",Toulouse,Ligue 1,25,1998,17.7,16,10,3,8,5,7,22,31.8,15,13,0,13,8,24,16,1
George Earthy,ENG,FW,West Ham,Premier League,18,2004,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Simon Ebonog,CMR,MF,Le Havre,Ligue 1,18,2004,0.2,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0
Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,18.9,33,20,23,9,1,21,35,60.0,14,33,2,31,10,43,27,0
Enzo Ebosse,CMR,DF,Udinese,Serie A,24,1999,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,12.2,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,1
Ederson,BRA,GK,Manchester City,Premier League,29,1993,30.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1
Éderson,BRA,MF,Atalanta,Serie A,24,1999,31.9,83,49,38,38,7,44,63,69.8,19,48,8,40,41,124,33,1
Odsonne Édouard,FRA,"FW,MF",Crystal Palace,Premier League,25,1998,17.3,24,12,8,8,8,4,19,21.1,15,17,1,16,6,30,19,0
John Egan,IRL,DF,Sheffield Utd,Premier League,30,1992,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,32.4,49,24,25,19,5,15,36,41.7,21,53,19,34,28,77,40,1
Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,20,2002,1.2,4,1,3,1,0,2,4,50.0,2,3,1,2,1,5,0,0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,28,1995,10.6,22,14,16,4,2,11,18,61.1,7,21,3,18,8,30,36,0
Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,1998,4.9,4,2,2,2,0,2,4,50.0,2,10,5,5,6,10,21,0
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,2002,8.0,11,7,3,6,2,4,6,66.7,2,10,0,10,2,13,4,0
Emmanuel Ekong,SWE,FW,Empoli,Serie A,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Caleb Ekuban,GHA,FW,Genoa,Serie A,29,1994,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,9,7,0
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21,2002,27.0,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1
Simon Elisor,FRA,FW,Metz,Ligue 1,24,1999,8.5,9,2,3,2,4,2,6,33.3,4,6,1,5,0,9,9,0
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,20,2003,15.0,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23,1999,3.8,4,3,1,3,0,2,2,100.0,0,2,0,2,2,6,8,0
Elif Elmas,MKD,"MF,FW",RB Leipzig,Bundesliga,23,1999,3.0,8,6,1,6,1,6,8,75.0,2,5,0,5,1,9,2,0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,31,1992,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,1994,9.0,11,7,5,4,2,6,14,42.9,8,12,10,2,7,18,26,0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,26,1996,27.6,33,18,22,10,1,18,24,75.0,6,40,25,15,43,76,150,2
Adri Embarba,ESP,"FW,MF",Almería,La Liga,31,1992,27.5,55,37,29,15,11,26,53,49.1,27,37,1,36,15,70,12,0
Breel Embolo,SUI,FW,Monaco,Ligue 1,26,1997,2.0,3,3,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,20,2003,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0
Emerson,BRA,DF,Tottenham,Premier League,24,1999,12.9,36,24,23,10,3,21,43,48.8,22,23,10,13,20,56,50,1
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,1997,28.6,10,7,3,4,3,0,10,0.0,10,9,1,8,7,17,29,1
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,19,2004,5.3,6,2,3,2,1,2,7,28.6,5,11,0,11,0,6,3,0
Wataru Endo,JPN,MF,Liverpool,Premier League,30,1993,19.1,48,28,11,31,6,20,61,32.8,41,24,2,22,20,68,31,3
Arne Engels,BEL,"MF,DF",Augsburg,Bundesliga,19,2003,15.6,33,18,15,14,4,12,29,41.4,17,23,1,22,15,48,21,0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,1992,12.7,18,13,5,10,3,12,33,36.4,21,17,6,11,4,22,13,0
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,29.1,37,22,26,8,3,20,30,66.7,10,31,16,15,28,65,128,1
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30,1993,18.9,39,24,16,14,9,20,55,36.4,35,23,5,18,26,65,33,2
Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,1992,27.9,67,45,43,22,2,30,82,36.6,52,26,4,22,40,107,63,0
Bernardo Espinosa,COL,DF,Girona,La Liga,34,1989,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Maxime Estève,FRA,DF,Burnley,Premier League,21,2002,14.5,27,10,15,12,0,18,32,56.3,14,21,10,11,27,54,56,0
Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,2002,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0
Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,1996,2.9,5,4,0,3,2,1,2,50.0,1,2,0,2,0,5,0,0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,1998,13.8,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0
Karl Etta,CMR,FW,Cádiz,La Liga,19,2003,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,1988,15.5,22,14,20,2,0,12,21,57.1,9,25,18,7,23,45,76,0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,25,1998,22.8,35,17,4,18,13,15,31,48.4,16,27,2,25,11,46,6,0
Abde Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,2001,0.8,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Abde Ezzalzouli,MAR,FW,Betis,La Liga,21,2001,9.6,17,14,7,5,5,4,14,28.6,10,10,0,10,5,22,5,0
Giovanni Fabbian,ITA,"MF,FW",Bologna,Serie A,20,2003,11.7,17,10,9,7,1,7,12,58.3,5,5,2,3,7,24,11,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,38,1985,8.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,4,0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,22,2001,4.9,5,3,1,3,1,3,7,42.9,4,3,0,3,4,9,1,0
Romain Faivre,FRA,"MF,FW",Bournemouth,Premier League,25,1998,0.5,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,0,0
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,25,1998,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1
Ilhan Fakili,FRA,"MF,FW",Clermont Foot,Ligue 1,17,2006,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Radamel Falcao,COL,"FW,DF",Rayo Vallecano,La Liga,37,1986,4.5,7,5,1,5,1,1,3,33.3,2,2,0,2,3,10,4,0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,38.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,21,2
Fali,ESP,DF,Cádiz,La Liga,29,1993,28.3,41,26,29,11,1,21,36,58.3,15,38,24,14,27,68,120,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,1991,6.7,13,10,5,6,2,7,10,70.0,3,9,5,4,6,19,21,0
Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,1991,4.4,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,14,0
Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,2002,5.8,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,2002,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,18,11,14,4,0,8,14,57.1,6,22,19,3,17,35,99,1
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,49,25,27,13,9,30,53,56.6,23,21,3,18,12,61,18,0
Peter Federico,DOM,"MF,FW",Valencia,La Liga,21,2002,7.2,5,3,3,1,1,1,10,10.0,9,11,0,11,7,12,10,0
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,15,10,5,7,3,5,10,50.0,5,9,0,9,7,22,3,0
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,7,3,5,2,0,4,5,80.0,1,10,4,6,4,11,16,0
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,22,16,9,7,6,8,22,36.4,14,14,1,13,10,32,11,0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,37,21,18,14,5,16,25,64.0,9,45,35,10,46,83,178,2
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,35,25,19,13,3,19,34,55.9,15,21,6,15,31,66,45,0
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,14,6,4,7,3,5,14,35.7,9,10,3,7,2,16,8,0
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,37,21,16,17,4,16,37,43.2,21,25,8,17,17,54,27,1
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,68,38,27,25,16,30,88,34.1,58,49,6,43,27,95,50,2
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,25,16,15,9,1,16,24,66.7,8,14,6,8,22,47,52,0
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,19,9,10,9,0,11,22,50.0,11,17,5,12,15,34,30,0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,11,7,3,6,2,0,2,0.0,2,4,0,4,0,11,5,0
