Player,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Rafael Leão,FW,Portugal,23,1999,1.0,2,5,2,40.0,5.11,2.05,0.40,1.00,21.2,0,0,0,0.4,0.4,0.08,+1.6,+1.6
Mathew Leckie,"MF,FW",Australia,31,1991,3.7,1,1,1,100.0,0.27,0.27,1.00,1.00,13.6,0,0,0,0.1,0.1,0.15,+0.9,+0.9
Robert Lewandowski,FW,Poland,33,1988,4.0,2,10,2,20.0,2.50,0.50,0.10,0.50,18.1,1,1,2,2.9,1.4,0.14,-0.9,-0.4
Matthijs de Ligt,DF,Netherlands,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesper Lindstrøm,"MF,FW",Denmark,22,2000,2.2,0,3,1,33.3,1.35,0.45,0.00,0.00,16.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Marko Livaja,FW,Croatia,28,1993,2.7,1,6,4,66.7,2.24,1.49,0.17,0.25,15.1,0,0,0,0.8,0.8,0.13,+0.2,+0.2
Dominik Livaković,GK,Croatia,27,1995,7.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcos Llorente,DF,Spain,27,1995,1.3,0,1,0,0.0,0.75,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Hugo Lloris,GK,France,35,1986,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dejan Lovren,DF,Croatia,32,1989,6.7,0,4,0,0.0,0.60,0.00,0.00,,14.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Hirving Lozano,FW,Mexico,26,1995,2.8,0,6,3,50.0,2.14,1.07,0.00,0.00,26.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Romelu Lukaku,FW,Belgium,29,1993,0.6,0,5,2,40.0,8.18,3.27,0.00,0.00,6.6,0,0,0,1.7,1.7,0.35,-1.7,-1.7
Saša Lukić,MF,Serbia,25,1996,2.7,0,1,0,0.0,0.37,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ali Maâloul,DF,Tunisia,32,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Awer Mabil,MF,Australia,26,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexis Mac Allister,MF,Argentina,23,1998,6.1,1,7,4,57.1,1.15,0.65,0.14,0.25,19.0,0,0,0,0.7,0.7,0.10,+0.3,+0.3
Jamie Maclaren,FW,Australia,28,1993,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Assim Madibo,MF,Qatar,25,1996,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Abdullah Madu,"DF,MF",Saudi Arabia,28,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daizen Maeda,FW,Japan,24,1997,2.0,1,2,1,50.0,1.00,0.50,0.50,1.00,9.5,0,0,0,0.5,0.5,0.24,+0.5,+0.5
Harry Maguire,DF,England,29,1993,4.8,0,6,1,16.7,1.26,0.21,0.00,0.00,10.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Lovro Majer,"MF,FW",Croatia,24,1998,1.4,1,4,2,50.0,2.77,1.38,0.25,0.50,23.2,0,0,0,0.7,0.7,0.18,+0.3,+0.3
Nemanja Maksimović,MF,Serbia,27,1995,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Abdulellah Al-Malki,MF,Saudi Arabia,27,1994,1.9,0,2,0,0.0,1.03,0.00,0.00,,21.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Steve Mandanda,GK,France,37,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José María Giménez,DF,Uruguay,27,1995,3.0,0,3,0,0.0,1.00,0.00,0.00,,13.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
João Mário,"FW,MF",Portugal,29,1993,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marquinhos,DF,Brazil,28,1994,4.7,0,2,0,0.0,0.42,0.00,0.00,,10.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Henry Martín,FW,Mexico,29,1992,1.6,1,4,2,50.0,2.47,1.23,0.25,0.50,9.9,0,0,0,0.9,0.9,0.23,+0.1,+0.1
Gabriel Martinelli,FW,Brazil,20,2001,1.3,0,4,3,75.0,3.19,2.39,0.00,0.00,13.2,0,0,0,0.5,0.5,0.13,-0.5,-0.5
Carlos Martínez,DF,Costa Rica,23,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emiliano Martínez,GK,Argentina,29,1992,7.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lautaro Martínez,FW,Argentina,24,1997,2.7,0,14,4,28.6,5.23,1.49,0.00,0.00,12.6,0,0,0,1.9,1.9,0.13,-1.9,-1.9
Lisandro Martínez,DF,Argentina,24,1998,3.4,0,1,0,0.0,0.30,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Pape Matar Sarr,MF,Senegal,19,2002,0.7,0,4,0,0.0,6.10,0.00,0.00,,30.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Rónald Matarrita,"DF,MF",Costa Rica,27,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1989,2.8,1,3,2,66.7,1.07,0.71,0.33,0.50,9.1,0,0,0,0.8,0.8,0.28,+0.2,+0.2
Noussair Mazraoui,DF,Morocco,24,1997,4.1,0,4,2,50.0,0.99,0.49,0.00,0.00,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kylian Mbappé,FW,France,23,1998,6.6,8,29,11,37.9,4.36,1.66,0.21,0.55,17.1,1,2,2,5.2,3.6,0.13,+2.8,+2.4
Bryan Mbeumo,"FW,MF",Cameroon,22,1999,2.6,0,2,2,100.0,0.77,0.77,0.00,0.00,11.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Riley McGree,"FW,MF",Australia,23,1998,2.9,0,3,1,33.3,1.02,0.34,0.00,0.00,26.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Weston McKennie,MF,United States,23,1998,3.0,0,5,1,20.0,1.66,0.33,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Memphis,FW,Netherlands,28,1994,3.3,1,10,5,50.0,3.03,1.52,0.10,0.20,15.0,0,0,0,1.5,1.5,0.15,-0.5,-0.5
Nuno Mendes,DF,Portugal,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jhegson Méndez,MF,Ecuador,25,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Edouard Mendy,GK,Senegal,30,1992,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nampalys Mendy,MF,Senegal,29,1992,3.0,0,2,0,0.0,0.66,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gideon Mensah,DF,Ghana,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chris Mepham,DF,Wales,24,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yassine Meriah,DF,Tunisia,28,1993,3.0,0,1,0,0.0,0.33,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Dries Mertens,"MF,FW",Belgium,35,1987,0.8,0,3,1,33.3,3.55,1.18,0.00,0.00,14.7,0,0,0,0.8,0.8,0.27,-0.8,-0.8
Lionel Messi,FW,Argentina,34,1987,7.7,7,27,13,48.1,3.52,1.70,0.11,0.23,20.9,3,4,5,6.6,2.7,0.10,+0.4,+0.3
Thomas Meunier,DF,Belgium,30,1991,2.3,0,3,1,33.3,1.28,0.43,0.00,0.00,19.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Nikola Milenković,DF,Serbia,24,1997,3.0,0,3,0,0.0,1.00,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Arkadiusz Milik,"FW,MF",Poland,28,1994,1.1,0,1,0,0.0,0.89,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.25,-0.2,-0.2
Sergej Milinković-Savić,MF,Serbia,27,1995,2.6,1,3,1,33.3,1.16,0.39,0.33,1.00,23.9,0,0,0,0.2,0.2,0.06,+0.8,+0.8
Vanja Milinković-Savić,GK,Serbia,25,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Éder Militão,DF,Brazil,24,1998,3.9,0,5,1,20.0,1.30,0.26,0.00,0.00,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Liam Millar,DF,Canada,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kamal Miller,DF,Canada,25,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kim Min-jae,DF,Korea Republic,25,1996,3.0,0,2,0,0.0,0.67,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Takumi Minamino,FW,Japan,27,1995,0.7,0,2,1,50.0,3.00,1.50,0.00,0.00,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Kaoru Mitoma,MF,Japan,25,1997,1.8,0,1,1,100.0,0.55,0.55,0.00,0.00,21.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Aleksandar Mitrović,FW,Serbia,27,1994,2.9,2,10,3,30.0,3.44,1.03,0.20,0.67,14.1,0,0,0,1.6,1.6,0.16,+0.4,+0.4
Stefan Mitrović,DF,Serbia,32,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filip Mladenović,DF,Serbia,30,1991,0.7,0,1,0,0.0,1.38,0.00,0.00,,10.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Luka Modrić,MF,Croatia,36,1985,7.3,0,6,4,66.7,0.83,0.55,0.00,0.00,21.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Ismaeel Mohammad,DF,Qatar,32,1990,1.9,0,2,2,100.0,1.03,1.03,0.00,0.00,18.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4
Milad Mohammadi,DF,IR Iran,28,1993,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sadegh Moharrami,DF,IR Iran,26,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nahuel Molina,DF,Argentina,24,1998,6.3,1,2,1,50.0,0.32,0.16,0.50,1.00,16.2,0,0,0,0.5,0.5,0.23,+0.5,+0.5
César Montes,DF,Mexico,25,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Gonzalo Montiel,"DF,MF",Argentina,25,1997,1.3,0,1,0,0.0,0.76,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Kim Moonhwan,DF,Korea Republic,26,1995,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kieffer Moore,FW,Wales,29,1992,2.5,0,6,2,33.3,2.40,0.80,0.00,0.00,16.2,0,0,0,1.0,1.0,0.17,-1.0,-1.0
Shaq Moore,DF,United States,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aaron Mooy,MF,Australia,31,1990,4.0,0,1,0,0.0,0.25,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.05,0.0,0.0
Álvaro Morata,FW,Spain,29,1992,2.1,3,8,5,62.5,3.89,2.43,0.38,0.60,10.3,0,0,0,1.4,1.4,0.17,+1.6,+1.6
Héctor Moreno,DF,Mexico,34,1988,3.0,0,1,0,0.0,0.33,0.00,0.00,,5.8,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Hidemasa Morita,MF,Japan,27,1995,3.2,0,3,1,33.3,0.95,0.32,0.00,0.00,22.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Joe Morrell,MF,Wales,25,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Morris,"FW,DF",United States,27,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Youssoufa Moukoko,FW,Germany,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mason Mount,MF,England,23,1999,2.1,0,4,1,25.0,1.94,0.48,0.00,0.00,23.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Youssef Msakni,"MF,FW",Tunisia,31,1990,1.9,0,9,2,22.2,4.79,1.07,0.00,0.00,16.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Thomas Müller,"FW,MF",Germany,32,1989,2.2,0,3,0,0.0,1.34,0.00,0.00,,11.3,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Munir,GK,Morocco,33,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Muntari,"FW,MF",Qatar,28,1993,0.7,1,3,1,33.3,4.29,1.43,0.33,1.00,13.7,0,0,0,0.2,0.2,0.07,+0.8,+0.8
Yunus Musah,MF,United States,19,2002,3.8,0,4,1,25.0,1.05,0.26,0.00,0.00,22.9,1,0,0,0.3,0.3,0.08,-0.3,-0.3
Jamal Musiala,"MF,FW",Germany,19,2003,2.9,0,12,3,25.0,4.19,1.05,0.00,0.00,14.5,0,0,0,1.9,1.9,0.16,-1.9,-1.9
Joakim Mæhle,DF,Denmark,25,1997,2.8,0,2,0,0.0,0.72,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1995,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,26.6,1,0,0,0.0,0.0,0.04,0.0,0.0
Yuto Nagatomo,"MF,DF",Japan,35,1986,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Keylor Navas,GK,Costa Rica,35,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iliman Ndiaye,"FW,MF",Senegal,22,2000,1.5,0,2,0,0.0,1.33,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Victor Nelsson,DF,Denmark,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Neuer,GK,Germany,36,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rúben Neves,MF,Portugal,25,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Neymar,MF,Brazil,30,1992,3.1,2,11,6,54.5,3.55,1.94,0.09,0.17,19.2,3,1,1,2.7,1.9,0.18,-0.7,-0.9
Moumi Ngamaleu,"FW,MF",Cameroon,27,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jerome Ngom Mbekeli,MF,Cameroon,23,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,12.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Andries Noppert,GK,Netherlands,28,1994,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,0,5,1,20.0,2.02,0.40,0.00,0.00,29.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Olivier Ntcham,MF,Cameroon,26,1996,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,30.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Matheus Nunes,MF,Portugal,23,1998,0.8,0,1,0,0.0,1.23,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Darwin Núñez,FW,Uruguay,22,1999,2.7,0,3,1,33.3,1.13,0.37,0.00,0.00,22.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Christian Nørgaard,MF,Denmark,28,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Guillermo Ochoa,GK,Mexico,36,1985,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Denis Odoi,DF,Ghana,34,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Noah Okafor,"FW,MF",Switzerland,22,2000,0.5,0,1,0,0.0,2.00,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Mathías Olivera,DF,Uruguay,24,1997,2.8,0,2,0,0.0,0.71,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Dani Olmo,FW,Spain,24,1998,4.1,1,12,6,50.0,2.94,1.47,0.08,0.17,21.4,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Amadou Onana,MF,Belgium,20,2001,1.2,0,2,0,0.0,1.73,0.00,0.00,,8.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5
André Onana,GK,Cameroon,26,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gaël Ondoua,MF,Cameroon,26,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Loïs Openda,FW,Belgium,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mislav Oršić,FW,Croatia,29,1992,1.8,1,9,2,22.2,5.00,1.11,0.11,0.50,22.5,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Jonathan Osorio,"MF,FW",Canada,30,1992,1.3,0,1,0,0.0,0.76,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Nicolás Otamendi,DF,Argentina,34,1988,7.7,0,1,0,0.0,0.13,0.00,0.00,,12.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Otávio,MF,Portugal,27,1995,2.2,0,3,2,66.7,1.38,0.92,0.00,0.00,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,0,6,1,16.7,0.95,0.16,0.00,0.00,23.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Al-Owais,GK,Saudi Arabia,30,1991,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,1,2,2,100.0,2.00,2.00,0.50,0.50,3.9,0,0,0,0.5,0.5,0.27,+0.5,+0.5
Exequiel Palacios,"MF,DF",Argentina,23,1998,0.6,0,1,0,0.0,1.80,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
João Palhinha,MF,Portugal,26,1995,0.4,0,1,0,0.0,2.37,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Lucas Paquetá,MF,Brazil,24,1997,3.5,1,4,4,100.0,1.15,1.15,0.25,0.25,11.7,0,0,0,0.8,0.8,0.21,+0.2,+0.2
Leandro Paredes,MF,Argentina,27,1994,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,30.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Thomas Partey,MF,Ghana,29,1993,3.0,0,2,0,0.0,0.67,0.00,0.00,,16.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Mario Pašalić,"FW,MF",Croatia,27,1995,3.0,0,3,0,0.0,1.00,0.00,0.00,,7.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Benjamin Pavard,DF,France,26,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Strahinja Pavlović,DF,Serbia,21,2001,2.6,1,2,1,50.0,0.77,0.38,0.50,1.00,10.0,0,0,0,0.2,0.2,0.08,+0.8,+0.8
Pedri,MF,Spain,19,2002,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pedro,FW,Brazil,24,1997,0.7,0,4,1,25.0,5.63,1.41,0.00,0.00,12.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5
Facundo Pellistri,"MF,FW",Uruguay,20,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Pepe,DF,Portugal,39,1983,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,7.2,0,0,0,0.5,0.5,0.16,+0.5,+0.5
Danilo Pereira,DF,Portugal,30,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ivan Perišić,"FW,DF",Croatia,33,1989,7.4,1,16,4,25.0,2.15,0.54,0.06,0.25,20.0,1,0,0,0.9,0.9,0.06,+0.1,+0.1
Bruno Petković,FW,Croatia,27,1994,2.6,1,1,1,100.0,0.38,0.38,1.00,1.00,16.2,0,0,0,0.1,0.1,0.12,+0.9,+0.9
Germán Pezzella,DF,Argentina,30,1991,0.7,0,1,0,0.0,1.50,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Kalvin Phillips,MF,England,26,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Krzysztof Piątek,FW,Poland,26,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Jordan Pickford,GK,England,28,1994,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Orbelín Pineda,MF,Mexico,26,1996,0.8,0,4,1,25.0,4.74,1.18,0.00,0.00,15.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Gonzalo Plata,"MF,FW",Ecuador,21,2000,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,15.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Jackson Porozo,DF,Ecuador,21,2000,1.1,0,1,0,0.0,0.94,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,0,2,0,0.0,0.67,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Ángelo Preciado,DF,Ecuador,24,1998,2.9,0,4,0,0.0,1.36,0.00,0.00,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Christian Pulisic,"FW,MF",United States,23,1998,3.5,1,9,5,55.6,2.57,1.43,0.11,0.20,17.9,0,0,0,1.1,1.1,0.12,-0.1,-0.1
Adrien Rabiot,MF,France,27,1995,5.4,1,9,4,44.4,1.68,0.75,0.11,0.25,13.4,0,0,0,1.0,1.0,0.12,0.0,0.0
Nemanja Radonjić,"DF,FW",Serbia,26,1996,0.7,0,2,0,0.0,3.00,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Baba Rahman,DF,Ghana,27,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gonçalo Ramos,"FW,MF",Portugal,20,2001,1.7,3,7,5,71.4,4.14,2.96,0.43,0.60,11.1,0,0,0,1.5,1.5,0.22,+1.5,+1.5
Aaron Ramsey,MF,Wales,31,1990,3.0,0,1,0,0.0,0.34,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Raphinha,FW,Brazil,25,1996,3.5,0,8,6,75.0,2.29,1.71,0.00,0.00,19.1,1,0,0,1.2,1.2,0.15,-1.2,-1.2
Marcus Rashford,FW,England,24,1997,1.6,3,11,6,54.5,7.07,3.86,0.27,0.50,16.6,2,0,0,1.6,1.6,0.14,+1.4,+1.4
David Raum,DF,Germany,24,1998,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bassam Al-Rawi,DF,Qatar,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Ream,DF,United States,34,1987,4.0,0,1,0,0.0,0.25,0.00,0.00,,3.7,0,0,0,0.3,0.3,0.30,-0.3,-0.3
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gio Reyna,FW,United States,19,2002,0.6,0,2,0,0.0,3.40,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,1,2,1,50.0,1.00,0.50,0.50,1.00,18.3,0,0,0,0.3,0.3,0.13,+0.7,+0.7
Everton Ribeiro,MF,Brazil,33,1989,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Declan Rice,MF,England,23,1999,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Richarlison,FW,Brazil,25,1997,3.6,3,8,4,50.0,2.23,1.11,0.38,0.75,12.1,0,0,0,2.1,2.1,0.26,+0.9,+0.9
Fabian Rieder,FW,Switzerland,20,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ró-Ró,DF,Qatar,31,1990,2.9,0,2,0,0.0,0.69,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Connor Roberts,DF,Wales,26,1995,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonee Robinson,DF,United States,24,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Rochet,GK,Uruguay,29,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joe Rodon,DF,Wales,24,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodri,DF,Spain,25,1996,4.3,0,1,0,0.0,0.23,0.00,0.00,,36.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Charly Rodríguez,MF,Mexico,25,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Guido Rodríguez,MF,Argentina,28,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,0,2,1,50.0,90.00,45.00,0.00,0.00,12.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
