Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Dušan Tadić,"MF,FW",Serbia,33,1988,2.9,14,4.90,10,4,0,0,0,0,2,0.70,1,1,0,0,0,0
Nicolás Tagliafico,DF,Argentina,29,1992,4.1,4,1.05,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Montassar Talbi,DF,Tunisia,24,1998,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ao Tanaka,MF,Japan,23,1998,1.9,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Shogo Taniguchi,DF,Japan,30,1991,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mehdi Taremi,FW,IR Iran,29,1992,3.0,11,3.67,8,0,1,0,2,0,3,1.00,1,0,1,0,1,0
Kenneth Taylor,MF,Netherlands,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,22,2000,6.9,13,1.98,10,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Yeltsin Tejeda,MF,Costa Rica,30,1992,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Alex Telles,DF,Brazil,29,1992,0.7,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sorba Thomas,MF,Wales,22,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcus Thuram,"FW,MF",France,24,1997,1.7,4,2.95,3,0,0,0,1,0,2,1.48,2,0,0,0,0,0
Youri Tielemans,MF,Belgium,25,1997,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jurriën Timber,DF,Netherlands,20,2001,4.3,2,0.50,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Karl Toko Ekambi,"FW,MF",Cameroon,29,1992,1.8,6,3.25,3,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Nouhou Tolo,DF,Cameroon,24,1997,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Takehiro Tomiyasu,"DF,MF",Japan,23,1998,2.1,5,2.87,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mehdi Torabi,MF,IR Iran,27,1994,0.7,5,7.26,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,2,0.67,0,0,0,1,0,1,1,0.33,0,0,0,1,0,0
Ferrán Torres,FW,Spain,22,2000,2.4,2,0.83,2,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Gerson Torres,MF,Costa Rica,24,1997,0.7,2,2.81,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Pau Torres,DF,Spain,25,1997,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kieran Trippier,DF,England,31,1990,2.3,5,2.18,0,5,0,0,0,0,0,0.00,0,0,0,0,0,0
Leandro Trossard,"FW,MF",Belgium,27,1994,1.1,3,2.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matt Turner,GK,United States,27,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ayase Ueda,FW,Japan,23,1998,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hwang Ui-jo,"FW,MF",Korea Republic,29,1992,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dayot Upamecano,DF,France,23,1998,5.3,13,2.60,12,0,0,1,0,0,3,0.60,3,0,0,0,0,0
Enner Valencia,"FW,MF",Ecuador,32,1989,2.8,7,2.47,3,0,0,3,1,0,1,0.35,0,0,0,0,1,0
Federico Valverde,MF,Uruguay,23,1998,3.0,14,4.67,9,3,1,1,0,0,0,0.00,0,0,0,0,0,0
Virgil van Dijk,DF,Netherlands,30,1991,5.3,4,0.80,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Raphaël Varane,DF,France,29,1993,5.8,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Guillermo Varela,DF,Uruguay,29,1993,2.0,2,0.98,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ruben Vargas,FW,Switzerland,23,1998,3.2,7,2.21,3,3,0,1,0,0,2,0.63,2,0,0,0,0,0
Matías Vecino,MF,Uruguay,30,1991,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexis Vega,FW,Mexico,24,1997,2.1,4,1.87,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Miloš Veljković,DF,Serbia,26,1995,2.5,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Johan Venegas,"FW,MF",Costa Rica,33,1988,0.8,1,1.23,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Jordan Veretout,MF,France,29,1993,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jan Vertonghen,DF,Belgium,35,1987,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Matías Viña,DF,Uruguay,24,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vitinha,MF,Portugal,22,2000,1.3,4,3.03,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Steven Vitória,DF,Canada,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dušan Vlahović,FW,Serbia,22,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nikola Vlašić,"FW,MF",Croatia,24,1997,2.3,4,2.29,3,0,0,1,0,0,1,0.57,1,0,0,0,0,0
Mohammed Waad,"MF,DF",Qatar,22,1999,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kyle Walker,DF,England,32,1990,2.6,3,1.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danny Ward,GK,Wales,28,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kendall Waston,DF,Costa Rica,34,1988,2.5,1,0.40,0,0,0,1,0,0,1,0.40,0,0,0,1,0,0
Timothy Weah,FW,United States,22,2000,3.5,7,1.99,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wout Weghorst,FW,Netherlands,29,1992,0.7,2,5.45,1,0,0,0,1,0,1,2.73,0,0,0,0,1,0
Wéverton,GK,Brazil,34,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,5,1.70,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Iñaki Williams,FW,Ghana,27,1994,3.0,2,0.72,1,0,0,1,0,0,1,0.36,0,0,0,1,0,0
Neco Williams,DF,Wales,21,2001,2.3,3,1.33,0,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Nico Williams,FW,Spain,19,2002,1.6,1,0.62,1,0,0,0,0,0,1,0.62,1,0,0,0,0,0
Callum Wilson,FW,England,30,1992,0.5,4,7.50,4,0,0,0,0,0,1,1.87,1,0,0,0,0,0
Harry Wilson,"MF,FW",Wales,25,1997,1.8,4,2.25,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Roan Wilson,MF,Costa Rica,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Witsel,MF,Belgium,33,1989,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeong Woo-yeong,MF,Korea Republic,22,1999,0.5,1,2.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Jung Woo-young,MF,Korea Republic,32,1989,3.4,7,2.08,7,0,0,0,0,0,1,0.30,1,0,0,0,0,0
Christopher Wooh,DF,Cameroon,20,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Wotherspoon,MF,Canada,32,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bailey Wright,DF,Australia,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Haji Wright,FW,United States,24,1998,1.5,3,1.97,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Granit Xhaka,MF,Switzerland,29,1992,4.0,6,1.50,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Miki Yamane,"DF,MF",Japan,28,1993,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jawad El Yamiq,DF,Morocco,30,1992,3.4,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
DeAndre Yedlin,DF,United States,28,1993,0.4,2,5.45,2,0,0,0,0,0,1,2.73,1,0,0,0,0,0
Maya Yoshida,DF,Japan,33,1988,4.3,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,5,1.29,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cho Yumin,FW,Korea Republic,25,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,25,1996,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicola Zalewski,MF,Poland,20,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andre-Frank Zambo Anguissa,MF,Cameroon,26,1995,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro Zamora,MF,Costa Rica,20,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anass Zaroury,FW,Morocco,21,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Piotr Zieliński,"MF,FW",Poland,28,1994,3.6,12,3.28,5,5,0,2,0,0,0,0.00,0,0,0,0,0,0
Walker Zimmerman,DF,United States,29,1993,3.1,3,0.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrija Živković,DF,Serbia,25,1996,2.3,7,3.00,6,0,0,1,0,0,2,0.86,2,0,0,0,0,0
Hakim Ziyech,FW,Morocco,29,1993,7.1,20,2.97,11,6,3,0,0,0,3,0.45,2,0,1,0,0,0
Filip Đuričić,"MF,FW",Serbia,30,1992,0.2,2,12.86,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
