Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Robin Le Normand,DF,Spain,27,1996,4.9,2,0,0,9,3,0,0,2,2,0,0,1,15,13,8,61.9
Rafael Leão,FW,Portugal,24,1999,3.2,2,0,0,3,5,0,15,1,2,0,0,0,10,2,1,66.7
Robert Lewandowski,FW,Poland,35,1988,1.3,1,0,0,5,3,0,0,0,2,0,0,0,6,1,4,20.0
Philipp Lienhart,DF,Austria,27,1996,2.4,1,0,0,4,2,0,0,2,2,0,0,0,7,5,4,55.6
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,0,0,0,0,2,1,1,0,2,0,0,0,5,2,1,66.7
Dominik Livaković,GK,Croatia,29,1995,3.0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,0,0,0,1,6,0,0,3,6,0,0,0,25,1,2,33.3
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,0,0,0,1,3,0,4,3,3,1,0,0,9,2,3,40.0
Fermin López,MF,Spain,20,2003,0.3,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
Romelu Lukaku,FW,Belgium,30,1993,4.0,0,0,0,2,2,3,0,0,0,0,0,0,8,6,7,46.2
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,2,0,0,3,4,0,1,0,1,0,0,0,2,0,0,
Saša Lukić,MF,Serbia,27,1996,2.3,1,0,0,4,1,0,1,3,5,0,0,0,10,1,2,33.3
Andriy Lunin,GK,Ukraine,24,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Mike Maignan,GK,France,28,1995,6.3,0,0,0,0,2,0,0,0,0,0,0,0,15,2,0,100.0
Kobbie Mainoo,MF,England,18,2005,4.1,1,0,0,2,4,0,3,6,5,0,0,0,12,2,3,40.0
Lovro Majer,"FW,MF",Croatia,26,1998,1.6,0,0,0,2,2,0,4,0,3,0,0,0,9,1,1,50.0
Donyell Malen,FW,Netherlands,25,1999,2.1,1,0,0,1,6,1,8,2,0,0,0,1,10,1,1,50.0
Ruslan Malinovskyi,MF,Ukraine,30,1993,0.4,0,0,0,2,0,0,3,1,1,0,0,0,4,0,1,0.0
Giorgi Mamardashvili,GK,Georgia,23,2000,4.0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0
Dennis Man,MF,Romania,25,1998,3.0,0,0,0,1,1,0,8,1,0,0,0,0,10,4,8,33.3
Rey Manaj,FW,Albania,26,1997,1.7,0,0,0,5,5,0,0,1,2,0,0,0,2,4,6,40.0
Gianluca Mancini,DF,Italy,27,1996,1.0,1,0,0,2,1,0,0,0,0,0,0,0,4,2,1,66.7
Orel Mangala,MF,Belgium,25,1998,1.5,2,0,0,4,2,0,0,4,3,0,0,0,4,0,0,
Marius Marin,MF,Romania,25,1998,3.4,2,0,0,7,5,0,1,4,3,0,0,0,11,0,2,0.0
Răzvan Marin,MF,Romania,27,1996,3.9,1,0,0,3,3,1,5,0,2,0,0,0,12,2,4,33.3
Ádám Martin,"FW,DF",Hungary,29,1994,0.5,0,0,0,1,1,0,1,0,0,0,0,0,2,2,4,33.3
Mykola Matviyenko,DF,Ukraine,27,1996,3.0,0,0,0,1,3,0,1,4,3,0,0,0,11,4,2,66.7
Kylian Mbappé,FW,France,25,1998,5.2,1,0,0,1,6,1,7,0,0,0,0,0,10,2,0,100.0
John McGinn,"MF,FW",Scotland,29,1994,2.6,1,0,0,3,9,0,4,1,1,0,0,0,6,3,3,50.0
Callum McGregor,MF,Scotland,30,1993,2.7,0,0,0,2,1,0,1,2,1,0,0,0,8,4,4,50.0
Scott McKenna,DF,Scotland,27,1996,1.5,1,0,0,3,0,0,1,2,0,0,0,0,5,9,3,75.0
Kenny McLean,MF,Scotland,32,1992,0.5,0,0,0,0,2,0,0,0,2,0,0,0,2,1,1,50.0
Scott McTominay,MF,Scotland,27,1996,3.0,2,0,0,3,6,0,9,3,2,0,0,0,6,6,5,54.5
Anzor Mekvabishvili,MF,Georgia,22,2001,2.1,2,0,0,2,1,0,1,5,3,0,0,0,6,0,3,0.0
Memphis,"FW,MF",Netherlands,29,1994,5.1,0,0,0,7,7,3,31,1,1,0,0,0,8,2,8,20.0
Nuno Mendes,DF,Portugal,21,2002,4.7,0,0,0,3,6,0,12,5,6,0,0,0,14,10,5,66.7
Mikel Merino,"MF,FW",Spain,27,1996,2.0,0,0,0,9,1,0,2,2,3,0,0,0,12,9,5,64.3
Valentin Mihaila,MF,Romania,23,2000,1.3,0,0,0,1,1,0,1,2,2,0,0,0,4,1,2,33.3
Srđan Mijailović,DF,Serbia,30,1993,0.8,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,50.0
Georges Mikautadze,FW,Georgia,23,2000,3.8,0,0,0,1,7,1,4,0,1,0,0,0,6,1,13,7.1
Nikola Milenković,DF,Serbia,26,1997,3.0,1,0,0,4,3,0,0,2,3,0,0,0,12,6,2,75.0
Sergej Milinković-Savić,MF,Serbia,28,1995,1.3,0,0,0,4,0,0,3,1,2,0,0,0,6,3,1,75.0
Mario Mitaj,DF,Albania,20,2003,3.0,0,0,0,2,3,0,2,7,4,0,0,0,15,0,6,0.0
Aleksandar Mitrović,FW,Serbia,29,1994,2.7,1,0,0,2,6,1,0,0,0,0,0,0,6,15,19,44.1
Maximilian Mittelstädt,DF,Germany,26,1997,3.4,2,0,0,4,9,0,24,2,2,0,0,0,17,0,3,0.0
Filip Mladenović,DF,Serbia,32,1991,1.2,1,0,0,1,3,0,8,2,1,0,0,0,3,0,1,0.0
Jan Mlakar,MF,Slovenia,25,1998,3.3,0,0,0,3,1,0,1,1,3,0,0,0,8,1,7,12.5
Jakub Moder,MF,Poland,24,1999,2.0,1,0,0,1,3,0,3,1,2,0,0,0,12,2,3,40.0
Luka Modrić,MF,Croatia,38,1985,2.6,1,0,0,3,2,0,9,1,4,0,0,0,20,1,1,50.0
Vasile Mogos,DF,Romania,31,1992,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Álvaro Morata,FW,Spain,31,1992,5.0,2,0,0,12,9,3,2,0,4,0,0,0,8,11,6,64.7
Lewis Morgan,DF,Scotland,27,1996,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,
Ernest Muçi,FW,Albania,22,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Mykhailo Mudryk,"FW,MF",Ukraine,23,2001,1.9,0,0,0,0,3,0,10,0,2,0,0,0,8,3,2,60.0
Mert Müldür,"DF,MF",Türkiye,24,1999,3.8,1,0,0,2,5,0,5,5,6,0,0,1,11,3,4,42.9
Thomas Müller,"MF,FW",Germany,34,1989,0.6,0,0,0,1,1,0,5,0,1,0,0,0,2,0,1,0.0
Jamal Musiala,FW,Germany,20,2003,4.7,0,0,0,4,13,0,3,4,4,0,0,0,20,1,0,100.0
Phillipp Mwene,DF,Austria,30,1994,2.2,1,0,0,4,3,0,10,0,4,0,0,0,10,2,1,66.7
Vitaliy Mykolenko,DF,Ukraine,24,1999,0.6,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
Joakim Mæhle,"DF,MF",Denmark,26,1997,3.1,2,0,0,4,1,1,10,3,4,0,0,0,11,3,3,50.0
Nacho,DF,Spain,34,1990,2.9,0,0,0,1,3,0,0,0,1,0,0,0,10,5,3,62.5
Ádám Nagy,MF,Hungary,28,1995,1.8,0,0,0,0,0,0,1,4,2,0,0,0,7,1,2,33.3
Zsolt Nagy,DF,Hungary,30,1993,0.2,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,50.0
Jesús Navas,DF,Spain,38,1985,1.7,1,0,0,2,1,0,9,1,2,0,0,0,3,0,1,0.0
Dan Ndoye,"MF,DF",Switzerland,23,2000,4.5,1,0,0,9,10,2,6,2,3,0,0,0,21,0,2,0.0
Pedro Neto,"DF,FW",Portugal,23,2000,1.3,1,0,0,1,1,0,11,2,1,0,0,0,8,1,3,25.0
Manuel Neuer,GK,Germany,37,1986,5.3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
João Neves,MF,Portugal,19,2004,0.9,0,0,0,1,1,0,1,5,0,0,0,0,8,0,1,0.0
Rúben Neves,MF,Portugal,26,1997,1.4,1,0,0,3,0,0,9,1,1,0,0,0,5,0,2,0.0
Florin Niță,GK,Romania,36,1987,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0
Matheus Nunes,MF,Portugal,25,1998,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Christian Nørgaard,MF,Denmark,29,1994,0.4,1,0,0,2,0,0,2,0,0,0,0,0,2,2,3,40.0
Adam Obert,DF,Slovakia,21,2002,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,
Jan Oblak,GK,Slovenia,31,1993,4.3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,100.0
Darius Olaru,MF,Romania,25,1998,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Dani Olmo,"MF,FW",Spain,25,1998,4.8,1,0,0,2,7,0,4,2,3,0,0,0,17,2,2,50.0
Amadou Onana,MF,Belgium,22,2001,4.0,0,0,0,1,4,0,0,3,6,0,0,0,9,6,4,60.0
Loïs Openda,FW,Belgium,23,2000,0.8,0,0,0,3,0,0,2,1,1,0,0,0,0,1,2,33.3
Willi Orban,DF,Hungary,31,1992,3.0,1,0,0,2,2,1,0,1,7,0,0,0,17,5,7,41.7
Mikel Oyarzabal,FW,Spain,26,1997,2.2,0,0,0,3,2,1,2,0,1,0,0,0,10,1,4,20.0
Salih Özcan,MF,Türkiye,26,1998,1.7,1,0,0,6,2,0,0,7,3,0,0,0,6,2,1,66.7
João Palhinha,MF,Portugal,28,1995,3.3,2,0,0,6,6,0,0,8,9,0,0,0,15,8,5,61.5
Cole Palmer,"MF,FW",England,21,2002,1.7,0,0,0,2,4,0,9,0,0,0,0,0,5,0,0,
Mario Pašalić,"FW,MF",Croatia,28,1995,1.3,0,0,0,1,0,0,1,0,0,0,0,0,6,4,2,66.7
Strahinja Pavlović,DF,Serbia,22,2001,3.0,0,0,0,2,4,0,6,4,6,0,0,0,12,7,4,63.6
Pedri,MF,Spain,21,2002,2.1,0,0,0,2,4,1,1,1,3,0,0,0,10,0,0,
Peter Pekarík,DF,Slovakia,37,1986,4.2,1,0,0,3,2,3,5,7,0,0,0,0,10,5,6,45.5
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,2.4,1,0,0,3,4,0,6,2,0,0,0,0,11,3,0,100.0
Patrick Pentz,GK,Austria,27,1997,4.0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,100.0
Pepe,DF,Portugal,40,1983,4.5,0,0,0,2,3,1,0,5,5,0,0,0,26,11,2,84.6
Danilo Pereira,DF,Portugal,32,1991,1.0,0,0,0,0,0,0,0,1,0,0,0,0,9,3,1,75.0
Ayoze Pérez,FW,Spain,30,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Ivan Perišić,"DF,FW",Croatia,34,1989,1.5,0,0,0,4,0,0,14,1,0,0,0,0,5,3,2,60.0
Bruno Petković,FW,Croatia,29,1994,1.0,0,0,0,1,5,0,0,0,0,1,0,0,1,5,2,71.4
Krzysztof Piątek,FW,Poland,28,1995,0.7,0,0,0,1,1,0,1,0,1,0,0,0,2,0,5,0.0
Jordan Pickford,GK,England,29,1994,7.7,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,
Jakub Piotrowski,MF,Poland,26,1997,0.6,0,0,0,1,1,0,1,0,0,0,0,0,3,1,1,50.0
Marin Pongračić,DF,Croatia,26,1997,2.0,1,0,0,6,2,0,0,2,1,0,0,0,5,0,4,0.0
Ryan Porteous,DF,Scotland,24,1999,0.5,0,1,0,1,0,0,0,0,1,0,1,0,2,1,1,50.0
Stefan Posch,DF,Austria,26,1997,4.0,1,0,0,10,3,0,13,6,9,0,0,0,14,6,7,46.2
Yussuf Poulsen,"FW,MF",Denmark,29,1994,0.6,0,0,0,3,0,0,1,0,0,0,0,0,1,5,2,71.4
Alexander Prass,DF,Austria,22,2001,1.8,0,0,0,3,2,0,7,2,2,0,0,0,11,1,0,100.0
Lukáš Provod,MF,Czechia,27,1996,2.6,1,0,0,5,5,0,2,0,5,0,0,0,16,4,1,80.0
George Pușcaș,FW,Romania,27,1996,0.4,1,0,0,4,0,0,0,0,0,0,0,0,1,5,5,50.0
Leopold Querfeld,DF,Austria,20,2003,0.3,1,0,0,1,0,0,0,1,2,0,0,0,0,1,2,33.3
Adrien Rabiot,MF,France,28,1995,4.1,2,0,0,5,5,0,3,1,5,0,0,0,20,2,0,100.0
Bogdan Racovitan,DF,Romania,23,2000,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,50.0
Predrag Rajković,GK,Serbia,28,1995,3.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Anthony Ralston,DF,Scotland,25,1998,2.9,1,0,0,4,3,0,9,1,2,0,0,0,4,7,4,63.6
Ylber Ramadani,MF,Albania,27,1996,2.9,0,0,0,1,6,0,2,4,3,0,0,0,15,1,2,33.3
Gonçalo Ramos,FW,Portugal,22,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0
Giacomo Raspadori,FW,Italy,23,2000,0.9,0,0,0,0,1,0,10,0,1,0,0,0,3,0,0,
Andrei Ratiu,DF,Romania,25,1998,4.0,0,0,0,0,1,0,3,6,5,0,0,0,12,2,5,28.6
David Raum,DF,Germany,25,1998,1.8,1,0,0,2,3,0,7,0,5,0,0,0,8,1,1,50.0
David Raya,GK,Spain,28,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Tijjani Reijnders,MF,Netherlands,25,1998,5.5,0,0,0,1,4,0,1,6,6,0,0,0,18,0,2,0.0
Mateo Retegui,FW,Italy,24,1999,1.7,0,0,0,0,5,1,0,0,1,0,0,0,2,5,5,50.0
Declan Rice,MF,England,25,1999,7.7,0,0,0,5,3,0,7,8,15,0,0,0,37,8,6,57.1
Fabian Rieder,MF,Switzerland,21,2002,2.4,0,0,0,2,5,0,14,0,3,0,0,0,10,0,4,0.0
Andrew Robertson,DF,Scotland,29,1994,3.0,0,0,0,1,2,0,13,1,5,0,0,0,7,2,1,66.7
Rodri,MF,Spain,27,1996,5.8,3,0,0,7,7,0,0,1,8,0,1,0,41,8,5,61.5
Ricardo Rodríguez,DF,Switzerland,31,1992,5.3,1,0,0,3,2,0,10,3,6,0,0,0,11,3,5,37.5
Taras Romanchuk,MF,Poland,32,1991,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Cristiano Ronaldo,FW,Portugal,38,1985,5.4,1,0,0,5,3,8,4,0,1,0,0,0,6,7,8,46.7
Antonio Rüdiger,DF,Germany,30,1993,5.3,2,0,0,5,3,0,8,2,4,0,0,1,27,4,7,36.4
Fabián Ruiz Peña,MF,Spain,27,1996,6.0,1,0,0,4,4,0,11,4,6,0,0,0,46,1,1,50.0
Adrian Rus,MF,Romania,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Marcel Sabitzer,"FW,MF",Austria,29,1994,4.0,0,0,0,1,2,1,29,3,1,1,0,0,16,1,6,14.3
Bukayo Saka,"FW,DF",England,22,2001,7.0,1,0,0,7,13,2,20,1,4,0,0,0,22,3,6,33.3
Bartosz Salamon,DF,Poland,32,1991,0.9,0,0,0,1,0,0,0,2,2,0,0,0,2,1,0,100.0
William Saliba,DF,France,22,2001,6.3,1,0,0,8,1,0,0,4,2,0,0,0,20,4,7,36.4
Roland Sallai,MF,Hungary,26,1997,3.0,0,0,0,0,9,2,7,1,2,0,0,0,11,0,5,0.0
Lazar Samardzic,MF,Serbia,21,2002,0.6,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0.0
Leroy Sané,FW,Germany,28,1996,2.3,0,0,0,2,3,0,3,0,1,0,0,0,10,0,2,0.0
Leo Sauer,FW,Slovakia,18,2005,0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Gianluca Scamacca,FW,Italy,25,1999,2.8,0,0,0,2,2,0,0,2,1,0,0,0,4,1,2,33.3
András Schäfer,MF,Hungary,24,1999,3.0,1,0,0,5,2,0,2,1,3,0,0,0,7,3,5,37.5
Fabian Schär,DF,Switzerland,32,1991,5.3,1,0,0,6,4,0,6,9,4,0,0,0,15,8,13,38.1
Patrik Schick,FW,Czechia,28,1996,1.4,2,0,0,1,0,0,2,1,1,0,0,0,6,7,8,46.7
Nico Schlotterbeck,DF,Germany,24,1999,1.3,1,0,0,2,1,0,0,2,1,0,0,0,7,5,1,83.3
Kasper Schmeichel,GK,Denmark,37,1986,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Romano Schmid,"FW,MF",Austria,24,2000,1.6,1,0,0,5,1,0,7,0,1,0,0,0,15,0,4,0.0
Jerdy Schouten,MF,Netherlands,27,1997,5.6,1,0,0,5,2,0,1,5,3,0,0,0,29,4,1,80.0
Ivan Schranz,FW,Slovakia,30,1993,3.7,1,0,0,6,2,1,4,2,1,0,0,0,9,4,7,36.4
Taulant Seferi,FW,Albania,27,1996,1.0,0,0,0,1,2,1,1,2,2,0,0,0,9,1,2,33.3
Nicolas Seiwald,MF,Austria,22,2001,4.0,0,0,0,0,0,0,1,6,7,0,0,0,25,1,1,50.0
Nélson Semedo,DF,Portugal,30,1993,1.1,0,0,0,2,0,0,3,0,2,0,0,0,2,0,0,
Benjamin Šeško,FW,Slovenia,20,2003,4.0,0,0,0,4,5,1,1,0,1,0,0,0,13,10,13,43.5
Petr Ševčík,MF,Czechia,29,1994,0.2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0
Stephan El Shaarawy,FW,Italy,31,1992,0.5,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,50.0
Lawrence Shankland,FW,Scotland,28,1995,0.3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,100.0
Mykola Shaparenko,MF,Ukraine,25,1998,2.4,0,0,0,3,2,0,3,3,0,0,0,0,7,2,1,66.7
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,0.8,0,0,0,0,1,0,6,0,0,0,0,0,3,1,1,50.0
Luke Shaw,DF,England,28,1995,2.0,0,0,0,2,0,0,7,2,2,0,0,0,3,2,0,100.0
Vincent Sierro,MF,Switzerland,28,1995,0.4,1,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0
António Silva,DF,Portugal,20,2003,0.8,0,0,0,1,1,0,0,0,1,0,1,0,5,2,0,100.0
Bernardo Silva,"FW,MF",Portugal,29,1994,4.7,0,0,0,0,4,1,11,0,4,0,0,0,12,1,1,50.0
Unai Simón,GK,Spain,26,1997,6.3,1,0,0,0,0,0,0,0,0,0,0,0,9,2,1,66.7
Xavi Simons,"MF,FW",Netherlands,20,2003,5.0,2,0,0,6,7,0,8,5,5,0,0,0,17,2,1,66.7
Michał Skóraś,DF,Poland,23,2000,0.3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
Łukasz Skorupski,GK,Poland,32,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,1.4,0,0,0,2,1,0,3,0,1,0,0,0,5,0,3,0.0
Milan Škriniar,DF,Slovakia,28,1995,4.3,1,0,0,3,7,0,0,2,1,0,0,0,15,6,7,46.2
Bartosz Slisz,MF,Poland,24,1999,1.2,1,0,0,3,2,0,0,2,1,0,0,0,2,3,1,75.0
Yann Sommer,GK,Switzerland,35,1988,5.3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Deian Sorescu,"MF,DF",Romania,26,1997,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0
Borna Sosa,DF,Croatia,26,1998,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Tomáš Souček,MF,Czechia,28,1995,3.0,2,0,0,7,4,0,2,3,3,0,0,0,15,7,6,53.8
Andraž Šporar,FW,Slovenia,29,1994,3.8,0,0,0,2,6,4,5,0,2,0,0,0,5,6,13,31.6
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,1,0,0,2,4,0,8,1,2,0,0,0,7,0,1,0.0
Jindřich Staněk,GK,Czechia,27,1996,2.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Josip Stanišić,DF,Croatia,23,2000,2.0,1,0,0,1,0,0,4,4,8,0,0,0,4,3,3,50.0
Renato Steffen,DF,Switzerland,32,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taras Stepanenko,MF,Ukraine,34,1989,0.9,0,0,0,0,0,0,1,1,3,0,0,0,4,4,1,80.0
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3,25.0
Petar Stojanović,MF,Slovenia,28,1995,3.5,1,0,0,3,2,0,1,1,5,0,0,0,17,3,3,50.0
John Stones,DF,England,29,1994,7.7,1,0,0,4,4,0,0,1,3,0,0,0,18,12,6,66.7
Thomas Strakosha,GK,Albania,28,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Dávid Strelec,FW,Slovakia,22,2001,2.0,0,0,0,3,1,1,0,0,0,0,0,0,6,6,4,60.0
Callum Styles,MF,Hungary,23,2000,0.7,1,0,0,1,1,0,0,1,0,0,0,0,3,1,3,25.0
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,1,0,0,1,1,0,2,1,0,0,0,0,5,1,1,50.0
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,0,0,0,3,2,0,5,0,1,0,0,0,11,2,3,40.0
Pavel Šulc,MF,Czechia,23,2000,0.9,0,0,0,1,1,0,0,1,1,0,0,0,4,4,2,66.7
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,1,0,0,1,3,0,12,1,1,0,0,0,6,0,1,0.0
Josip Šutalo,DF,Croatia,23,2000,3.0,0,0,0,6,5,0,0,13,3,0,0,0,13,3,2,60.0
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,
Karol Świderski,FW,Poland,27,1997,1.0,1,0,0,2,2,1,3,0,0,1,0,0,2,0,2,0.0
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Attila Szalai,DF,Hungary,26,1998,1.1,1,0,0,2,1,0,1,2,2,0,0,0,3,3,1,75.0
Wojciech Szczęsny,GK,Poland,33,1990,2.0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,1,0,0,1,2,0,16,2,0,0,0,0,12,0,5,0.0
Sebastian Szymański,MF,Poland,24,1999,1.2,0,0,0,2,3,0,3,3,2,0,0,0,5,0,1,0.0
Dušan Tadić,MF,Serbia,35,1988,1.7,1,0,0,1,4,0,14,1,2,0,0,0,6,1,3,25.0
Jonathan Tah,DF,Germany,27,1996,3.5,2,0,0,6,2,1,0,4,1,0,0,0,10,5,3,62.5
Maksym Talovierov,MF,Ukraine,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aurélien Tchouaméni,MF,France,24,2000,5.2,2,0,0,6,4,0,6,5,7,0,0,0,18,4,3,57.1
Arthur Theate,DF,Belgium,23,2000,2.8,0,0,0,1,0,0,2,2,2,0,0,0,10,7,5,58.3
Marcus Thuram,FW,France,26,1997,2.9,0,0,0,3,4,2,0,0,2,0,0,0,7,9,4,69.2
Youri Tielemans,MF,Belgium,26,1997,1.6,1,0,0,3,1,0,3,1,2,0,0,0,5,0,2,0.0
Kieran Tierney,DF,Scotland,26,1997,1.5,0,0,0,0,2,0,2,0,1,0,0,0,4,1,0,100.0
Ivan Toney,FW,England,27,1996,0.5,0,0,0,2,3,0,0,0,1,0,0,0,2,5,2,71.4
Ferrán Torres,"FW,MF",Spain,23,2000,1.7,1,0,0,4,2,0,8,1,0,0,0,0,7,4,1,80.0
Cenk Tosun,FW,Türkiye,32,1991,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
Gernot Trauner,DF,Austria,31,1992,1.0,0,0,0,2,0,0,0,1,1,0,0,0,6,2,1,66.7
Kieran Trippier,DF,England,33,1990,5.0,2,0,0,0,4,4,13,5,4,0,0,0,26,8,2,80.0
Leandro Trossard,FW,Belgium,29,1994,1.9,0,0,0,1,4,1,3,0,1,0,0,0,13,1,0,100.0
Anatolii Trubin,GK,Ukraine,22,2001,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,2.1,0,0,0,1,3,0,11,0,4,0,0,0,4,0,2,0.0
Viktor Tsyhankov,FW,Ukraine,26,1997,0.7,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,
Ľubomír Tupta,MF,Slovakia,25,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Oleksandr Tymchyk,DF,Ukraine,27,1997,2.2,0,0,0,1,3,0,8,3,4,0,0,0,7,1,0,100.0
Deniz Undav,MF,Germany,27,1996,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Dayot Upamecano,DF,France,25,1998,6.3,0,0,0,4,3,0,1,6,7,0,1,0,22,13,4,76.5
Kacper Urbanski,"FW,MF",Poland,19,2004,1.6,0,0,0,3,1,1,1,1,1,0,0,0,4,1,2,33.3
Virgil van Dijk,DF,Netherlands,32,1991,6.0,2,0,0,12,3,0,0,2,2,0,0,0,14,19,3,86.4
Vladyslav Vanat,FW,Ukraine,22,2002,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Barnabás Varga,FW,Hungary,30,1994,2.8,1,0,0,2,4,4,0,1,1,0,0,0,4,15,14,51.7
Ruben Vargas,"MF,FW",Switzerland,25,1998,3.4,0,0,0,2,3,2,15,2,5,0,0,0,13,3,6,33.3
Denis Vavro,DF,Slovakia,27,1996,4.3,1,0,0,1,2,1,3,2,1,0,0,0,20,11,1,91.7
Joey Veerman,MF,Netherlands,25,1998,2.3,1,0,0,2,0,0,13,1,1,0,0,0,11,2,0,100.0
Miloš Veljković,DF,Serbia,28,1995,3.0,0,0,0,1,1,0,2,0,0,0,0,0,10,5,7,41.7
Micky van de Ven,DF,Netherlands,22,2001,0.8,0,0,0,1,2,0,1,0,1,0,0,0,2,1,2,33.3
Benjamin Verbič,MF,Slovenia,30,1993,0.8,0,0,0,1,1,1,1,1,2,0,0,0,2,2,3,40.0
Bart Verbruggen,GK,Netherlands,21,2002,6.0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,
Jan Vertonghen,DF,Belgium,36,1987,3.0,1,0,0,2,1,0,0,0,2,0,0,1,8,6,2,75.0
Jannik Vestergaard,DF,Denmark,31,1992,4.0,1,0,0,4,3,0,0,4,3,0,0,0,18,14,8,63.6
Žan Vipotnik,FW,Slovenia,21,2002,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,100.0
Vitinha,MF,Portugal,23,2000,4.0,0,0,0,0,10,0,15,2,3,0,0,0,26,0,0,
Daniel Vivian,DF,Spain,24,1999,1.4,1,0,0,1,1,0,0,1,2,0,0,0,8,1,1,50.0
Dušan Vlahović,"MF,FW",Serbia,24,2000,2.0,0,0,0,3,1,0,0,1,0,0,0,0,2,2,3,40.0
