Player,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Konrad Laimer,"MF,FW",Austria,26,1997,3.0,5,1,2,1,2,3,6,50.0,3,3,0,3,2,7,2,0
Ádám Lang,DF,Hungary,31,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
Aymeric Laporte,DF,Spain,29,1994,5.8,3,3,2,1,0,2,3,66.7,1,4,3,1,6,9,27,1
Robin Le Normand,DF,Spain,27,1996,4.9,6,2,5,1,0,5,8,62.5,3,2,1,1,2,8,14,0
Rafael Leão,FW,Portugal,24,1999,3.2,2,2,2,0,0,1,2,50.0,1,1,0,1,1,3,1,0
Robert Lewandowski,FW,Poland,35,1988,1.3,2,2,0,0,2,0,0,,0,2,0,2,0,2,3,0
Philipp Lienhart,DF,Austria,27,1996,2.4,2,2,1,1,0,2,3,66.7,1,2,2,0,2,4,10,0
Ondřej Lingr,"MF,FW",Czechia,25,1998,0.9,2,2,0,2,0,0,1,0.0,1,1,0,1,0,2,0,0
Dominik Livaković,GK,Croatia,29,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Stanislav Lobotka,MF,Slovakia,29,1994,4.3,7,6,3,4,0,2,6,33.3,4,3,0,3,3,10,9,0
Saba Lobzhanidze,FW,Georgia,29,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Luka Lochoshvili,"DF,MF",Georgia,25,1998,1.9,4,3,3,0,1,3,5,60.0,2,1,0,1,3,7,11,0
Fermin López,MF,Spain,20,2003,0.3,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Romelu Lukaku,FW,Belgium,30,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Dodi Lukebakio,"FW,DF",Belgium,26,1997,0.7,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
Saša Lukić,MF,Serbia,27,1996,2.3,8,5,1,5,2,5,6,83.3,1,2,0,2,3,11,5,0
Andriy Lunin,GK,Ukraine,24,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2
Mike Maignan,GK,France,28,1995,6.3,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0
Kobbie Mainoo,MF,England,18,2005,4.1,8,5,1,6,1,4,5,80.0,1,1,0,1,6,14,3,0
Lovro Majer,"FW,MF",Croatia,26,1998,1.6,4,3,1,2,1,2,2,100.0,0,4,0,4,0,4,0,0
Donyell Malen,FW,Netherlands,25,1999,2.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
Ruslan Malinovskyi,MF,Ukraine,30,1993,0.4,5,1,1,4,0,1,3,33.3,2,1,0,1,1,6,3,0
Giorgi Mamardashvili,GK,Georgia,23,2000,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Dennis Man,MF,Romania,25,1998,3.0,3,0,1,2,0,2,4,50.0,2,0,0,0,1,4,0,0
Rey Manaj,FW,Albania,26,1997,1.7,2,2,1,0,1,0,1,0.0,1,0,0,0,1,3,2,0
Gianluca Mancini,DF,Italy,27,1996,1.0,0,0,0,0,0,0,0,,0,3,1,2,0,0,1,0
Orel Mangala,MF,Belgium,25,1998,1.5,4,3,2,1,1,1,3,33.3,2,2,1,1,4,8,0,0
Marius Marin,MF,Romania,25,1998,3.4,9,3,8,1,0,5,10,50.0,5,4,1,3,4,13,6,0
Răzvan Marin,MF,Romania,27,1996,3.9,7,2,3,4,0,4,9,44.4,5,3,2,1,0,7,6,0
Ádám Martin,"FW,DF",Hungary,29,1994,0.5,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0
Mykola Matviyenko,DF,Ukraine,27,1996,3.0,4,3,2,2,0,2,4,50.0,2,4,2,2,4,8,9,1
Kylian Mbappé,FW,France,25,1998,5.2,1,0,1,0,0,0,2,0.0,2,4,1,3,0,1,0,0
John McGinn,"MF,FW",Scotland,29,1994,2.6,1,1,0,1,0,1,4,25.0,3,2,0,2,1,2,0,0
Callum McGregor,MF,Scotland,30,1993,2.7,2,1,1,1,0,1,4,25.0,3,2,1,1,2,4,6,0
Scott McKenna,DF,Scotland,27,1996,1.5,1,0,1,0,0,1,2,50.0,1,1,1,0,2,3,5,0
Kenny McLean,MF,Scotland,32,1992,0.5,3,2,1,2,0,3,3,100.0,0,0,0,0,0,3,0,0
Scott McTominay,MF,Scotland,27,1996,3.0,4,2,2,1,1,1,2,50.0,1,2,1,1,3,7,7,0
Anzor Mekvabishvili,MF,Georgia,22,2001,2.1,6,3,3,3,0,3,3,100.0,0,4,1,3,5,11,5,0
Memphis,"FW,MF",Netherlands,29,1994,5.1,1,1,0,1,0,1,4,25.0,3,1,0,1,1,2,1,0
Nuno Mendes,DF,Portugal,21,2002,4.7,12,6,7,3,2,6,11,54.5,5,6,2,4,5,17,11,0
Mikel Merino,"MF,FW",Spain,27,1996,2.0,4,3,0,3,1,2,3,66.7,1,2,1,1,2,6,4,0
Valentin Mihaila,MF,Romania,23,2000,1.3,3,2,2,0,1,0,1,0.0,1,0,0,0,2,5,5,0
Srđan Mijailović,DF,Serbia,30,1993,0.8,3,1,1,2,0,3,4,75.0,1,1,0,1,1,4,4,0
Georges Mikautadze,FW,Georgia,23,2000,3.8,3,1,1,2,0,1,4,25.0,3,0,0,0,0,3,0,0
Nikola Milenković,DF,Serbia,26,1997,3.0,3,3,1,2,0,1,2,50.0,1,2,2,0,2,5,11,0
Sergej Milinković-Savić,MF,Serbia,28,1995,1.3,2,2,0,2,0,1,2,50.0,1,1,1,0,1,3,2,0
Mario Mitaj,DF,Albania,20,2003,3.0,8,4,6,1,1,8,11,72.7,3,4,0,4,7,15,11,0
Aleksandar Mitrović,FW,Serbia,29,1994,2.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,4,0
Maximilian Mittelstädt,DF,Germany,26,1997,3.4,4,2,1,1,2,3,5,60.0,2,6,0,6,2,6,8,0
Filip Mladenović,DF,Serbia,32,1991,1.2,2,1,0,1,1,1,5,20.0,4,0,0,0,2,4,1,0
Jan Mlakar,MF,Slovenia,25,1998,3.3,3,3,2,1,0,1,2,50.0,1,2,1,1,1,4,9,0
Jakub Moder,MF,Poland,24,1999,2.0,2,2,0,2,0,1,3,33.3,2,3,1,2,1,3,8,0
Luka Modrić,MF,Croatia,38,1985,2.6,4,4,4,0,0,1,2,50.0,1,1,0,1,1,5,1,0
Vasile Mogos,DF,Romania,31,1992,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Álvaro Morata,FW,Spain,31,1992,5.0,6,4,1,2,3,0,4,0.0,4,0,0,0,0,6,3,0
Lewis Morgan,DF,Scotland,27,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Ernest Muçi,FW,Albania,22,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mykhailo Mudryk,"FW,MF",Ukraine,23,2001,1.9,2,2,1,0,1,2,4,50.0,2,0,0,0,0,2,1,1
Mert Müldür,"DF,MF",Türkiye,24,1999,3.8,7,6,3,1,3,7,9,77.8,2,8,1,7,5,12,12,0
Thomas Müller,"MF,FW",Germany,34,1989,0.6,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0
Jamal Musiala,FW,Germany,20,2003,4.7,6,4,1,4,1,2,3,66.7,1,7,0,7,4,10,2,0
Phillipp Mwene,DF,Austria,30,1994,2.2,6,4,3,3,0,3,6,50.0,3,5,2,3,0,6,6,0
Vitaliy Mykolenko,DF,Ukraine,24,1999,0.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0
Joakim Mæhle,"DF,MF",Denmark,26,1997,3.1,6,4,3,2,1,3,8,37.5,5,2,0,2,3,9,5,1
Nacho,DF,Spain,34,1990,2.9,2,1,1,1,0,1,3,33.3,2,3,2,1,0,2,16,0
Ádám Nagy,MF,Hungary,28,1995,1.8,3,2,2,1,0,2,2,100.0,0,1,0,1,4,7,3,0
Zsolt Nagy,DF,Hungary,30,1993,0.2,2,0,1,1,0,0,0,,0,0,0,0,0,2,2,0
Jesús Navas,DF,Spain,38,1985,1.7,3,2,1,2,0,0,0,,0,2,0,2,1,4,11,0
Dan Ndoye,"MF,DF",Switzerland,23,2000,4.5,5,3,4,1,0,1,2,50.0,1,3,0,3,2,7,2,0
Pedro Neto,"DF,FW",Portugal,23,2000,1.3,5,1,2,2,1,2,2,100.0,0,0,0,0,2,7,1,0
Manuel Neuer,GK,Germany,37,1986,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
João Neves,MF,Portugal,19,2004,0.9,0,0,0,0,0,0,0,,0,1,0,1,5,5,0,0
Rúben Neves,MF,Portugal,26,1997,1.4,3,1,0,2,1,0,1,0.0,1,3,1,2,1,4,1,0
Florin Niță,GK,Romania,36,1987,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Matheus Nunes,MF,Portugal,25,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Christian Nørgaard,MF,Denmark,29,1994,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Adam Obert,DF,Slovakia,21,2002,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Jan Oblak,GK,Slovenia,31,1993,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Darius Olaru,MF,Romania,25,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dani Olmo,"MF,FW",Spain,25,1998,4.8,4,3,1,2,1,3,6,50.0,3,2,1,1,2,6,2,0
Amadou Onana,MF,Belgium,22,2001,4.0,8,6,3,4,1,4,5,80.0,1,7,1,6,3,11,4,2
Loïs Openda,FW,Belgium,23,2000,0.8,2,1,0,0,2,0,0,,0,1,0,1,1,3,1,0
Willi Orban,DF,Hungary,31,1992,3.0,7,7,7,0,0,3,3,100.0,0,9,7,2,1,8,9,1
Mikel Oyarzabal,FW,Spain,26,1997,2.2,2,1,0,0,2,0,0,,0,2,0,2,0,2,4,0
Salih Özcan,MF,Türkiye,26,1998,1.7,6,3,1,5,0,2,3,66.7,1,0,0,0,7,13,4,0
João Palhinha,MF,Portugal,28,1995,3.3,15,9,5,8,2,7,10,70.0,3,6,1,5,8,23,6,0
Cole Palmer,"MF,FW",England,21,2002,1.7,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,1,0
Mario Pašalić,"FW,MF",Croatia,28,1995,1.3,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0
Strahinja Pavlović,DF,Serbia,22,2001,3.0,11,6,7,3,1,9,14,64.3,5,2,0,2,4,15,10,0
Pedri,MF,Spain,21,2002,2.1,6,3,1,4,1,2,4,50.0,2,0,0,0,1,7,0,0
Peter Pekarík,DF,Slovakia,37,1986,4.2,1,0,1,0,0,1,4,25.0,3,4,3,1,7,8,11,0
Lorenzo Pellegrini,"FW,MF",Italy,27,1996,2.4,2,0,1,1,0,1,4,25.0,3,3,0,3,2,4,2,0
Patrick Pentz,GK,Austria,27,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Pepe,DF,Portugal,40,1983,4.5,9,5,5,3,1,7,13,53.8,6,3,2,1,5,14,26,1
Danilo Pereira,DF,Portugal,32,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Ayoze Pérez,FW,Spain,30,1993,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ivan Perišić,"DF,FW",Croatia,34,1989,1.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0
Bruno Petković,FW,Croatia,29,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Krzysztof Piątek,FW,Poland,28,1995,0.7,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Jordan Pickford,GK,England,29,1994,7.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Jakub Piotrowski,MF,Poland,26,1997,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Marin Pongračić,DF,Croatia,26,1997,2.0,2,1,2,0,0,0,4,0.0,4,6,3,3,2,4,9,0
Ryan Porteous,DF,Scotland,24,1999,0.5,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0
Stefan Posch,DF,Austria,26,1997,4.0,15,9,4,8,3,9,13,69.2,4,11,4,7,6,21,11,0
Yussuf Poulsen,"FW,MF",Denmark,29,1994,0.6,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,1,0
Alexander Prass,DF,Austria,22,2001,1.8,7,2,4,2,1,4,10,40.0,6,1,0,1,2,9,1,0
Lukáš Provod,MF,Czechia,27,1996,2.6,5,5,2,1,2,3,5,60.0,2,3,1,2,0,5,2,0
George Pușcaș,FW,Romania,27,1996,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Leopold Querfeld,DF,Austria,20,2003,0.3,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,1,0
Adrien Rabiot,MF,France,28,1995,4.1,9,5,3,5,1,4,5,80.0,1,3,0,3,1,10,2,0
Bogdan Racovitan,DF,Romania,23,2000,0.6,0,0,0,0,0,0,1,0.0,1,2,2,0,1,1,3,1
Predrag Rajković,GK,Serbia,28,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anthony Ralston,DF,Scotland,25,1998,2.9,3,2,3,0,0,1,3,33.3,2,5,1,4,1,4,7,1
Ylber Ramadani,MF,Albania,27,1996,2.9,6,3,2,3,1,5,9,55.6,4,8,3,5,4,10,4,0
Gonçalo Ramos,FW,Portugal,22,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Giacomo Raspadori,FW,Italy,23,2000,0.9,3,1,1,2,0,1,2,50.0,1,0,0,0,0,3,0,0
Andrei Ratiu,DF,Romania,25,1998,4.0,6,5,4,2,0,4,5,80.0,1,6,2,4,6,12,15,0
David Raum,DF,Germany,25,1998,1.8,5,5,3,1,1,5,7,71.4,2,1,0,1,0,5,1,0
David Raya,GK,Spain,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tijjani Reijnders,MF,Netherlands,25,1998,5.5,8,6,1,7,0,3,5,60.0,2,5,1,4,6,14,4,0
Mateo Retegui,FW,Italy,24,1999,1.7,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0
Declan Rice,MF,England,25,1999,7.7,19,15,11,6,2,5,8,62.5,3,5,1,4,8,27,10,0
Fabian Rieder,MF,Switzerland,21,2002,2.4,7,3,1,4,2,3,5,60.0,2,2,1,1,0,7,1,0
Andrew Robertson,DF,Scotland,29,1994,3.0,8,5,4,4,0,8,10,80.0,2,2,0,2,1,9,10,1
Rodri,MF,Spain,27,1996,5.8,14,8,4,9,1,4,10,40.0,6,7,4,3,1,15,10,0
Ricardo Rodríguez,DF,Switzerland,31,1992,5.3,7,6,2,3,2,3,4,75.0,1,5,2,3,3,10,19,0
Taras Romanchuk,MF,Poland,32,1991,0.6,2,1,2,0,0,1,2,50.0,1,1,0,1,0,2,1,0
Cristiano Ronaldo,FW,Portugal,38,1985,5.4,1,1,0,0,1,1,1,100.0,0,1,1,0,0,1,1,0
Antonio Rüdiger,DF,Germany,30,1993,5.3,8,4,7,1,0,6,6,100.0,0,10,6,4,2,10,20,0
Fabián Ruiz Peña,MF,Spain,27,1996,6.0,9,6,5,0,4,6,10,60.0,4,3,0,3,4,13,5,1
Adrian Rus,MF,Romania,27,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marcel Sabitzer,"FW,MF",Austria,29,1994,4.0,2,1,0,1,1,2,2,100.0,0,2,0,2,3,5,1,0
Bukayo Saka,"FW,DF",England,22,2001,7.0,5,4,2,3,0,2,3,66.7,1,7,0,7,1,6,12,0
Bartosz Salamon,DF,Poland,32,1991,0.9,3,2,2,1,0,2,2,100.0,0,1,0,1,2,5,7,0
William Saliba,DF,France,22,2001,6.3,5,2,3,2,0,2,3,66.7,1,6,3,3,4,9,30,0
Roland Sallai,MF,Hungary,26,1997,3.0,4,2,1,1,2,1,2,50.0,1,0,0,0,1,5,1,0
Lazar Samardzic,MF,Serbia,21,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Leroy Sané,FW,Germany,28,1996,2.3,1,1,1,0,0,0,5,0.0,5,2,0,2,0,1,0,0
Leo Sauer,FW,Slovakia,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gianluca Scamacca,FW,Italy,25,1999,2.8,1,1,0,0,1,0,0,,0,0,0,0,2,3,1,0
András Schäfer,MF,Hungary,24,1999,3.0,6,3,0,6,0,1,3,33.3,2,4,1,3,1,7,3,0
Fabian Schär,DF,Switzerland,32,1991,5.3,10,4,7,0,3,4,7,57.1,3,6,4,2,9,19,24,0
Patrik Schick,FW,Czechia,28,1996,1.4,1,1,1,0,0,0,3,0.0,3,1,0,1,1,2,4,0
Nico Schlotterbeck,DF,Germany,24,1999,1.3,1,1,0,1,0,0,2,0.0,2,1,0,1,2,3,8,1
Kasper Schmeichel,GK,Denmark,37,1986,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Romano Schmid,"FW,MF",Austria,24,2000,1.6,2,1,0,1,1,1,3,33.3,2,6,0,6,0,2,2,0
Jerdy Schouten,MF,Netherlands,27,1997,5.6,7,3,2,4,1,1,5,20.0,4,5,2,3,5,12,8,0
Ivan Schranz,FW,Slovakia,30,1993,3.7,3,1,3,0,0,1,3,33.3,2,0,0,0,2,5,9,0
Taulant Seferi,FW,Albania,27,1996,1.0,2,2,0,2,0,2,5,40.0,3,0,0,0,2,4,2,0
Nicolas Seiwald,MF,Austria,22,2001,4.0,15,7,5,8,2,4,11,36.4,7,5,1,4,6,21,8,0
Nélson Semedo,DF,Portugal,30,1993,1.1,3,2,2,1,0,2,6,33.3,4,1,0,1,0,3,0,0
Benjamin Šeško,FW,Slovenia,20,2003,4.0,3,1,1,1,1,1,5,20.0,4,3,1,2,0,3,5,0
Petr Ševčík,MF,Czechia,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stephan El Shaarawy,FW,Italy,31,1992,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Lawrence Shankland,FW,Scotland,28,1995,0.3,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,1,0
Mykola Shaparenko,MF,Ukraine,25,1998,2.4,3,0,2,1,0,3,4,75.0,1,4,0,4,3,6,1,0
Xherdan Shaqiri,"MF,FW",Switzerland,32,1991,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Luke Shaw,DF,England,28,1995,2.0,3,2,2,1,0,3,3,100.0,0,2,0,2,2,5,6,0
Vincent Sierro,MF,Switzerland,28,1995,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0
António Silva,DF,Portugal,20,2003,0.8,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,1
Bernardo Silva,"FW,MF",Portugal,29,1994,4.7,5,4,1,3,1,1,6,16.7,5,2,0,2,0,5,3,0
Unai Simón,GK,Spain,26,1997,6.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Xavi Simons,"MF,FW",Netherlands,20,2003,5.0,8,5,3,4,1,5,6,83.3,1,7,0,7,5,13,0,0
Michał Skóraś,DF,Poland,23,2000,0.3,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0
Łukasz Skorupski,GK,Poland,32,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Andreas Skov Olsen,"MF,FW",Denmark,24,1999,1.4,1,1,0,0,1,1,2,50.0,1,2,0,2,0,1,2,0
Milan Škriniar,DF,Slovakia,28,1995,4.3,3,1,3,0,0,2,4,50.0,2,4,4,0,2,5,17,0
Bartosz Slisz,MF,Poland,24,1999,1.2,1,1,0,0,1,0,0,,0,1,0,1,2,3,3,0
Yann Sommer,GK,Switzerland,35,1988,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Deian Sorescu,"MF,DF",Romania,26,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Borna Sosa,DF,Croatia,26,1998,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
Tomáš Souček,MF,Czechia,28,1995,3.0,5,3,2,2,1,3,6,50.0,3,6,2,4,3,8,5,0
Andraž Šporar,FW,Slovenia,29,1994,3.8,2,2,1,0,1,1,1,100.0,0,2,1,1,0,2,4,0
Nicolae Stanciu,"MF,FW",Romania,30,1993,3.9,3,2,1,2,0,1,4,25.0,3,1,1,0,1,4,5,0
Jindřich Staněk,GK,Czechia,27,1996,2.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Josip Stanišić,DF,Croatia,23,2000,2.0,10,8,3,5,2,5,9,55.6,4,3,1,2,4,14,2,0
Renato Steffen,DF,Switzerland,32,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Taras Stepanenko,MF,Ukraine,34,1989,0.9,3,3,3,0,0,3,5,60.0,2,2,1,1,1,4,2,0
Leonidas Stergiou,DF,Switzerland,21,2002,0.5,4,2,3,1,0,1,3,33.3,2,0,0,0,0,4,4,0
Petar Stojanović,MF,Slovenia,28,1995,3.5,6,5,5,1,0,3,8,37.5,5,4,1,3,1,7,4,0
John Stones,DF,England,29,1994,7.7,4,3,2,1,1,2,2,100.0,0,4,4,0,1,5,22,0
Thomas Strakosha,GK,Albania,28,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Dávid Strelec,FW,Slovakia,22,2001,2.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Callum Styles,MF,Hungary,23,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Luka Sučić,"FW,MF",Croatia,21,2002,1.6,0,0,0,0,0,0,0,,0,4,0,4,1,1,1,0
Heorhiy Sudakov,MF,Ukraine,21,2002,2.9,3,1,2,1,0,3,4,75.0,1,4,1,3,0,3,1,0
Pavel Šulc,MF,Czechia,23,2000,0.9,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,2,0
Tomáš Suslov,"FW,MF",Slovakia,21,2002,1.4,4,1,1,3,0,1,4,25.0,3,4,0,4,1,5,0,0
Josip Šutalo,DF,Croatia,23,2000,3.0,5,3,5,0,0,2,3,66.7,1,6,5,1,13,18,7,1
Oleksandr Svatok,DF,Ukraine,29,1994,0.9,0,0,0,0,0,0,0,,0,2,1,1,3,3,2,0
Karol Świderski,FW,Poland,27,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Serhiy Sydorchuk,MF,Ukraine,32,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Attila Szalai,DF,Hungary,26,1998,1.1,2,2,2,0,0,1,3,33.3,2,0,0,0,2,4,2,0
Wojciech Szczęsny,GK,Poland,33,1990,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
Dominik Szoboszlai,MF,Hungary,23,2000,3.0,2,0,0,1,1,0,0,,0,4,1,3,2,4,6,0
Sebastian Szymański,MF,Poland,24,1999,1.2,7,2,5,2,0,5,10,50.0,5,3,1,2,3,10,1,0
Dušan Tadić,MF,Serbia,35,1988,1.7,2,2,0,1,1,0,0,,0,1,0,1,1,3,3,0
Jonathan Tah,DF,Germany,27,1996,3.5,2,1,1,1,0,1,1,100.0,0,2,1,1,4,6,11,0
Maksym Talovierov,MF,Ukraine,23,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aurélien Tchouaméni,MF,France,24,2000,5.2,9,7,3,4,2,3,8,37.5,5,2,1,1,5,14,10,1
Arthur Theate,DF,Belgium,23,2000,2.8,2,2,0,0,2,0,1,0.0,1,5,0,5,2,4,9,0
Marcus Thuram,FW,France,26,1997,2.9,2,2,0,0,2,0,0,,0,6,2,4,0,2,2,0
Youri Tielemans,MF,Belgium,26,1997,1.6,2,2,1,1,0,0,1,0.0,1,3,1,2,1,3,0,0
Kieran Tierney,DF,Scotland,26,1997,1.5,2,1,2,0,0,1,3,33.3,2,1,1,0,0,2,4,0
Ivan Toney,FW,England,27,1996,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Ferrán Torres,"FW,MF",Spain,23,2000,1.7,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,1,0
Cenk Tosun,FW,Türkiye,32,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gernot Trauner,DF,Austria,31,1992,1.0,2,1,2,0,0,0,1,0.0,1,2,2,0,1,3,1,0
Kieran Trippier,DF,England,33,1990,5.0,7,4,3,3,1,3,8,37.5,5,3,1,2,5,12,8,0
Leandro Trossard,FW,Belgium,29,1994,1.9,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,0,0
Anatolii Trubin,GK,Ukraine,22,2001,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,2.1,5,4,5,0,0,3,3,100.0,0,0,0,0,0,5,3,1
Viktor Tsyhankov,FW,Ukraine,26,1997,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Ľubomír Tupta,MF,Slovakia,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oleksandr Tymchyk,DF,Ukraine,27,1997,2.2,10,4,5,5,0,6,12,50.0,6,2,0,2,3,13,6,0
Deniz Undav,MF,Germany,27,1996,0.1,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Dayot Upamecano,DF,France,25,1998,6.3,9,7,6,3,0,5,6,83.3,1,3,1,2,6,15,24,0
Kacper Urbanski,"FW,MF",Poland,19,2004,1.6,2,1,2,0,0,1,3,33.3,2,2,0,2,1,3,2,0
Virgil van Dijk,DF,Netherlands,32,1991,6.0,4,2,4,0,0,1,1,100.0,0,5,4,1,2,6,36,1
Vladyslav Vanat,FW,Ukraine,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Barnabás Varga,FW,Hungary,30,1994,2.8,4,1,1,2,1,2,2,100.0,0,5,1,4,1,5,7,0
Ruben Vargas,"MF,FW",Switzerland,25,1998,3.4,6,5,3,2,1,2,4,50.0,2,5,0,5,2,8,4,1
Denis Vavro,DF,Slovakia,27,1996,4.3,2,1,2,0,0,2,4,50.0,2,6,5,1,2,4,18,0
Joey Veerman,MF,Netherlands,25,1998,2.3,3,1,1,1,1,3,7,42.9,4,4,1,3,1,4,1,0
Miloš Veljković,DF,Serbia,28,1995,3.0,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,6,0
Micky van de Ven,DF,Netherlands,22,2001,0.8,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,5,0
Benjamin Verbič,MF,Slovenia,30,1993,0.8,3,2,1,2,0,1,3,33.3,2,0,0,0,1,4,2,0
Bart Verbruggen,GK,Netherlands,21,2002,6.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,4,0
Jan Vertonghen,DF,Belgium,36,1987,3.0,4,2,1,3,0,0,0,,0,2,1,1,0,4,10,0
Jannik Vestergaard,DF,Denmark,31,1992,4.0,3,3,3,0,0,3,3,100.0,0,3,2,1,4,7,12,0
Žan Vipotnik,FW,Slovenia,21,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Vitinha,MF,Portugal,23,2000,4.0,3,3,0,2,1,1,3,33.3,2,3,1,2,2,5,3,0
