Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,11.1,2,0,0,20,24,3,8,6,11,0,0,0,50,8,23,25.8
Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Bamba Dieng,SEN,"FW,MF",Marseille,Ligue 1,22,2000,2.2,1,0,0,8,6,1,1,0,4,1,0,0,7,9,10,47.4
Bamba Dieng,SEN,FW,Lorient,Ligue 1,22,2000,8.3,1,0,0,21,31,5,5,2,10,0,0,0,18,9,16,36.0
Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31.3,3,0,0,25,10,1,11,35,19,0,0,0,140,80,35,69.6
Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,4.4,1,0,0,11,1,1,4,0,1,0,0,0,8,24,12,66.7
Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,16.7,5,0,0,19,23,2,77,18,12,0,1,1,86,26,17,60.5
Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,36.9,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0
Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,11.8,4,0,0,15,11,2,8,11,19,0,0,0,73,23,20,53.5
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,1.1,0,0,0,1,1,0,5,0,1,0,0,0,10,1,3,25.0
Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,2.6,0,0,0,5,2,2,4,0,5,0,0,0,7,5,13,27.8
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,21.7,2,1,0,23,22,1,2,49,24,0,1,0,109,56,25,69.1
Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,5.6,1,0,0,10,4,3,3,0,0,0,0,0,9,19,21,47.5
Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,2.5,0,0,0,7,4,0,7,4,8,0,0,0,16,4,6,40.0
Issa Diop,FRA,DF,Fulham,Premier League,25,1997,22.4,2,0,0,16,8,3,2,35,19,0,2,0,116,33,24,57.9
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,22,2000,13.6,1,0,0,9,27,2,44,16,11,0,0,0,94,10,6,62.5
Sofiane Diop,FRA,MF,Monaco,Ligue 1,22,2000,0.7,0,0,0,0,2,1,7,1,0,0,0,0,4,2,0,100.0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31.0,2,0,0,0,10,0,0,1,0,0,0,0,49,13,1,92.9
Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,37.0,3,0,0,31,12,0,14,56,20,0,0,0,236,97,41,70.3
Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,22.4,7,0,0,19,18,1,3,23,21,1,1,1,167,28,31,47.5
Djené,TOG,DF,Getafe,La Liga,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9
Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,7.9,1,0,0,11,19,1,12,11,11,0,0,0,56,3,10,23.1
Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,26.9,3,0,0,27,3,1,13,34,25,0,2,0,141,47,50,48.5
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29.7,8,1,0,39,26,2,6,66,36,0,0,0,162,92,35,72.4
Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20.0,3,0,0,15,8,0,0,36,19,0,0,0,112,59,42,58.4
Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,0,0,0,4,3,0,0,0,0,0,0,0,5,5,6,45.5
Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0
Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,
Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,3,0,0,29,52,6,30,14,29,2,0,0,127,9,39,18.8
Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,5,1,1,28,40,0,61,25,22,0,1,0,184,19,13,59.4
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,0,0,0,20,14,0,10,29,23,1,1,0,103,61,49,55.5
Matt Doherty,IRL,"DF,MF",Tottenham,Premier League,30,1992,7.4,0,0,0,11,4,0,18,8,10,0,0,0,31,20,13,60.6
Matt Doherty,IRL,DF,Atlético Madrid,La Liga,30,1992,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.0
Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,0,0,0,16,36,0,24,5,16,0,0,0,89,3,10,23.1
Kasper Dolberg,DEN,FW,Sevilla,La Liga,24,1997,2.2,0,0,0,2,4,0,0,0,0,0,0,0,3,3,4,42.9
Kasper Dolberg,DEN,"FW,MF",Hoffenheim,Bundesliga,24,1997,4.5,0,0,0,5,6,2,1,0,5,0,0,0,6,9,9,50.0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8
John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2
Giulio Donati,ITA,DF,Monza,Serie A,32,1990,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.1
Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,2.4,0,0,0,1,2,3,6,1,1,0,0,0,5,0,3,0.0
Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,37.9,3,0,0,1,4,0,0,0,0,0,1,0,44,7,1,87.5
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,5.4,1,0,0,10,6,0,1,6,12,0,0,0,38,5,7,41.7
Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0
Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,1.0,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,0.0
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,17.0,6,1,0,21,4,8,8,13,20,0,1,0,100,13,30,30.2
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,30.8,10,1,1,38,13,0,6,56,46,0,0,0,220,30,29,50.8
Siriné Doucouré,MLI,"FW,MF",Lorient,Ligue 1,20,2002,1.5,0,0,0,8,9,0,0,1,2,1,0,0,5,5,6,45.5
Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,12.4,5,0,0,37,28,4,30,13,18,0,0,0,64,10,13,43.5
Guela Doué,CIV,"FW,MF",Rennes,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,25.5,5,0,0,30,27,0,11,27,24,0,0,0,148,29,37,43.9
Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,12.8,0,0,0,15,9,0,9,13,16,0,0,0,83,7,22,24.1
Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,19.9,2,1,0,27,20,3,48,27,31,0,0,0,118,18,14,56.3
Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,8.5,2,0,0,8,12,0,3,7,9,0,0,0,44,9,12,42.9
Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,1,0,0,0,6,0,0,1,0,0,0,0,38,8,1,88.9
Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,0,0,0,1,0,0,1,1,4,0,0,0,5,1,0,100.0
Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,2,0,0,26,10,7,5,1,6,0,0,0,38,47,56,45.6
Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,15.2,3,1,0,26,24,2,47,8,17,0,0,0,89,22,28,44.0
Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,4,0,0,3,17,12,164,9,3,1,0,0,98,25,34,42.4
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0
Ondrej Duda,SVK,MF,Köln,Bundesliga,27,1994,7.7,4,0,0,16,18,1,12,2,8,0,0,0,43,5,11,31.3
Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.8
Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3
Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,59.1
Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38.0,2,0,0,1,4,0,0,0,0,0,1,0,27,9,0,100.0
Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.2
Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0
Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,0,0,0,1,1,0,7,0,1,0,0,0,1,0,0,
Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4
Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0
Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0
Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8
Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,
Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0
Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3
Ederson,BRA,GK,Manchester City,Premier League,28,1993,35.0,3,0,0,1,4,0,0,1,1,0,1,0,35,8,1,88.9
Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.8
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20.0,3,0,0,28,17,13,4,3,13,0,0,0,55,41,77,34.7
Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,6.3,0,0,0,1,22,1,11,6,10,1,0,0,30,6,12,33.3
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,6,0,0,31,21,1,12,36,29,0,0,0,142,57,50,53.3
Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9
Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5
Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,0.7,0,0,0,2,2,0,0,2,0,0,0,0,5,1,0,100.0
Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,0,0,0,2,10,1,16,4,4,0,0,0,66,5,3,62.5
Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,6,1,1,32,28,0,4,26,20,0,0,0,126,36,21,63.2
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,0,0,0,15,13,7,2,9,4,0,0,0,42,8,12,40.0
Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1
Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0
Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.3
Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,25,1996,31.4,2,0,0,24,11,1,0,35,24,0,0,0,149,71,48,59.7
Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5
Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,4,0,0,41,18,3,34,27,28,0,0,0,132,37,44,45.7
Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,16.4,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1
Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0
Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,3,0,0,50,56,14,4,5,9,2,1,0,59,33,47,41.3
Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,2,1,0,21,33,0,46,18,33,0,0,0,102,28,27,50.9
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0
Julio Enciso,PAR,"FW,MF",Brighton,Premier League,18,2004,9.0,1,0,0,13,15,3,12,4,4,0,0,0,36,6,8,42.9
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8
Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,5,0,0,26,20,0,101,15,9,0,0,0,74,10,15,40.0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,3,0,0,13,10,3,81,11,18,0,0,0,151,9,13,40.9
Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,2,0,0,21,12,0,2,31,16,0,0,1,126,49,40,55.1
Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1
Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0
Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4
Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4
Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,5,1,1,11,24,2,54,11,12,0,0,0,63,7,4,63.6
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,3,0,0,18,7,0,1,34,13,0,0,1,96,31,26,54.4
Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,4,0,0,42,26,11,101,37,31,1,1,0,191,36,28,56.3
Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,1,0,0,9,7,1,0,18,5,0,0,0,60,26,13,66.7
Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,3,0,0,27,57,4,78,13,24,1,0,0,180,19,32,37.3
Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3
Abde Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0
Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,1,0,0,0,4,0,0,0,0,0,0,0,17,15,1,93.8
Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.8
Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,1,1,0,3,1,0,6,3,2,0,0,0,12,4,3,57.1
Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,2,0,0,22,18,1,10,26,21,1,1,0,80,8,8,50.0
Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,6,1,1,23,17,0,0,41,33,0,0,2,184,58,41,58.6
Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,100.0
Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,13.8,0,0,0,12,35,1,26,1,8,1,0,0,62,0,10,0.0
Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7
Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,46.9
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,2,0,0,1,5,0,0,2,0,0,1,0,45,12,2,85.7
Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0
Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,7,0,0,21,11,4,37,15,24,0,0,0,85,14,21,40.0
Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3
Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,1,1,0,17,16,0,10,9,14,0,0,0,47,3,14,17.6
Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0
Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5
Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,4,0,0,20,13,0,11,7,17,0,0,0,55,14,30,31.8
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1
Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,4,0,0,15,11,4,2,36,23,0,0,0,108,52,30,63.4
Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,3,3,0,10,10,0,2,28,23,0,0,0,80,31,36,46.3
João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,10.5,1,1,0,15,29,7,19,1,7,0,0,0,23,3,14,17.6
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,3,1,0,21,13,0,1,29,20,0,0,0,85,43,46,48.3
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,0,0,0,6,8,0,31,20,9,0,0,0,61,9,6,60.0
Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,1,0,0,9,11,5,2,2,3,0,0,0,25,9,14,39.1
Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,6,0,0,42,39,15,141,25,42,1,0,0,222,18,43,29.5
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,4,0,0,29,14,0,80,54,25,0,0,0,228,38,42,47.5
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,1,0,0,0,0,0,0,2,1,0,0,0,27,3,1,75.0
Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,1,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,6,0,0,17,15,9,0,1,4,0,0,0,35,25,23,52.1
Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,3,0,0,11,22,1,14,16,27,0,0,0,118,7,10,41.2
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,4,0,0,16,11,3,1,27,28,0,1,1,93,52,29,64.2
Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,1,0,0,6,16,4,23,10,6,1,1,0,49,10,5,66.7
Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,3,0,0,0,6,0,0,1,0,0,0,0,35,2,1,66.7
Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,17.5,3,1,0,17,9,0,2,24,23,0,0,1,99,20,13,60.6
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3
Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,3,0,0,8,13,0,6,25,23,0,0,0,70,15,6,71.4
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,0,0,0,2,4,0,1,1,2,0,1,0,7,5,3,62.5
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,7,1,1,47,61,1,30,26,35,0,2,0,278,17,25,40.5
Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19.0,5,0,0,10,19,9,57,5,10,0,0,0,101,3,9,25.0
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,0,0,0,9,6,5,12,7,12,0,0,0,64,15,30,33.3
Junior Firpo,DOM,DF,Leeds United,Premier League,25,1996,15.2,6,1,0,24,8,0,12,24,25,1,1,0,87,17,16,51.5
Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,2,0,0,8,5,0,12,5,6,1,1,0,24,2,6,25.0
Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34.0,0,0,0,0,3,0,0,0,0,0,0,0,69,7,0,100.0
Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,1,0,0,6,4,0,1,4,3,0,0,0,32,14,7,66.7
Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22.0,3,1,0,23,24,2,139,24,30,0,0,0,159,13,34,27.7
Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,1,0,0,2,1,0,22,4,4,0,0,0,14,1,0,100.0
Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,1,0,0,10,29,6,91,5,10,1,0,0,91,19,26,42.2
