Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,,,3,50,17,5.6,0.6,1,45,0,2,3,7,1.33,1,1,0,0.00,0.00,1.1,0.7,+0.4,+0.70,+0.82
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-303,2002,2,16,8,1.8,0.2,0,,0,2,8,1,3.00,1,2,-1,-5.63,-5.83,1.0,0.7,+0.3,+1.60,+2.02
Bence Dárdai,GER,"MF,FW",Wolfsburg,Bundesliga,18-286,2006,2,101,51,12.5,1.1,1,90,1,1,11,7,2.00,1,1,0,0.00,+0.13,1.6,0.6,+1.0,+0.87,+1.22
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-319,1993,12,741,62,68.6,8.2,9,75,0,3,23,0,1.50,5,7,-2,-0.24,-1.04,8.6,7.6,+1.1,+0.13,-0.37
Achraf Dari,MAR,DF,Brest,Ligue 1,25-183,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Matteo Darmian,ITA,DF,Inter,Serie A,34-339,1989,11,655,60,66.2,7.3,8,75,3,3,19,0,2.18,17,6,+11,+1.51,+1.24,10.4,7.0,+3.4,+0.47,-0.65
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-035,1998,8,291,36,35.9,3.2,2,62,0,6,28,0,0.13,4,9,-5,-1.55,+1.05,5.5,8.8,-3.3,-1.01,+0.54
Juan David Cabal,COL,DF,Juventus,Serie A,23-302,2001,7,460,66,46.5,5.1,6,75,3,1,11,4,2.14,13,6,+7,+1.37,+0.52,8.4,4.1,+4.3,+0.83,+0.19
Jonathan David,CAN,FW,Lille,Ligue 1,24-296,2000,10,733,73,81.4,8.1,7,90,6,3,35,0,1.80,14,6,+8,+0.98,+1.52,13.5,9.9,+3.6,+0.44,+0.27
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,24-003,2000,8,646,81,79.8,7.2,7,88,6,1,27,1,2.50,26,7,+19,+2.65,-0.65,17.5,4.9,+12.7,+1.76,+0.22
Ben Davies,WAL,DF,Tottenham,Premier League,31-195,1993,1,30,30,3.3,0.3,0,,0,1,30,5,3.00,3,0,+3,+9.00,+8.17,1.5,0.5,+1.1,+3.15,+2.39
Harvey Davies,ENG,GK,Liverpool,Premier League,21-063,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Keinan Davis,ENG,FW,Udinese,Serie A,26-266,1998,11,435,40,43.9,4.8,3,79,2,8,25,0,1.45,6,9,-3,-0.62,-0.78,5.4,8.2,-2.8,-0.57,0.00
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-298,2000,10,900,90,100.0,10.0,10,90,10,0,,0,0.50,10,21,-11,-1.10,,8.5,22.6,-14.1,-1.41,
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-264,2001,10,869,87,96.6,9.7,10,87,8,0,,0,1.00,10,23,-13,-1.35,+1.56,11.7,19.5,-7.8,-0.80,+1.27
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-169,1995,5,380,76,38.4,4.2,5,76,4,0,,0,1.20,7,6,+1,+0.24,+1.56,4.6,5.6,-0.9,-0.22,+0.56
Craig Dawson,ENG,DF,Wolves,Premier League,34-183,1990,9,661,73,73.4,7.3,7,90,7,2,16,0,0.33,11,18,-7,-0.95,+1.31,7.5,14.1,-6.7,-0.91,-0.07
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-130,1991,4,356,89,39.6,4.0,4,89,2,0,,1,3.00,11,3,+8,+2.02,+1.69,9.0,2.8,+6.1,+1.55,+1.06
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-240,2001,11,766,70,77.4,8.5,10,76,3,1,11,0,2.00,23,9,+14,+1.64,+1.24,15.1,7.9,+7.2,+0.84,-0.42
Jeffrey De Lange,NED,GK,Marseille,Ligue 1,26-218,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-165,1994,11,532,48,49.3,5.9,5,70,1,6,30,0,2.00,11,3,+8,+1.35,+0.86,11.8,4.8,+7.0,+1.18,+0.82
Théo De Percin,MTQ,GK,Auxerre,Ligue 1,23-277,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
Mattia De Sciglio,ITA,DF,Empoli,Serie A,32-016,1992,4,144,36,14.5,1.6,1,90,1,3,18,4,1.50,1,4,-3,-1.87,-2.09,0.8,2.3,-1.5,-0.94,-0.45
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-166,1988,4,247,62,27.4,2.7,3,79,0,1,9,6,2.50,3,1,+2,+0.73,+0.87,2.7,2.1,+0.6,+0.21,+0.26
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-153,1998,2,8,4,0.9,0.1,0,,0,2,4,8,2.00,0,0,0,0.00,-0.10,0.1,0.1,0.0,+0.05,+0.43
Koni De Winter,BEL,DF,Genoa,Serie A,22-146,2002,7,630,90,63.6,7.0,7,90,7,0,,0,0.71,5,15,-10,-1.43,-0.68,7.1,13.9,-6.8,-0.97,-0.63
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-096,1995,9,468,52,47.3,5.2,5,76,3,4,22,2,0.67,2,7,-5,-0.96,-0.10,7.1,7.9,-0.8,-0.15,+0.46
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-221,1996,8,584,73,64.9,6.5,7,80,2,1,22,0,0.88,8,12,-4,-0.62,-0.90,8.9,11.4,-2.5,-0.39,+0.52
Tommaso Del Lungo,ITA,DF,Atalanta,Serie A,20-350,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Enrico Del Prato,ITA,DF,Parma,Serie A,24-361,1999,10,824,82,83.2,9.2,8,90,8,2,52,0,0.80,12,15,-3,-0.33,-0.33,12.8,14.6,-1.8,-0.20,-0.28
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-271,2003,10,706,71,78.4,7.8,9,76,0,1,18,0,0.50,7,16,-9,-1.15,-0.22,6.0,16.1,-10.1,-1.29,+0.57
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23-273,2001,4,170,43,17.2,1.9,2,75,1,2,11,7,1.75,3,3,0,0.00,-1.10,3.4,1.7,+1.7,+0.90,+0.03
Alessandro Dellavalle,ITA,DF,Torino,Serie A,20-178,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Adam Delplace,FRA,GK,Lens,Ligue 1,18-063,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-213,2000,4,38,10,4.7,0.4,0,,0,4,10,5,1.50,0,0,0,0.00,+0.58,1.1,0.9,+0.2,+0.52,+0.69
Ali Dembélé,FRA,DF,Torino,Serie A,20-305,2004,6,59,10,6.0,0.7,0,,0,6,10,5,2.17,1,3,-2,-3.05,-3.15,1.0,2.1,-1.1,-1.71,-1.44
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-174,1997,9,580,64,64.4,6.4,7,76,2,2,23,1,2.56,22,3,+19,+2.95,+2.39,19.1,4.9,+14.2,+2.21,+0.83
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-225,1998,9,455,51,56.2,5.1,5,74,1,4,22,0,1.44,10,10,0,0.00,-0.25,9.2,7.6,+1.6,+0.32,+0.40
Sepp van den Berg,NED,DF,Brentford,Premier League,22-321,2001,8,642,80,71.3,7.1,7,89,6,1,16,1,1.25,14,17,-3,-0.42,-1.12,11.9,12.0,-0.1,-0.02,-0.04
Will Dennis,ENG,GK,Bournemouth,Premier League,24-118,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Rémy Descamps,FRA,GK,Lyon,Ligue 1,28-133,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-212,1994,10,900,90,100.0,10.0,10,90,10,0,,0,0.90,8,20,-12,-1.20,,10.6,16.9,-6.3,-0.63,
Justin Devenny,NIR,MF,Crystal Palace,Premier League,21-025,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Alfie Devine,ENG,MF,Tottenham,Premier League,20-096,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-060,1998,3,46,15,5.1,0.5,0,,0,3,15,2,2.00,1,1,0,0.00,-0.84,0.5,0.4,+0.2,+0.31,-0.15
Gianluca Di Chiara,ITA,"DF,MF",Parma,Serie A,30-315,1993,0,,,,,0,,0,0,,7,,,,,,,,,,,
Raffaele Di Gennaro,ITA,GK,Inter,Serie A,31-033,1993,0,,,,,0,,0,0,,11,,,,,,,,,,,
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-101,1997,9,810,90,81.8,9.0,9,90,9,0,,2,1.89,16,7,+9,+1.00,-0.50,12.7,7.2,+5.5,+0.61,-0.67
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-093,1993,11,990,90,100.0,11.0,11,90,11,0,,0,2.27,18,8,+10,+0.91,,16.7,9.3,+7.4,+0.67,
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,25-110,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-355,1996,10,631,63,63.7,7.0,8,69,1,2,38,1,1.90,16,8,+8,+1.14,+0.64,12.6,5.9,+6.7,+0.96,+0.22
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-044,2005,7,109,16,12.1,1.2,0,,0,7,16,3,1.00,3,3,0,0.00,-0.11,2.9,2.1,+0.8,+0.68,+1.20
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-304,2001,10,900,90,100.0,10.0,10,90,10,0,,0,1.80,16,9,+7,+0.70,,16.6,12.7,+3.9,+0.39,
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-321,2003,9,666,74,74.0,7.4,9,74,0,0,,0,1.56,12,9,+3,+0.41,+1.17,8.3,10.0,-1.7,-0.23,+0.56
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-117,2002,8,392,49,43.6,4.4,4,79,1,4,20,2,1.00,5,4,+1,+0.23,+0.94,8.9,7.5,+1.3,+0.31,+0.45
Tidiane Diallo,FRA,FW,Strasbourg,Ligue 1,18-161,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Assane Diao,ESP,FW,Betis,La Liga,19-059,2005,6,234,39,21.7,2.6,2,77,1,4,20,6,1.83,2,3,-1,-0.38,-0.70,3.1,4.4,-1.3,-0.58,-1.06
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-307,2004,10,838,84,93.1,9.3,10,84,6,0,,0,1.30,18,18,0,0.00,0.00,16.0,16.7,-0.8,-0.08,-0.05
Moussa Diarra,MLI,DF,Alavés,La Liga,23-361,2000,8,560,70,51.9,6.2,6,85,5,2,24,4,0.50,6,12,-6,-0.96,-1.14,5.9,10.0,-4.1,-0.65,-0.68
Rúben Dias,POR,DF,Manchester City,Premier League,27-175,1997,9,727,81,80.8,8.1,8,90,8,1,7,0,2.56,18,8,+10,+1.24,+1.24,16.2,7.8,+8.4,+1.04,+0.68
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-254,1999,5,195,39,21.7,2.2,1,90,1,4,26,2,1.40,0,2,-2,-0.92,-2.20,1.9,2.1,-0.2,-0.10,-1.37
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-269,2000,1,4,4,0.4,0.0,0,,0,1,4,0,0.00,0,1,-1,-22.50,-21.40,0.0,0.8,-0.8,-17.74,-17.19
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-262,2005,2,16,8,1.8,0.2,0,,0,2,8,3,0.00,0,1,-1,-5.63,-5.93,0.1,0.4,-0.2,-1.28,-1.70
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-094,1999,6,134,22,13.5,1.5,2,35,0,4,16,0,1.83,4,3,+1,+0.67,-0.27,3.7,1.7,+2.0,+1.34,+0.78
Luis Díaz,COL,FW,Liverpool,Premier League,27-297,1997,10,558,56,62.0,6.2,7,70,1,3,23,0,2.50,15,3,+12,+1.94,+1.67,12.1,4.3,+7.8,+1.25,+0.66
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-153,1998,2,51,26,5.2,0.6,1,45,0,1,6,9,1.00,0,0,0,0.00,-0.19,0.0,0.6,-0.5,-0.95,-0.85
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-238,2006,10,525,53,58.3,5.8,6,72,1,4,24,0,0.40,7,13,-6,-1.03,+0.41,8.3,13.4,-5.1,-0.88,+0.28
Diego,ESP,"FW,MF",Leganés,La Liga,24-201,2000,6,185,31,17.1,2.1,2,77,1,4,8,5,1.17,2,3,-1,-0.49,-0.18,1.3,3.2,-1.9,-0.92,-0.12
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-344,2004,1,26,26,3.2,0.3,0,,0,1,26,1,0.00,0,0,0,0.00,-0.11,0.2,0.1,+0.1,+0.28,+0.13
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-227,2000,6,226,38,25.1,2.5,2,83,1,4,15,0,1.50,4,4,0,0.00,+0.67,3.4,4.5,-1.2,-0.47,+0.04
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-295,1994,4,46,12,5.7,0.5,0,,0,4,12,5,2.50,1,1,0,0.00,-2.95,2.0,0.7,+1.3,+2.54,+0.87
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-108,1993,10,768,77,85.3,8.5,10,77,3,0,,0,1.80,11,13,-2,-0.23,-2.96,11.5,9.4,+2.1,+0.24,-0.84
Federico Dimarco,ITA,DF,Inter,Serie A,26-361,1997,11,874,79,88.3,9.7,11,79,5,0,,0,2.18,22,10,+12,+1.24,+1.24,17.4,10.4,+7.0,+0.73,+0.29
Stole Dimitrievski,MKD,GK,Valencia,La Liga,30-316,1993,0,,,,,0,,0,0,,11,,,,,,,,,,,
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-350,2000,5,236,47,29.1,2.6,2,69,0,3,33,2,1.60,6,4,+2,+0.76,-0.33,4.6,5.0,-0.3,-0.13,-0.65
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-328,2001,8,493,62,60.9,5.5,6,69,1,2,40,0,1.63,8,8,0,0.00,-0.57,8.6,5.4,+3.2,+0.58,-0.01
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-210,2001,8,655,82,72.8,7.3,7,90,7,1,25,0,1.25,14,13,+1,+0.14,+0.87,12.1,14.4,-2.2,-0.31,-0.33
Lois Diony,FRA,FW,Angers,Ligue 1,31-321,1992,1,21,21,2.3,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+0.51,0.1,0.3,-0.2,-0.86,-0.37
Edan Diop,FRA,MF,Monaco,Ligue 1,20-069,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Issa Diop,FRA,DF,Fulham,Premier League,27-301,1997,7,393,56,43.7,4.4,4,90,4,3,11,3,1.57,5,5,0,0.00,-0.18,5.1,4.7,+0.3,+0.07,-0.58
Sérigné Diop,SEN,FW,Brest,Ligue 1,19-177,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-149,2000,7,98,14,10.9,1.1,0,,0,7,14,0,1.71,3,0,+3,+2.76,+1.97,2.6,1.0,+1.6,+1.54,+1.08
Andy Diouf,FRA,MF,Lens,Ligue 1,21-172,2003,10,803,80,89.2,8.9,9,87,4,1,19,0,1.40,8,7,+1,+0.11,-0.82,12.4,11.7,+0.7,+0.07,-1.04
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-355,1999,10,900,90,100.0,10.0,10,90,10,0,,0,1.40,16,15,+1,+0.10,,11.9,15.7,-3.8,-0.38,
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-046,1997,3,13,4,1.4,0.1,0,,0,3,4,7,1.33,1,1,0,0.00,+0.10,1.1,0.6,+0.4,+2.98,+3.24
Axel Disasi,FRA,DF,Chelsea,Premier League,26-239,1998,2,94,47,10.4,1.0,1,60,0,1,34,4,3.00,0,0,0,0.00,-0.89,1.2,1.9,-0.6,-0.59,-1.17
Roman Dixon,ENG,DF,Everton,Premier League,19-315,2004,1,90,90,10.0,1.0,1,90,1,0,,5,0.00,0,4,-4,-4.00,-3.67,1.0,2.4,-1.5,-1.45,-1.14
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-081,1999,8,301,38,27.9,3.3,3,59,0,5,25,2,1.75,2,4,-2,-0.60,-1.52,4.5,4.2,+0.3,+0.09,-0.44
Djené,TOG,DF,Getafe,La Liga,32-310,1991,12,947,79,87.7,10.5,12,79,8,0,,0,0.83,7,8,-1,-0.10,+0.58,10.9,9.7,+1.2,+0.12,-0.34
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-260,1993,10,900,90,90.9,10.0,10,90,10,0,,0,1.90,24,13,+11,+1.10,-2.90,17.4,10.0,+7.4,+0.74,-2.15
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-286,1992,6,540,90,50.0,6.0,6,90,6,0,,6,1.00,9,9,0,0.00,+0.67,4.5,10.2,-5.7,-0.94,-0.25
Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,22-231,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-142,1998,9,754,84,93.1,8.4,9,84,4,0,,0,1.78,13,11,+2,+0.24,+0.24,12.5,7.9,+4.6,+0.55,-0.47
Dodô,BRA,DF,Fiorentina,Serie A,25-354,1998,11,990,90,100.0,11.0,11,90,11,0,,0,2.00,22,9,+13,+1.18,,17.2,10.8,+6.4,+0.59,
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-128,1998,9,810,90,100.0,9.0,9,90,9,0,,0,1.67,9,8,+1,+0.11,,8.6,10.2,-1.5,-0.17,
Matt Doherty,IRL,DF,Wolves,Premier League,32-294,1992,4,210,53,23.3,2.3,2,90,2,2,15,6,0.25,2,9,-7,-3.00,-2.22,2.6,4.0,-1.4,-0.61,+0.36
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22-162,2002,8,407,51,45.2,4.5,5,72,1,3,15,1,2.13,10,6,+4,+0.88,-0.21,9.4,3.8,+5.7,+1.25,+0.63
Jaume Doménech,ESP,GK,Valencia,La Liga,34-000,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marc Domenech,ESP,FW,Mallorca,La Liga,18-309,2006,3,115,38,10.6,1.3,2,53,0,1,9,7,1.33,1,1,0,0.00,-0.09,1.1,0.8,+0.3,+0.23,-0.01
Álex Domínguez,ESP,GK,Toulouse,Ligue 1,26-098,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21-047,2003,1,62,62,6.9,0.7,1,62,0,0,,6,1.00,2,0,+2,+2.90,+3.01,0.6,0.3,+0.3,+0.47,+0.48
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-268,2001,6,344,57,31.9,3.8,4,79,3,2,15,5,1.67,7,6,+1,+0.26,+0.63,4.1,4.2,-0.1,-0.04,-0.46
Israel Domínguez,ESP,FW,Sevilla,La Liga,21-182,2003,1,18,18,1.7,0.2,0,,0,1,18,0,0.00,0,0,0,0.00,+0.42,0.8,0.0,+0.8,+4.19,+4.50
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-130,1998,8,447,56,49.7,5.0,5,76,3,3,23,2,2.13,7,3,+4,+0.81,+0.21,6.7,5.5,+1.2,+0.24,-0.32
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-218,2005,3,172,57,15.9,1.9,2,71,0,1,30,9,2.00,8,4,+4,+2.09,-0.38,4.3,4.3,0.0,+0.01,-1.69
Antonio Donnarumma,ITA,GK,Torino,Serie A,34-121,1990,0,,,,,0,,0,0,,11,,,,,,,,,,,
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-254,1999,7,630,90,70.0,7.0,7,90,7,0,,1,2.71,24,6,+18,+2.57,+1.57,19.9,5.8,+14.1,+2.02,+0.34
Ifenna Dorgu,DEN,FW,Genoa,Serie A,18-074,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-010,2004,10,850,85,85.9,9.4,10,85,8,0,,0,0.70,4,20,-16,-1.69,-1.69,9.0,15.4,-6.4,-0.67,-0.62
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-295,1998,1,32,32,4.0,0.4,0,,0,1,32,0,1.00,0,0,0,0.00,+0.81,0.1,0.7,-0.6,-1.79,-1.66
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-295,1998,5,264,53,32.6,2.9,3,74,0,2,22,0,0.80,2,2,0,0.00,0.00,3.3,2.9,+0.4,+0.14,+0.16
Alberto Dossena,ITA,DF,Como,Serie A,26-023,1998,10,868,87,87.7,9.6,10,87,7,0,,1,0.90,12,17,-5,-0.52,+3.17,10.8,12.3,-1.4,-0.15,+0.18
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-309,1993,8,565,71,62.8,6.3,7,80,4,1,8,1,1.13,5,10,-5,-0.80,-0.26,6.1,10.5,-4.4,-0.70,-0.73
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-302,2000,4,104,26,11.6,1.2,1,45,0,3,20,1,0.75,1,1,0,0.00,+0.57,1.8,1.7,+0.1,+0.05,+0.29
Sékou Doucoure,FRA,DF,Nantes,Ligue 1,19-193,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-155,2005,7,281,40,31.2,3.1,2,77,1,5,25,1,2.71,8,4,+4,+1.28,-1.19,8.1,3.1,+5.0,+1.60,-0.46
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-019,2002,9,810,90,90.0,9.0,9,90,9,0,,0,1.44,17,15,+2,+0.22,+2.22,14.6,13.8,+0.8,+0.09,+1.65
Douglas,BRA,MF,Nantes,Ligue 1,27-297,1997,8,667,83,74.1,7.4,8,83,4,0,,1,0.75,8,11,-3,-0.40,-0.79,8.7,10.9,-2.2,-0.30,-0.30
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-104,2003,9,765,85,85.0,8.5,9,85,6,0,,0,1.44,16,15,+1,+0.12,+0.78,14.2,13.2,+1.0,+0.12,+1.31
Issa Doumbia,CIV,MF,Venezia,Serie A,21-020,2003,6,146,24,14.7,1.6,1,60,0,5,17,5,0.67,2,3,-1,-0.62,+0.24,1.8,2.7,-0.9,-0.55,-0.04
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-261,2003,7,308,44,34.2,3.4,3,74,1,4,21,0,1.43,4,4,0,0.00,+0.46,3.3,6.5,-3.2,-0.95,-0.57
Amidou Doumbouya,FRA,MF,Nice,Ligue 1,17-092,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-095,1999,12,460,38,42.6,5.1,4,69,0,8,23,0,1.33,10,8,+2,+0.39,+0.97,8.7,6.0,+2.7,+0.53,+0.44
Artem Dovbyk,UKR,FW,Roma,Serie A,27-137,1997,10,863,86,87.2,9.6,10,86,6,0,,0,1.00,11,12,-1,-0.10,+0.60,13.4,14.0,-0.6,-0.06,-0.11
Flynn Downes,ENG,MF,Southampton,Premier League,25-290,1999,10,896,90,99.6,10.0,10,90,9,0,,0,0.40,7,19,-12,-1.21,-1.21,11.2,20.7,-9.5,-0.95,+10.03
Tommy Doyle,ENG,MF,Wolves,Premier League,23-019,2001,8,266,33,29.6,3.0,2,76,1,6,19,2,0.38,2,7,-5,-1.69,-0.56,2.2,6.2,-4.0,-1.35,-0.66
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-276,2002,3,190,63,21.1,2.1,2,90,2,1,10,7,2.00,5,3,+2,+0.95,-0.19,4.3,3.8,+0.5,+0.23,-0.78
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-275,1993,9,810,90,100.0,9.0,9,90,9,0,,0,0.11,9,29,-20,-2.22,,11.3,23.5,-12.2,-1.36,
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-244,2005,7,344,49,42.5,3.8,5,54,1,2,38,2,1.00,5,12,-7,-1.83,-2.02,4.8,11.0,-6.2,-1.63,-1.51
Domingos Duarte,POR,DF,Getafe,La Liga,29-240,1995,0,,,,,0,,0,0,,12,,,,,,,,,,,
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,35-295,1989,0,,,,,0,,0,0,,6,,,,,,,,,,,
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-243,1994,9,726,81,89.6,8.1,9,81,3,0,,0,1.33,14,17,-3,-0.37,+1.77,11.3,12.3,-1.1,-0.13,+0.07
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-336,1994,8,623,78,62.9,6.9,7,83,3,1,45,0,1.50,11,10,+1,+0.14,+2.35,9.0,9.3,-0.3,-0.04,+1.42
Denzel Dumfries,NED,DF,Inter,Serie A,28-201,1996,9,390,43,39.4,4.3,3,81,2,6,25,2,2.00,10,8,+2,+0.46,-1.04,10.3,5.9,+4.4,+1.02,+0.54
Alfred Duncan,GHA,MF,Venezia,Serie A,31-240,1993,8,590,74,59.6,6.6,7,82,5,1,14,0,0.63,6,14,-8,-1.22,-1.00,5.9,9.7,-3.8,-0.59,-0.17
Lewis Dunk,ENG,DF,Brighton,Premier League,32-350,1991,8,705,88,78.3,7.8,8,88,7,0,,0,1.88,13,10,+3,+0.38,+0.38,11.8,13.3,-1.5,-0.19,+0.07
Maxime Dupé,FRA,GK,Nice,Ligue 1,31-246,1993,0,,,,,0,,0,0,,10,,,,,,,,,,,
Jhon Durán,COL,FW,Aston Villa,Premier League,20-328,2003,10,263,26,29.2,2.9,0,,0,10,26,0,1.80,7,8,-1,-0.34,-0.77,4.4,4.8,-0.4,-0.14,-0.72
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-164,2001,5,185,37,17.1,2.1,2,70,0,3,15,6,2.00,2,2,0,0.00,+0.20,2.2,1.9,+0.3,+0.15,-0.15
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-184,2006,1,25,25,3.1,0.3,0,,0,1,25,4,3.00,2,0,+2,+7.20,+7.20,1.2,0.1,+1.1,+4.03,+3.72
Hugo Duro,ESP,FW,Valencia,La Liga,24-361,1999,9,703,78,71.0,7.8,8,86,5,1,17,0,0.44,6,14,-8,-1.02,-0.71,6.1,13.8,-7.7,-0.98,-0.28
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-116,1997,5,327,65,36.3,3.6,4,78,2,1,16,2,1.60,7,3,+4,+1.10,+2.04,4.8,4.3,+0.6,+0.16,+0.60
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-356,1993,9,531,59,53.6,5.9,6,76,1,3,26,1,1.00,7,8,-1,-0.17,+0.03,8.9,9.0,-0.1,-0.01,+0.08
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-235,2005,3,172,57,19.1,1.9,2,82,1,1,9,5,0.00,1,7,-6,-3.14,-1.16,0.7,3.5,-2.8,-1.44,-0.16
