Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Alphadjo Cissè,ITA,MF,Hellas Verona,Serie A,18-017,2006,0.0,0,1,1,100.0,45.00,45.00,0.00,0.00,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Seydouba Cissé,GUI,MF,Leganés,La Liga,23-272,2001,9.1,0,7,0,0.0,0.77,0.00,0.00,,25.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Harry Clarke,ENG,DF,Ipswich Town,Premier League,23-251,2001,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jack Clarke,ENG,FW,Ipswich Town,Premier League,23-351,2000,3.8,0,6,0,0.0,1.60,0.00,0.00,,17.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Alexis Claude-Maurice,FRA,"FW,MF",Augsburg,Bundesliga,26-155,1998,2.5,3,6,3,50.0,2.40,1.20,0.50,1.00,20.9,0,0,0,0.4,0.4,0.07,+2.6,+2.6
Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,32-044,1992,7.8,1,9,2,22.2,1.15,0.26,0.11,0.50,19.7,2,0,0,0.7,0.7,0.08,+0.3,+0.3
Silvi Clúa,ESP,MF,Girona,La Liga,19-284,2005,1.5,0,1,0,0.0,0.66,0.00,0.00,,34.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,Premier League,33-217,1991,2.6,0,1,0,0.0,0.38,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Conor Coady,ENG,DF,Leicester City,Premier League,31-257,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcus Coco,FRA,DF,Nantes,Ligue 1,28-137,1996,4.8,0,1,0,0.0,0.21,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Saúl Coco,EQG,DF,Torino,Serie A,25-273,1999,10.0,2,7,4,57.1,0.70,0.40,0.29,0.50,21.1,2,0,0,0.4,0.4,0.06,+1.6,+1.6
Séamus Coleman,IRL,DF,Everton,Premier League,36-028,1988,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6
Nathan Collins,IRL,DF,Brentford,Premier League,23-192,2001,10.0,1,9,4,44.4,0.90,0.40,0.11,0.25,8.5,0,0,0,1.8,1.8,0.20,-0.8,-0.8
Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,20-303,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Toby Collyer,ENG,MF,Manchester Utd,Premier League,20-310,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lorenzo Colombo,ITA,"FW,MF",Empoli,Serie A,22-245,2002,7.5,2,15,2,13.3,2.00,0.27,0.07,0.50,16.9,0,1,1,2.6,1.8,0.12,-0.6,-0.8
Andrea Colpani,ITA,"FW,MF",Fiorentina,Serie A,25-181,1999,8.6,2,24,9,37.5,2.78,1.04,0.08,0.22,19.4,1,0,0,1.7,1.7,0.07,+0.3,+0.3
Levi Colwill,ENG,DF,Chelsea,Premier League,21-256,2003,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,8.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,28-148,1996,4.8,3,15,8,53.3,3.13,1.67,0.20,0.38,16.1,0,0,0,1.1,1.1,0.07,+1.9,+1.9
Eray Cömert,SUI,"MF,DF",Valladolid,La Liga,26-278,1998,8.9,0,7,0,0.0,0.79,0.00,0.00,,22.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Santi Comesaña,ESP,MF,Villarreal,La Liga,28-034,1996,9.2,1,7,1,14.3,0.76,0.11,0.14,1.00,13.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5
Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,19-262,2005,8.5,0,1,1,100.0,0.12,0.12,0.00,0.00,14.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Francisco Conceição,POR,FW,Juventus,Serie A,21-330,2002,4.0,1,12,4,33.3,2.98,0.99,0.08,0.25,18.5,0,0,0,0.5,0.5,0.04,+0.5,+0.5
Diego Conde,ESP,GK,Villarreal,La Liga,26-011,1998,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tomás Conechny,ARG,"FW,MF",Alavés,La Liga,26-223,1998,5.0,1,14,7,50.0,2.79,1.40,0.07,0.14,17.6,1,0,0,1.3,1.3,0.09,-0.3,-0.3
Sirlord Conteh,GER,"FW,DF",Heidenheim,Bundesliga,28-122,1996,2.3,0,3,1,33.3,1.29,0.43,0.00,0.00,10.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Lewis Cook,ENG,MF,Bournemouth,Premier League,27-279,1997,9.9,1,5,2,40.0,0.50,0.20,0.20,0.50,23.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Copete,ESP,DF,Mallorca,La Liga,25-029,1999,4.4,0,4,2,50.0,0.90,0.45,0.00,0.00,9.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Diego Coppola,ITA,DF,Hellas Verona,Serie A,20-316,2003,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Derek Cornelius,CAN,DF,Marseille,Ligue 1,26-349,1997,5.7,0,1,0,0.0,0.17,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Maxwel Cornet,CIV,FW,Southampton,Premier League,28-042,1996,0.8,0,1,0,0.0,1.25,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Pierre Cornud,FRA,DF,Saint-Étienne,Ligue 1,27-332,1996,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,29-244,1995,3.3,2,17,5,29.4,5.22,1.54,0.12,0.40,13.4,0,0,0,3.2,3.2,0.19,-1.2,-1.2
Joaquín Correa,ARG,"MF,FW",Inter,Serie A,30-087,1994,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,14.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Thierry Correia,POR,DF,Valencia,La Liga,25-244,1999,8.5,0,7,3,42.9,0.82,0.35,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Danny da Costa,GER,DF,Mainz 05,Bundesliga,31-118,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Costa,POR,MF,Lens,Ligue 1,23-308,2001,1.7,0,3,1,33.3,1.79,0.60,0.00,0.00,19.6,0,0,0,0.6,0.6,0.19,-0.6,-0.6
Logan Costa,CPV,DF,Villarreal,La Liga,23-221,2001,7.2,1,3,2,66.7,0.42,0.28,0.33,0.50,8.9,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Logan Costa,CPV,DF,Toulouse,Ligue 1,23-221,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samu Costa,POR,MF,Mallorca,La Liga,23-347,2000,10.2,0,15,5,33.3,1.47,0.49,0.00,0.00,20.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Vladimír Coufal,CZE,DF,West Ham,Premier League,32-078,1992,2.2,0,1,0,0.0,0.45,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Lassana Coulibaly,MLI,MF,Lecce,Serie A,28-212,1996,6.5,0,2,1,50.0,0.31,0.15,0.00,0.00,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Lasso Coulibaly,GHA,"FW,MF",Auxerre,Ligue 1,22-020,2002,0.4,1,2,1,50.0,4.74,2.37,0.50,1.00,11.8,0,0,0,0.2,0.2,0.11,+0.8,+0.8
Soumaïla Coulibaly,FRA,DF,Brest,Ligue 1,21-025,2003,3.6,0,2,0,0.0,0.56,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tanguy Coulibaly,FRA,FW,Montpellier,Ligue 1,23-264,2001,4.3,0,7,2,28.6,1.64,0.47,0.00,0.00,16.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Woyo Coulibaly,FRA,DF,Parma,Serie A,25-172,1999,9.1,0,2,0,0.0,0.22,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,32-181,1992,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yan Couto,BRA,DF,Dortmund,Bundesliga,22-158,2002,2.6,0,1,1,100.0,0.38,0.38,0.00,0.00,23.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,25-305,1999,5.3,0,3,2,66.7,0.56,0.37,0.00,0.00,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Aaron Cresswell,ENG,DF,West Ham,Premier League,34-329,1989,0.3,0,1,0,0.0,3.10,0.00,0.00,,31.6,1,0,0,0.0,0.0,0.03,0.0,0.0
Charlie Cresswell,ENG,DF,Toulouse,Ligue 1,22-083,2002,6.8,0,9,3,33.3,1.32,0.44,0.00,0.00,8.7,0,0,0,1.3,1.3,0.14,-1.3,-1.3
Bryan Cristante,ITA,MF,Roma,Serie A,29-250,1995,8.2,1,12,2,16.7,1.46,0.24,0.08,0.50,15.6,0,0,0,0.7,0.7,0.06,+0.3,+0.3
Domen Črnigoj,SVN,MF,Venezia,Serie A,28-356,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,32-103,1992,4.2,0,3,0,0.0,0.71,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Juan Cruz,ESP,"FW,MF",Leganés,La Liga,24-197,2000,7.7,4,17,8,47.1,2.20,1.04,0.24,0.50,21.0,1,0,0,1.3,1.3,0.07,+2.7,+2.7
Juan Cuadrado,COL,"DF,MF",Atalanta,Serie A,36-166,1988,1.6,0,5,1,20.0,3.15,0.63,0.00,0.00,13.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Pau Cubarsí,ESP,DF,Barcelona,La Liga,17-291,2007,10.4,0,3,0,0.0,0.29,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Marc Cucurella,ESP,DF,Chelsea,Premier League,26-109,1998,7.2,0,1,0,0.0,0.14,0.00,0.00,,27.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Jorge Cuenca,ESP,DF,Fulham,Premier League,24-357,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matheus Cunha,BRA,"MF,FW",Wolves,Premier League,25-165,1999,8.9,4,29,10,34.5,3.27,1.13,0.14,0.40,18.5,1,0,0,2.3,2.3,0.08,+1.7,+1.7
Patrick Cutrone,ITA,FW,Como,Serie A,26-310,1998,10.4,4,31,13,41.9,2.98,1.25,0.13,0.31,17.5,0,0,1,3.5,2.7,0.09,+0.5,+1.3
Tomáš Čvančara,CZE,"FW,MF",Gladbach,Bundesliga,24-087,2000,2.1,1,9,4,44.4,4.29,1.90,0.11,0.25,12.7,0,0,0,1.4,1.4,0.15,-0.4,-0.4
Wylan Cyprien,FRA,MF,Parma,Serie A,29-285,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,36-060,1988,2.3,0,2,1,50.0,0.88,0.44,0.00,0.00,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Lucas Da Cunha,FRA,"MF,FW",Como,Serie A,23-152,2001,4.9,1,7,2,28.6,1.43,0.41,0.14,0.50,20.6,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,28-312,1996,2.2,1,4,2,50.0,1.82,0.91,0.25,0.50,18.8,0,0,0,0.4,0.4,0.10,+0.6,+0.6
Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,22-247,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thijs Dallinga,NED,"FW,MF",Bologna,Serie A,24-097,2000,1.9,0,4,1,25.0,2.11,0.53,0.00,0.00,8.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Diogo Dalot,POR,DF,Manchester Utd,Premier League,25-235,1999,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,15.9,0,0,0,0.7,0.7,0.22,-0.7,-0.7
Mikkel Damsgaard,DEN,"MF,FW",Brentford,Premier League,24-128,2000,7.8,0,6,3,50.0,0.77,0.39,0.00,0.00,14.8,1,0,0,0.7,0.7,0.12,-0.7,-0.7
Flavius Daniliuc,AUT,DF,Hellas Verona,Serie A,23-195,2001,5.2,0,1,0,0.0,0.19,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Danilo,BRA,MF,Nott'ham Forest,Premier League,23-193,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danilo,BRA,DF,Juventus,Serie A,33-116,1991,3.5,0,1,0,0.0,0.29,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Arnaut Danjuma,NED,FW,Villarreal,La Liga,27-282,1997,2.2,2,6,3,50.0,2.70,1.35,0.33,0.67,13.9,0,0,0,0.8,0.8,0.14,+1.2,+1.2
Arnaut Danjuma,NED,"FW,MF",Girona,La Liga,27-282,1997,5.7,0,10,4,40.0,1.76,0.71,0.00,0.00,16.0,0,0,0,1.0,1.0,0.10,-1.0,-1.0
Kévin Danois,FRA,"MF,DF",Auxerre,Ligue 1,20-133,2004,6.0,0,8,0,0.0,1.34,0.00,0.00,,18.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Kevin Danso,AUT,DF,Lens,Ligue 1,26-050,1998,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,10.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Dante,BRA,DF,Nice,Ligue 1,41-021,1983,7.3,0,4,0,0.0,0.55,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,,,0.6,1,5,2,40.0,9.00,3.60,0.20,0.50,11.5,0,0,0,1.0,1.0,0.20,0.0,0.0
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-306,2002,0.2,0,1,0,0.0,5.63,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Bence Dárdai,GER,"MF,FW",Wolfsburg,Bundesliga,18-289,2006,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-322,1993,8.2,0,8,3,37.5,0.97,0.36,0.00,0.00,21.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Matteo Darmian,ITA,DF,Inter,Serie A,34-342,1989,7.3,1,6,1,16.7,0.82,0.14,0.17,1.00,17.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-038,1998,3.2,1,7,4,57.1,2.16,1.24,0.14,0.25,14.1,0,0,1,2.7,1.9,0.28,-1.7,-0.9
Juan David Cabal,COL,DF,Juventus,Serie A,23-305,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jonathan David,CAN,FW,Lille,Ligue 1,24-299,2000,8.1,7,20,9,45.0,2.46,1.11,0.25,0.56,13.4,0,2,2,5.2,3.6,0.18,+1.8,+1.4
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,24-006,2000,7.2,0,7,1,14.3,0.98,0.14,0.00,0.00,23.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Ben Davies,WAL,DF,Tottenham,Premier League,31-198,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Keinan Davis,ENG,FW,Udinese,Serie A,26-269,1998,4.8,1,11,3,27.3,2.28,0.62,0.09,0.33,9.3,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-301,2000,10.0,1,8,2,25.0,0.80,0.20,0.13,0.50,20.0,1,0,0,0.5,0.5,0.07,+0.5,+0.5
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-267,2001,9.7,5,22,6,27.3,2.28,0.62,0.18,0.67,20.8,1,1,1,3.0,2.2,0.10,+2.0,+1.8
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-172,1995,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Craig Dawson,ENG,DF,Wolves,Premier League,34-186,1990,7.3,0,4,1,25.0,0.54,0.14,0.00,0.00,8.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-133,1991,4.0,1,14,3,21.4,3.54,0.76,0.07,0.33,24.9,2,0,0,1.2,1.2,0.09,-0.2,-0.2
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-243,2001,8.5,2,17,7,41.2,2.00,0.82,0.12,0.29,12.9,0,0,0,1.8,1.8,0.11,+0.2,+0.2
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-168,1994,5.9,0,1,0,0.0,0.17,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Mattia De Sciglio,ITA,DF,Empoli,Serie A,32-019,1992,1.6,0,1,1,100.0,0.62,0.62,0.00,0.00,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-169,1988,2.7,0,1,0,0.0,0.36,0.00,0.00,,13.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-156,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Koni De Winter,BEL,DF,Genoa,Serie A,22-149,2002,7.0,1,5,3,60.0,0.71,0.43,0.20,0.33,8.5,0,0,0,0.6,0.6,0.11,+0.4,+0.4
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-099,1995,5.2,0,7,0,0.0,1.35,0.00,0.00,,14.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-224,1996,6.5,3,7,2,28.6,1.08,0.31,0.00,0.00,25.3,0,3,4,3.6,0.5,0.06,-0.6,-0.5
Enrico Del Prato,ITA,DF,Parma,Serie A,24-364,1999,9.2,2,3,2,66.7,0.33,0.22,0.67,1.00,10.4,0,0,0,0.2,0.2,0.07,+1.8,+1.8
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-274,2003,7.8,5,16,8,50.0,2.04,1.02,0.31,0.63,16.3,0,0,0,1.5,1.5,0.09,+3.5,+3.5
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23-276,2001,1.9,0,2,0,0.0,1.06,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-216,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ali Dembélé,FRA,DF,Torino,Serie A,20-308,2004,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-177,1997,6.4,5,30,16,53.3,4.66,2.48,0.17,0.31,16.2,0,0,0,4.1,4.1,0.14,+0.9,+0.9
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-228,1998,5.1,5,13,7,53.8,2.57,1.38,0.38,0.71,13.2,0,0,1,2.6,1.6,0.13,+2.4,+3.4
Sepp van den Berg,NED,DF,Brentford,Premier League,22-324,2001,7.1,0,5,3,60.0,0.70,0.42,0.00,0.00,11.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-215,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-063,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-104,1997,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-096,1993,11.0,3,8,4,50.0,0.73,0.36,0.38,0.75,10.9,0,0,0,1.9,1.9,0.27,+1.1,+1.1
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-358,1996,7.0,4,12,7,58.3,1.71,1.00,0.33,0.57,12.6,0,0,0,2.6,2.6,0.22,+1.4,+1.4
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-047,2005,1.2,0,3,2,66.7,2.48,1.65,0.00,0.00,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-307,2001,10.0,1,4,2,50.0,0.40,0.20,0.25,0.50,8.1,0,0,0,0.9,0.9,0.22,+0.1,+0.1
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-324,2003,7.4,2,13,4,30.8,1.76,0.54,0.15,0.50,10.6,0,0,0,2.6,2.6,0.20,-0.6,-0.6
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-120,2002,4.4,1,8,3,37.5,1.84,0.69,0.13,0.33,21.8,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Assane Diao,ESP,FW,Betis,La Liga,19-062,2005,2.6,0,5,0,0.0,1.92,0.00,0.00,,15.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-310,2004,9.3,2,12,7,58.3,1.29,0.75,0.08,0.14,19.6,0,1,1,1.6,0.9,0.07,+0.4,+0.1
Moussa Diarra,MLI,DF,Alavés,La Liga,23-364,2000,6.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rúben Dias,POR,DF,Manchester City,Premier League,27-178,1997,8.1,0,11,3,27.3,1.36,0.37,0.00,0.00,20.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-257,1999,2.2,0,1,0,0.0,0.46,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-272,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-265,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-097,1999,1.5,1,1,1,100.0,0.67,0.67,1.00,1.00,14.0,0,0,0,0.3,0.3,0.30,+0.7,+0.7
Luis Díaz,COL,FW,Liverpool,Premier League,27-300,1997,6.2,5,17,9,52.9,2.74,1.45,0.29,0.56,13.5,0,0,0,2.8,2.8,0.16,+2.2,+2.2
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-156,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-241,2006,5.8,1,8,4,50.0,1.37,0.69,0.13,0.25,19.9,0,0,0,0.9,0.9,0.12,+0.1,+0.1
Diego,ESP,"FW,MF",Leganés,La Liga,24-204,2000,2.1,1,7,3,42.9,3.41,1.46,0.14,0.33,14.5,0,0,0,0.6,0.6,0.08,+0.4,+0.4
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-347,2004,0.3,0,1,0,0.0,3.46,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-230,2000,2.5,2,5,3,60.0,1.99,1.19,0.40,0.67,19.1,1,0,0,0.9,0.9,0.19,+1.1,+1.1
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-298,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-111,1993,8.5,0,5,1,20.0,0.59,0.12,0.00,0.00,22.9,2,0,0,0.3,0.3,0.06,-0.3,-0.3
Federico Dimarco,ITA,DF,Inter,Serie A,26-364,1997,9.7,1,24,7,29.2,2.47,0.72,0.04,0.14,20.7,3,0,0,1.2,1.2,0.05,-0.2,-0.2
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-353,2000,2.6,0,7,0,0.0,2.67,0.00,0.00,,15.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-331,2001,5.5,0,6,0,0.0,1.10,0.00,0.00,,19.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-213,2001,7.3,2,6,2,33.3,0.82,0.27,0.33,1.00,12.9,0,0,0,1.0,1.0,0.17,+1.0,+1.0
Lois Diony,FRA,FW,Angers,Ligue 1,31-324,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Issa Diop,FRA,DF,Fulham,Premier League,27-304,1997,4.4,0,3,1,33.3,0.69,0.23,0.00,0.00,9.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-152,2000,1.1,1,1,1,100.0,0.92,0.92,1.00,1.00,2.5,0,0,0,0.9,0.9,0.93,+0.1,+0.1
Andy Diouf,FRA,MF,Lens,Ligue 1,21-175,2003,8.9,1,15,2,13.3,1.68,0.22,0.07,0.50,20.5,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-358,1999,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-049,1997,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,28.9,0,0,0,0.0,0.0,0.00,0.0,0.0
Axel Disasi,FRA,DF,Chelsea,Premier League,26-242,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Roman Dixon,ENG,DF,Everton,Premier League,19-318,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-084,1999,3.3,1,6,2,33.3,1.79,0.60,0.17,0.50,20.5,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Djené,TOG,DF,Getafe,La Liga,32-313,1991,10.5,0,3,0,0.0,0.29,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
