Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Juan Cruz,ESP,"FW,MF",Leganés,La Liga,24-197,2000,7.7,268,224,41,11,4,2,42,18,11,7,3,0,172,3,11
Juan Cuadrado,COL,"DF,MF",Atalanta,Serie A,36-166,1988,1.6,91,82,9,1,0,1,6,8,0,0,0,0,73,0,1
Pau Cubarsí,ESP,DF,Barcelona,La Liga,17-291,2007,10.4,907,867,40,32,2,3,1,0,0,0,0,0,853,0,2
Marc Cucurella,ESP,DF,Chelsea,Premier League,26-109,1998,7.2,399,346,53,7,1,0,9,46,0,0,0,0,353,0,1
Jorge Cuenca,ESP,DF,Fulham,Premier League,24-357,1999,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Matheus Cunha,BRA,"MF,FW",Wolves,Premier League,25-165,1999,8.9,295,239,53,11,6,2,44,6,23,9,10,2,208,3,12
Patrick Cutrone,ITA,FW,Como,Serie A,26-310,1998,10.4,206,178,25,0,0,2,15,0,0,0,0,0,152,3,6
Tomáš Čvančara,CZE,"FW,MF",Gladbach,Bundesliga,24-087,2000,2.1,57,57,0,0,0,1,3,0,0,0,0,0,43,0,1
Wylan Cyprien,FRA,MF,Parma,Serie A,29-285,1995,0.3,21,20,0,0,1,0,0,0,0,0,0,0,14,1,1
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,36-060,1988,2.3,109,94,15,2,0,0,3,13,0,0,0,0,92,0,1
Lucas Da Cunha,FRA,"MF,FW",Como,Serie A,23-152,2001,4.9,250,234,16,5,1,1,30,0,11,3,7,0,193,0,9
Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,28-312,1996,2.2,130,127,3,2,1,0,4,0,1,0,1,0,108,0,3
Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,22-247,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Thijs Dallinga,NED,"FW,MF",Bologna,Serie A,24-097,2000,1.9,48,43,5,0,0,0,0,0,0,0,0,0,37,0,1
Diogo Dalot,POR,DF,Manchester Utd,Premier League,25-235,1999,10.0,568,484,82,10,3,3,9,72,0,0,0,0,479,2,10
Mikkel Damsgaard,DEN,"MF,FW",Brentford,Premier League,24-128,2000,7.8,343,311,30,4,6,2,31,2,14,14,0,0,247,2,8
Flavius Daniliuc,AUT,DF,Hellas Verona,Serie A,23-195,2001,5.2,177,154,23,6,0,0,3,17,0,0,0,0,144,0,5
Danilo,BRA,MF,Nott'ham Forest,Premier League,23-193,2001,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Danilo,BRA,DF,Juventus,Serie A,33-116,1991,3.5,300,285,15,4,0,3,2,9,0,0,0,0,281,0,1
Arnaut Danjuma,NED,FW,Villarreal,La Liga,27-282,1997,2.2,30,28,2,0,0,1,0,0,0,0,0,0,23,0,1
Arnaut Danjuma,NED,"FW,MF",Girona,La Liga,27-282,1997,5.7,177,158,18,1,0,1,28,4,12,4,6,0,133,1,9
Kévin Danois,FRA,"MF,DF",Auxerre,Ligue 1,20-133,2004,6.0,290,277,13,6,0,4,8,7,0,0,0,0,230,0,8
Kevin Danso,AUT,DF,Lens,Ligue 1,26-050,1998,5.0,267,244,22,8,0,0,0,1,0,0,0,0,225,1,1
Dante,BRA,DF,Nice,Ligue 1,41-021,1983,7.3,498,470,26,22,0,3,1,0,0,0,0,0,434,2,5
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,,,0.6,27,27,0,0,0,0,0,0,0,0,0,0,22,0,0
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-306,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Bence Dárdai,GER,"MF,FW",Wolfsburg,Bundesliga,18-289,2006,1.1,58,57,1,0,1,0,3,1,0,0,0,0,46,0,1
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-322,1993,8.2,360,289,68,24,1,12,57,6,25,6,17,1,260,3,5
Matteo Darmian,ITA,DF,Inter,Serie A,34-342,1989,7.3,396,334,60,1,1,1,18,59,0,0,0,0,322,2,8
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-038,1998,3.2,107,94,13,5,2,0,13,1,4,2,2,0,73,0,1
Juan David Cabal,COL,DF,Juventus,Serie A,23-305,2001,5.1,350,319,30,4,1,3,7,26,0,0,0,0,307,1,7
Jonathan David,CAN,FW,Lille,Ligue 1,24-299,2000,8.1,209,197,11,0,1,1,0,0,0,0,0,0,168,1,7
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,24-006,2000,7.2,504,453,51,8,2,1,6,43,0,0,0,0,454,0,9
Ben Davies,WAL,DF,Tottenham,Premier League,31-198,1993,0.3,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Keinan Davis,ENG,FW,Udinese,Serie A,26-269,1998,4.8,126,115,10,1,0,1,0,0,0,0,0,0,99,1,0
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-301,2000,10.0,426,311,112,22,3,0,57,53,37,23,7,0,313,3,8
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-267,2001,9.7,275,229,43,13,1,0,20,7,16,3,9,0,216,3,5
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-172,1995,4.2,212,199,13,9,0,3,1,4,0,0,0,0,183,0,1
Craig Dawson,ENG,DF,Wolves,Premier League,34-186,1990,7.3,377,350,26,17,1,6,0,0,0,0,0,0,326,1,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-133,1991,4.0,321,276,44,4,3,4,29,11,24,6,4,1,259,1,10
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-243,2001,8.5,379,352,24,4,6,1,12,6,0,0,0,0,297,3,8
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-168,1994,5.9,408,381,23,11,8,4,23,6,6,1,4,0,326,4,10
Mattia De Sciglio,ITA,DF,Empoli,Serie A,32-019,1992,1.6,56,50,6,1,0,1,2,5,0,0,0,0,47,0,1
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-169,1988,2.7,156,123,33,4,0,0,8,29,0,0,0,0,133,0,3
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-156,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Koni De Winter,BEL,DF,Genoa,Serie A,22-149,2002,7.0,335,317,15,9,0,0,1,4,0,0,0,0,285,3,2
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-099,1995,5.2,147,142,4,0,1,1,5,4,0,0,0,0,100,1,9
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-224,1996,6.5,320,277,42,16,2,3,48,8,18,7,9,0,226,1,16
Enrico Del Prato,ITA,DF,Parma,Serie A,24-364,1999,9.2,482,439,42,20,0,0,4,18,0,0,0,0,415,1,3
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-274,2003,7.8,76,72,3,0,2,1,0,1,0,0,0,0,45,1,3
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23-276,2001,1.9,78,77,1,1,0,0,2,0,0,0,0,0,72,0,0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-216,2000,0.4,30,22,8,0,0,0,5,5,3,3,0,0,20,0,2
Ali Dembélé,FRA,DF,Torino,Serie A,20-308,2004,0.7,32,27,5,1,0,0,1,4,0,0,0,0,24,0,1
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-177,1997,6.4,395,366,24,4,3,2,38,1,18,6,7,0,313,5,19
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-228,1998,5.1,108,101,5,0,1,0,0,0,0,0,0,0,76,2,5
Sepp van den Berg,NED,DF,Brentford,Premier League,22-324,2001,7.1,332,301,31,3,0,0,5,28,0,0,0,0,270,0,2
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-215,1994,10.0,286,205,81,25,0,1,0,0,0,0,0,0,221,0,0
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-063,1998,0.5,37,37,0,0,0,0,0,0,0,0,0,0,29,0,0
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-104,1997,9.0,267,220,47,6,0,0,0,0,0,0,0,0,221,0,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-096,1993,11.0,611,523,85,19,0,3,17,66,0,0,0,0,501,3,16
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-358,1996,7.0,161,160,1,0,3,2,0,0,0,0,0,0,135,0,1
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-047,2005,1.2,42,39,3,1,0,0,2,2,0,0,0,0,35,0,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-307,2001,10.0,731,703,27,23,0,2,1,2,0,0,0,0,677,1,9
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-324,2003,7.4,152,136,16,0,1,1,3,1,0,0,0,0,128,0,5
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-120,2002,4.4,229,208,18,1,1,0,12,7,10,6,0,1,188,3,6
Assane Diao,ESP,FW,Betis,La Liga,19-062,2005,2.6,43,40,3,0,0,0,3,0,0,0,0,0,32,0,2
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-310,2004,9.3,318,300,17,2,2,0,8,1,0,0,0,0,264,1,11
Moussa Diarra,MLI,DF,Alavés,La Liga,23-364,2000,6.2,242,206,33,9,0,0,4,23,0,0,0,0,203,3,3
Rúben Dias,POR,DF,Manchester City,Premier League,27-178,1997,8.1,788,766,22,11,0,1,2,2,0,0,0,0,739,0,7
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-257,1999,2.2,128,115,13,1,0,2,4,12,0,0,0,0,88,0,2
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-272,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-265,2005,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-097,1999,1.5,75,73,2,1,2,0,3,0,0,0,0,0,63,0,3
Luis Díaz,COL,FW,Liverpool,Premier League,27-300,1997,6.2,213,205,7,1,0,0,5,6,0,0,0,0,186,1,5
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-156,1998,0.6,16,14,2,0,0,0,2,0,2,1,1,0,12,0,0
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-241,2006,5.8,175,160,13,4,2,1,9,1,4,3,0,0,140,2,5
Diego,ESP,"FW,MF",Leganés,La Liga,24-204,2000,2.1,40,37,3,0,0,1,3,0,0,0,0,0,25,0,1
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-347,2004,0.3,17,16,1,0,0,0,5,0,1,1,0,0,11,0,0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-230,2000,2.5,43,42,1,0,1,0,1,0,0,0,0,0,35,0,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-298,1994,0.5,58,55,3,1,0,0,0,1,0,0,0,0,57,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-111,1993,8.5,435,347,88,18,1,1,47,56,14,10,1,0,334,0,17
Federico Dimarco,ITA,DF,Inter,Serie A,26-364,1997,9.7,516,444,71,11,0,5,93,22,38,9,21,0,395,1,7
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-353,2000,2.6,89,81,8,0,0,1,6,8,0,0,0,0,58,0,1
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-331,2001,5.5,193,192,0,0,1,1,8,0,0,0,0,0,144,1,7
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-213,2001,7.3,285,264,19,16,0,2,1,3,0,0,0,0,226,2,5
Lois Diony,FRA,FW,Angers,Ligue 1,31-324,1992,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Issa Diop,FRA,DF,Fulham,Premier League,27-304,1997,4.4,244,232,12,12,0,1,0,0,0,0,0,0,210,0,1
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-152,2000,1.1,70,64,5,1,1,0,2,0,4,1,1,0,59,1,1
Andy Diouf,FRA,MF,Lens,Ligue 1,21-175,2003,8.9,365,349,10,8,4,0,10,0,2,0,2,0,273,6,11
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-358,1999,10.0,364,280,81,27,0,1,0,0,0,0,0,0,260,3,1
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-049,1997,0.1,29,29,0,0,0,2,0,0,0,0,0,0,28,0,0
Axel Disasi,FRA,DF,Chelsea,Premier League,26-242,1998,1.0,74,60,14,6,0,0,0,8,0,0,0,0,64,0,1
Roman Dixon,ENG,DF,Everton,Premier League,19-318,2004,1.0,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-084,1999,3.3,56,52,3,0,0,1,5,1,0,0,0,0,39,1,1
Djené,TOG,DF,Getafe,La Liga,32-313,1991,10.5,354,311,41,10,0,2,11,31,0,0,0,0,263,2,4
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-263,1993,10.0,571,547,24,21,0,2,2,3,0,0,0,0,500,0,4
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-289,1992,6.0,200,119,80,28,0,0,0,1,0,0,0,0,101,1,0
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-145,1998,8.4,307,302,5,0,4,0,16,5,0,0,0,0,212,0,18
Dodô,BRA,DF,Fiorentina,Serie A,25-357,1998,11.0,595,508,86,8,2,0,56,78,0,0,0,0,472,1,19
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-131,1998,9.0,302,293,7,7,1,1,2,0,0,0,0,0,227,2,6
Matt Doherty,IRL,DF,Wolves,Premier League,32-297,1992,2.3,105,80,25,4,0,1,2,21,0,0,0,0,74,0,2
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22-165,2002,4.5,219,215,2,0,3,0,20,0,2,0,0,0,174,2,12
Marc Domenech,ESP,FW,Mallorca,La Liga,18-312,2006,1.3,22,22,0,0,0,0,2,0,0,0,0,0,15,0,1
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21-050,2003,0.7,17,16,1,0,1,0,2,1,0,0,0,0,10,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-271,2001,3.8,297,283,14,14,0,1,0,0,0,0,0,0,261,0,1
Israel Domínguez,ESP,FW,Sevilla,La Liga,21-185,2003,0.2,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-133,1998,5.0,241,233,5,5,1,0,1,0,0,0,0,0,202,3,2
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-221,2005,1.9,180,173,7,4,0,0,0,1,0,0,0,0,171,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-257,1999,7.0,209,161,48,15,0,0,0,0,0,0,0,0,178,0,0
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-013,2004,9.4,307,272,35,6,2,3,12,28,1,0,0,0,233,0,14
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-298,1998,0.4,26,24,2,2,1,0,1,0,0,0,0,0,22,0,1
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-298,1998,2.9,153,133,20,13,0,4,4,1,5,1,3,0,133,0,1
Alberto Dossena,ITA,DF,Como,Serie A,26-026,1998,10.6,570,537,30,26,0,2,1,2,0,0,0,0,502,3,5
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-312,1993,6.3,231,221,9,2,0,1,6,0,0,0,0,0,187,1,9
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-305,2000,1.2,53,53,0,0,0,0,0,0,0,0,0,0,49,0,1
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-158,2005,3.1,174,163,11,1,1,0,13,3,5,1,1,0,148,0,3
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-022,2002,9.0,627,531,96,25,0,1,10,68,0,0,0,0,528,0,9
Douglas,BRA,MF,Nantes,Ligue 1,27-300,1997,7.4,364,347,16,10,0,1,5,2,1,1,0,0,317,1,4
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-107,2003,8.5,408,393,14,8,1,1,0,3,0,0,0,0,354,1,4
Issa Doumbia,CIV,MF,Venezia,Serie A,21-023,2003,1.6,56,54,1,1,0,0,1,0,0,0,0,0,43,1,0
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-264,2003,3.4,157,142,12,6,1,0,7,0,1,1,0,0,128,3,2
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-098,1999,5.1,77,63,13,0,0,0,1,0,0,0,0,0,54,1,3
Artem Dovbyk,UKR,FW,Roma,Serie A,27-140,1997,9.6,150,131,18,0,1,0,0,1,0,0,0,0,117,1,4
Flynn Downes,ENG,MF,Southampton,Premier League,25-293,1999,10.0,562,543,19,19,5,0,1,0,0,0,0,0,518,0,5
Tommy Doyle,ENG,MF,Wolves,Premier League,23-022,2001,3.0,187,172,13,10,0,4,4,1,2,1,1,0,157,2,3
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-279,2002,2.1,116,104,12,8,0,0,0,1,0,0,0,0,101,0,1
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-278,1993,9.0,385,272,112,39,0,0,0,0,0,0,0,0,252,1,1
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-247,2005,3.8,165,158,7,4,1,2,1,3,0,0,0,0,140,0,3
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-246,1994,8.1,281,212,67,14,2,5,53,2,31,10,14,0,184,2,3
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-339,1994,6.9,369,332,37,13,1,9,22,2,18,8,8,0,284,0,4
Denzel Dumfries,NED,DF,Inter,Serie A,28-204,1996,4.3,178,147,30,2,0,2,12,28,0,0,0,0,133,1,5
Alfred Duncan,GHA,MF,Venezia,Serie A,31-243,1993,6.6,298,275,20,9,4,3,11,1,7,1,4,0,241,3,5
Lewis Dunk,ENG,DF,Brighton,Premier League,32-353,1991,7.8,645,589,56,27,1,3,2,6,0,0,0,0,587,0,3
Jhon Durán,COL,FW,Aston Villa,Premier League,20-331,2003,2.9,70,65,4,0,2,0,2,0,0,0,0,0,47,1,2
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-167,2001,2.1,50,48,2,0,0,0,3,2,0,0,0,0,37,0,2
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-187,2006,0.3,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
Hugo Duro,ESP,FW,Valencia,La Liga,24-364,1999,7.8,131,122,9,0,0,0,2,0,0,0,0,0,94,0,6
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-119,1997,3.6,189,149,39,3,0,0,6,36,0,0,0,0,148,1,4
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-359,1993,5.9,305,268,35,11,0,7,28,4,14,6,4,1,249,2,7
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-238,2005,1.9,113,109,4,2,0,1,0,0,0,0,0,0,105,0,0
Adam Dźwigała,POL,"MF,DF",St. Pauli,Bundesliga,29-044,1995,1.1,73,59,14,2,0,0,2,11,0,0,0,0,52,0,2
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26-202,1998,7.1,297,248,48,8,1,3,25,39,1,0,0,0,225,1,7
Enzo Ebosse,CMR,DF,Udinese,Serie A,25-242,1999,0.5,25,22,3,2,0,1,0,0,0,0,0,0,19,0,0
Ederson,BRA,GK,Manchester City,Premier League,31-083,1993,10.0,343,303,40,13,0,0,0,0,0,0,0,0,294,0,1
Éderson,BRA,MF,Atalanta,Serie A,25-124,1999,10.0,618,597,21,18,2,12,6,3,0,0,0,0,548,0,4
George Edmundson,ENG,DF,Ipswich Town,Premier League,27-069,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26-297,1998,1.3,28,28,0,0,0,0,1,0,0,0,0,0,17,0,2
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26-297,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21-285,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26-184,1998,8.2,216,204,11,0,2,1,15,0,0,0,0,0,157,1,12
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-336,1996,7.4,336,330,4,4,0,0,4,0,0,0,0,0,273,2,12
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29-167,1995,10.2,343,261,80,3,0,1,29,77,0,0,0,0,256,2,9
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,26-311,1998,6.0,265,237,27,0,2,3,14,7,20,10,0,0,211,1,9
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17-363,2006,4.0,64,60,2,0,0,0,4,0,0,0,0,0,44,2,3
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22-141,2002,6.7,161,142,18,1,2,2,5,0,0,0,0,0,123,1,6
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24-217,2000,3.5,128,120,7,2,0,0,3,1,4,1,1,0,106,1,0
Jacques Ekomie,GAB,DF,Angers,Ligue 1,21-081,2003,2.5,97,66,30,0,0,0,11,30,0,0,0,0,64,1,8
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22-136,2002,1.1,23,22,1,0,0,0,0,1,0,0,0,0,15,0,1
Caleb Ekuban,GHA,FW,Genoa,Serie A,30-230,1994,2.3,25,21,3,0,0,0,1,0,0,0,0,0,20,1,1
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22-298,2002,7.0,328,323,5,5,0,8,1,0,0,0,0,0,287,0,3
Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22-195,2002,6.2,184,152,32,5,0,0,49,0,27,14,13,0,116,0,5
Mikael Ellertsson,ISL,"MF,DF",Venezia,Serie A,22-242,2002,7.4,159,143,16,0,1,1,4,15,0,0,0,0,118,0,5
Harvey Elliott,ENG,FW,Liverpool,Premier League,21-218,2003,0.1,14,12,1,0,0,0,0,1,0,0,0,0,12,1,0
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,25-045,1999,0.5,16,16,0,0,1,0,0,0,0,0,0,0,13,0,1
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30-225,1994,2.7,187,175,12,7,0,0,1,5,0,0,0,0,160,0,2
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28-039,1996,5.5,407,386,20,5,0,0,1,0,0,0,0,0,368,1,4
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32-185,1992,6.4,235,194,39,12,1,0,58,4,21,11,8,0,139,2,13
Breel Embolo,SUI,FW,Monaco,Ligue 1,27-268,1997,6.0,113,101,10,1,3,0,2,0,0,0,0,0,85,2,4
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21-279,2003,7.1,92,81,10,0,0,0,0,0,0,0,0,0,71,1,4
Emerson,BRA,DF,Milan,Serie A,25-299,1999,6.7,415,365,50,10,0,3,19,40,0,0,0,0,360,0,12
Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,18-303,2006,0.2,14,13,1,0,0,0,0,1,0,0,0,0,11,0,1
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20-290,2004,1.0,58,47,11,3,0,0,13,0,8,3,3,0,39,0,2
Wataru Endo,JPN,MF,Liverpool,Premier League,31-273,1993,0.2,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Endrick,BRA,FW,Real Madrid,La Liga,18-110,2006,0.5,18,16,2,0,0,1,0,0,0,0,0,0,14,0,0
Yannik Engelhardt,GER,MF,Como,Serie A,23-275,2001,3.1,171,166,5,4,0,0,1,1,0,0,0,0,155,0,1
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21-061,2003,0.9,27,24,3,0,0,0,4,0,2,2,0,0,19,0,1
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32-268,1992,4.8,291,245,46,10,2,4,37,3,32,13,9,5,241,0,2
Martin Erlic,CRO,DF,Bologna,Serie A,26-289,1998,2.5,163,158,5,4,0,1,0,0,0,0,0,0,150,0,0
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29-292,1995,6.2,329,313,16,10,0,0,0,0,0,0,0,0,303,0,3
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32-308,1992,3.4,121,90,28,4,0,0,10,24,0,0,0,0,71,3,2
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22-129,2002,6.0,163,156,7,3,0,2,7,0,2,0,2,0,102,0,11
Samuel Essende,COD,FW,Augsburg,Bundesliga,26-290,1998,4.7,80,66,13,2,0,0,1,0,0,0,0,0,56,1,5
Dario Essugo,POR,MF,Las Palmas,La Liga,19-239,2005,6.6,370,362,7,6,3,2,0,1,0,0,0,0,326,1,2
Nahuel Estévez,ARG,MF,Parma,Serie A,28-360,1995,2.3,102,94,8,3,0,1,6,1,4,0,1,0,74,0,3
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26-292,1998,4.8,325,272,53,5,0,1,34,32,16,9,5,0,268,0,7
Evanilson,BRA,FW,Bournemouth,Premier League,25-033,1999,6.9,84,83,1,0,1,2,0,0,0,0,0,0,56,0,6
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36-310,1988,2.2,126,111,15,2,0,0,0,2,0,0,0,0,113,0,1
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26-132,1998,9.0,375,307,61,26,3,3,30,2,17,8,4,0,283,7,10
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22-327,2001,9.4,339,323,15,2,0,1,19,12,1,0,0,0,240,1,12
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21-299,2003,3.9,68,64,3,1,0,0,2,2,0,0,0,0,50,1,4
Łukasz Fabiański,POL,GK,West Ham,Premier League,39-204,1985,2.5,71,45,26,5,0,0,0,0,0,0,0,0,49,0,0
Alieu Fadera,GAM,FW,Como,Serie A,23-005,2001,7.6,233,229,3,0,2,1,10,3,0,0,0,0,179,1,12
Wout Faes,BEL,DF,Leicester City,Premier League,26-219,1998,10.0,497,476,20,13,1,3,2,2,0,0,0,0,431,1,5
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23-270,2001,4.9,355,343,12,7,2,4,11,1,4,1,3,0,313,0,3
Romain Faivre,FRA,"FW,MF",Brest,Ligue 1,26-117,1998,3.8,124,115,9,1,0,0,8,1,7,3,3,0,106,0,5
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29-210,1995,11.0,338,226,111,34,0,0,0,0,0,0,0,0,213,1,0
Davide Faraoni,ITA,"DF,MF",Hellas Verona,Serie A,33-014,1991,0.5,24,22,2,0,0,0,4,2,0,0,0,0,15,0,1
Abdul Fatawu Issahaku,GHA,"FW,DF",Leicester City,Premier League,20-245,2004,5.4,171,161,10,1,2,2,27,8,1,0,0,0,107,0,14
Ansu Fati,ESP,FW,Barcelona,La Liga,22-008,2002,1.2,53,49,3,3,2,0,0,0,0,0,0,0,45,1,1
